Method,n_star_ratio,MAE
KCPA,0.7,2.0
Neural-ECF,0.7,21.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,6.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,6.0
KCPA,0.7,2.0
Neural-ECF,0.7,13.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,5.0
KCPA,0.7,5.0
Neural-ECF,0.7,26.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,32.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,80.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,28.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,29.0
KCPA,0.7,29.0
Neural-ECF,0.7,0.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,70.0
e-Divisive,0.7,12.0
KCPA,0.7,7.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,21.0
KCPA,0.7,3.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,70.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,3.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,0.0
KCPA,0.7,12.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,9.0
KCPA,0.7,6.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,8.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,8.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,14.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,400.0
e-Divisive,0.7,2.0
KCPA,0.7,1.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,500.0
e-Divisive,0.7,2.0
KCPA,0.7,1.0
Neural-ECF,0.7,7.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,2.0
KCPA,0.7,5.0
Neural-ECF,0.7,3.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,0.0
KCPA,0.7,3.0
Neural-ECF,0.7,6.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,490.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,25.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,4.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,23.0
KCPA,0.7,0.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,7.0
KCPA,0.7,1.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,440.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,11.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,3.0
KCPA,0.7,3.0
Neural-ECF,0.7,31.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,500.0
e-Divisive,0.7,5.0
KCPA,0.7,5.0
Neural-ECF,0.7,30.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,40.0
e-Divisive,0.7,12.0
KCPA,0.7,12.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,300.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,6.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,24.0
KCPA,0.7,38.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,280.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,0.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,7.0
KCPA,0.7,7.0
Neural-ECF,0.7,37.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,4.0
KCPA,0.7,4.0
Neural-ECF,0.7,7.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,3.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,70.0
e-Divisive,0.7,1.0
KCPA,0.7,0.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,70.0
e-Divisive,0.7,10.0
KCPA,0.7,0.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,100.0
e-Divisive,0.7,3.0
KCPA,0.7,3.0
Neural-ECF,0.7,8.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,100.0
e-Divisive,0.7,13.0
KCPA,0.7,13.0
Neural-ECF,0.7,7.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,9.0
KCPA,0.7,1.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,80.0
MIDAST[MMD],0.7,40.0
e-Divisive,0.7,9.0
KCPA,0.7,2.0
Neural-ECF,0.7,2.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,9.0
KCPA,0.7,0.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,5.0
KCPA,0.7,8.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,16.0
KCPA,0.9,40.0
Neural-ECF,0.9,682.0
MIDAST[KS],0.9,690.0
MIDAST[MMD],0.9,690.0
e-Divisive,0.9,46.0
KCPA,0.9,691.0
Neural-ECF,0.9,117.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,244.0
MIDAST[KS],0.9,
MIDAST[MMD],0.9,250.0
e-Divisive,0.9,33.0
KCPA,0.9,49.0
Neural-ECF,0.9,119.0
MIDAST[KS],0.9,310.0
MIDAST[MMD],0.9,360.0
e-Divisive,0.9,11.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,680.0
MIDAST[MMD],0.9,630.0
e-Divisive,0.9,3.0
KCPA,0.9,10.0
Neural-ECF,0.9,
MIDAST[KS],0.9,440.0
MIDAST[MMD],0.9,440.0
e-Divisive,0.9,6.0
KCPA,0.9,2.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,310.0
MIDAST[MMD],0.9,360.0
e-Divisive,0.9,11.0
KCPA,0.9,11.0
Neural-ECF,0.9,
MIDAST[KS],0.9,520.0
MIDAST[MMD],0.9,510.0
e-Divisive,0.9,11.0
KCPA,0.9,11.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,5.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,550.0
MIDAST[MMD],0.9,
e-Divisive,0.9,12.0
KCPA,0.9,11.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,190.0
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,190.0
MIDAST[MMD],0.9,190.0
e-Divisive,0.9,1.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,14.0
KCPA,0.9,6.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,660.0
MIDAST[MMD],0.9,370.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,2.0
KCPA,0.9,0.0
Neural-ECF,0.9,117.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,28.0
KCPA,0.9,2.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,650.0
MIDAST[MMD],0.9,
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,2.0
KCPA,0.9,4.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,590.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,40.0
KCPA,0.9,19.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,540.0
MIDAST[MMD],0.9,
e-Divisive,0.9,4.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,700.0
MIDAST[MMD],0.9,
e-Divisive,0.9,9.0
KCPA,0.9,3.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,420.0
MIDAST[MMD],0.9,390.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,340.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,705.0
KCPA,0.9,7.0
Neural-ECF,0.9,217.0
MIDAST[KS],0.9,220.0
MIDAST[MMD],0.9,250.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,125.0
MIDAST[KS],0.9,370.0
MIDAST[MMD],0.9,
e-Divisive,0.9,2.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,1.0
KCPA,0.9,9.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,115.0
KCPA,0.9,2.0
Neural-ECF,0.9,115.0
MIDAST[KS],0.9,600.0
MIDAST[MMD],0.9,630.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,320.0
e-Divisive,0.9,13.0
KCPA,0.9,13.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,25.0
KCPA,0.9,25.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,25.0
KCPA,0.9,11.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,320.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,98.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,590.0
MIDAST[MMD],0.9,600.0
e-Divisive,0.9,7.0
KCPA,0.9,7.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,190.0
MIDAST[MMD],0.9,
e-Divisive,0.9,23.0
KCPA,0.9,19.0
Neural-ECF,0.9,115.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,358.0
KCPA,0.9,44.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,240.0
e-Divisive,0.9,12.0
KCPA,0.9,1.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,640.0
MIDAST[MMD],0.9,210.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,510.0
e-Divisive,0.9,40.0
KCPA,0.9,10.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,510.0
MIDAST[MMD],0.9,700.0
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,700.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,170.0
MIDAST[MMD],0.9,
e-Divisive,0.9,685.0
KCPA,0.9,685.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,15.0
KCPA,0.9,0.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,6.0
KCPA,0.9,7.0
Neural-ECF,0.9,644.0
MIDAST[KS],0.9,650.0
MIDAST[MMD],0.9,690.0
e-Divisive,0.9,34.0
KCPA,0.9,1.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,25.0
KCPA,0.9,38.0
Neural-ECF,0.9,
MIDAST[KS],0.9,530.0
MIDAST[MMD],0.9,570.0
e-Divisive,0.9,42.0
KCPA,0.9,38.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,420.0
MIDAST[MMD],0.9,250.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,290.0
MIDAST[MMD],0.9,550.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,813.0
KCPA,0.9,3.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,290.0
e-Divisive,0.9,39.0
KCPA,0.9,4.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,19.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,160.0
MIDAST[MMD],0.9,410.0
e-Divisive,0.9,84.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,220.0
MIDAST[MMD],0.9,600.0
e-Divisive,0.9,639.0
KCPA,0.9,5.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,190.0
e-Divisive,0.9,12.0
KCPA,0.9,5.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,560.0
e-Divisive,0.9,832.0
KCPA,0.9,4.0
Neural-ECF,0.9,160.0
MIDAST[KS],0.9,150.0
MIDAST[MMD],0.9,
e-Divisive,0.9,14.0
KCPA,0.9,2.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,660.0
MIDAST[MMD],0.9,650.0
e-Divisive,0.9,25.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,150.0
MIDAST[MMD],0.9,380.0
e-Divisive,0.9,5.0
KCPA,0.9,5.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,836.0
KCPA,0.9,2.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,440.0
e-Divisive,0.9,75.0
KCPA,0.9,75.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,470.0
e-Divisive,0.9,12.0
KCPA,0.9,12.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,8.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,0.0
KCPA,0.9,8.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,377.0
KCPA,0.9,12.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,123.0
MIDAST[KS],0.9,180.0
MIDAST[MMD],0.9,250.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,440.0
MIDAST[MMD],0.9,
e-Divisive,0.9,37.0
KCPA,0.9,37.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,34.0
KCPA,0.9,34.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,250.0
MIDAST[MMD],0.9,650.0
e-Divisive,0.9,10.0
KCPA,0.9,5.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,10.0
KCPA,0.9,3.0
Neural-ECF,0.9,122.0
MIDAST[KS],0.9,270.0
MIDAST[MMD],0.9,290.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,39.0
KCPA,0.9,39.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,143.0
KCPA,0.9,17.0
Neural-ECF,0.9,117.0
MIDAST[KS],0.9,680.0
MIDAST[MMD],0.9,440.0
e-Divisive,0.9,644.0
KCPA,0.9,498.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,18.0
KCPA,0.9,7.0
Neural-ECF,0.9,321.0
MIDAST[KS],0.9,320.0
MIDAST[MMD],0.9,350.0
e-Divisive,0.9,1.0
KCPA,0.9,3.0
Neural-ECF,0.9,121.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,240.0
e-Divisive,0.9,1.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,590.0
MIDAST[MMD],0.9,570.0
e-Divisive,0.9,46.0
KCPA,0.9,47.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,360.0
MIDAST[MMD],0.9,
e-Divisive,0.9,8.0
KCPA,0.9,8.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,290.0
MIDAST[MMD],0.9,580.0
e-Divisive,0.9,8.0
KCPA,0.9,7.0
Neural-ECF,0.9,
MIDAST[KS],0.9,180.0
MIDAST[MMD],0.9,220.0
e-Divisive,0.9,4.0
KCPA,0.9,189.0
Neural-ECF,0.9,
MIDAST[KS],0.9,340.0
MIDAST[MMD],0.9,
e-Divisive,0.9,14.0
KCPA,0.9,14.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,12.0
KCPA,0.9,18.0
Neural-ECF,0.9,119.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,640.0
e-Divisive,0.9,15.0
KCPA,0.9,15.0
Neural-ECF,0.9,
MIDAST[KS],0.9,560.0
MIDAST[MMD],0.9,550.0
e-Divisive,0.9,0.0
KCPA,0.9,5.0
Neural-ECF,0.9,125.0
MIDAST[KS],0.9,150.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,108.0
KCPA,0.9,9.0
Neural-ECF,0.9,120.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,190.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,630.0
e-Divisive,0.9,7.0
KCPA,0.9,7.0
Neural-ECF,0.9,
MIDAST[KS],0.9,160.0
MIDAST[MMD],0.9,180.0
e-Divisive,0.9,4.0
KCPA,0.9,4.0
