Method,rho2,param_y,MAE
KCPA,-0.3,15.0,3.0
Neural-ECF,-0.3,15.0,27.0
MIDAST[KS],-0.3,15.0,20.0
MIDAST[MMD],-0.3,15.0,30.0
e-Divisive,-0.3,15.0,10.0
KCPA,-0.3,15.0,9.0
Neural-ECF,-0.3,15.0,42.0
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,70.0
e-Divisive,-0.3,15.0,2.0
KCPA,-0.3,15.0,2.0
Neural-ECF,-0.3,15.0,3.0
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,280.0
e-Divisive,-0.3,15.0,8.0
KCPA,-0.3,15.0,0.0
Neural-ECF,-0.3,15.0,3.0
MIDAST[KS],-0.3,15.0,40.0
MIDAST[MMD],-0.3,15.0,280.0
e-Divisive,-0.3,15.0,1.0
KCPA,-0.3,15.0,9.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,30.0
e-Divisive,-0.3,15.0,3.0
KCPA,-0.3,15.0,1.0
Neural-ECF,-0.3,15.0,20.0
MIDAST[KS],-0.3,15.0,20.0
MIDAST[MMD],-0.3,15.0,10.0
e-Divisive,-0.3,15.0,11.0
KCPA,-0.3,15.0,11.0
Neural-ECF,-0.3,15.0,59.0
MIDAST[KS],-0.3,15.0,10.0
MIDAST[MMD],-0.3,15.0,100.0
e-Divisive,-0.3,15.0,2.0
KCPA,-0.3,15.0,11.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,60.0
MIDAST[MMD],-0.3,15.0,20.0
e-Divisive,-0.3,15.0,3.0
KCPA,-0.3,15.0,0.0
Neural-ECF,-0.3,15.0,6.0
MIDAST[KS],-0.3,15.0,10.0
MIDAST[MMD],-0.3,15.0,0.0
e-Divisive,-0.3,15.0,2.0
KCPA,-0.3,15.0,3.0
Neural-ECF,-0.3,15.0,17.0
MIDAST[KS],-0.3,15.0,30.0
MIDAST[MMD],-0.3,15.0,90.0
e-Divisive,-0.3,15.0,17.0
KCPA,-0.3,15.0,11.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,50.0
MIDAST[MMD],-0.3,15.0,30.0
e-Divisive,-0.3,15.0,4.0
KCPA,-0.3,15.0,50.0
Neural-ECF,-0.3,15.0,80.0
MIDAST[KS],-0.3,15.0,50.0
MIDAST[MMD],-0.3,15.0,60.0
e-Divisive,-0.3,15.0,0.0
KCPA,-0.3,15.0,0.0
Neural-ECF,-0.3,15.0,58.0
MIDAST[KS],-0.3,15.0,20.0
MIDAST[MMD],-0.3,15.0,270.0
e-Divisive,-0.3,15.0,11.0
KCPA,-0.3,15.0,9.0
Neural-ECF,-0.3,15.0,2.0
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,20.0
e-Divisive,-0.3,15.0,4.0
KCPA,-0.3,15.0,36.0
Neural-ECF,-0.3,15.0,95.0
MIDAST[KS],-0.3,15.0,90.0
MIDAST[MMD],-0.3,15.0,90.0
e-Divisive,-0.3,15.0,6.0
KCPA,-0.3,15.0,4.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,100.0
MIDAST[MMD],-0.3,15.0,10.0
e-Divisive,-0.3,15.0,10.0
KCPA,-0.3,15.0,4.0
Neural-ECF,-0.3,15.0,11.0
MIDAST[KS],-0.3,15.0,240.0
MIDAST[MMD],-0.3,15.0,30.0
e-Divisive,-0.3,15.0,6.0
KCPA,-0.3,15.0,4.0
Neural-ECF,-0.3,15.0,2.0
MIDAST[KS],-0.3,15.0,20.0
MIDAST[MMD],-0.3,15.0,10.0
e-Divisive,-0.3,15.0,1.0
KCPA,-0.3,15.0,1.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,100.0
MIDAST[MMD],-0.3,15.0,90.0
e-Divisive,-0.3,15.0,2.0
KCPA,-0.3,15.0,0.0
Neural-ECF,-0.3,15.0,45.0
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,20.0
e-Divisive,-0.3,15.0,0.0
KCPA,-0.3,15.0,0.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,50.0
e-Divisive,-0.3,15.0,17.0
KCPA,-0.3,15.0,13.0
Neural-ECF,-0.3,15.0,1.0
MIDAST[KS],-0.3,15.0,30.0
MIDAST[MMD],-0.3,15.0,170.0
e-Divisive,-0.3,15.0,14.0
KCPA,-0.3,15.0,14.0
Neural-ECF,-0.3,15.0,6.0
MIDAST[KS],-0.3,15.0,10.0
MIDAST[MMD],-0.3,15.0,70.0
e-Divisive,-0.3,15.0,2.0
KCPA,-0.3,15.0,0.0
Neural-ECF,-0.3,15.0,4.0
MIDAST[KS],-0.3,15.0,0.0
MIDAST[MMD],-0.3,15.0,300.0
e-Divisive,-0.3,15.0,1.0
KCPA,-0.3,15.0,1.0
Neural-ECF,-0.3,15.0,
MIDAST[KS],-0.3,15.0,120.0
MIDAST[MMD],-0.3,15.0,30.0
e-Divisive,-0.3,15.0,12.0
KCPA,-0.3,15.0,7.0
Neural-ECF,-0.0,15.0,15.0
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,190.0
e-Divisive,-0.0,15.0,67.0
KCPA,-0.0,15.0,28.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,130.0
MIDAST[MMD],-0.0,15.0,
e-Divisive,-0.0,15.0,21.0
KCPA,-0.0,15.0,1.0
Neural-ECF,-0.0,15.0,93.0
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,17.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,90.0
e-Divisive,-0.0,15.0,45.0
KCPA,-0.0,15.0,45.0
Neural-ECF,-0.0,15.0,7.0
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,67.0
KCPA,-0.0,15.0,64.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,50.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,10.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,26.0
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,90.0
e-Divisive,-0.0,15.0,6.0
KCPA,-0.0,15.0,31.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,150.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,15.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,150.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,10.0
KCPA,-0.0,15.0,15.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,60.0
e-Divisive,-0.0,15.0,7.0
KCPA,-0.0,15.0,56.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,1.0
Neural-ECF,-0.0,15.0,6.0
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,80.0
e-Divisive,-0.0,15.0,40.0
KCPA,-0.0,15.0,17.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,120.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,53.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,110.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,8.0
Neural-ECF,-0.0,15.0,133.0
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,60.0
e-Divisive,-0.0,15.0,62.0
KCPA,-0.0,15.0,62.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,110.0
e-Divisive,-0.0,15.0,45.0
KCPA,-0.0,15.0,23.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,1.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,110.0
e-Divisive,-0.0,15.0,17.0
KCPA,-0.0,15.0,10.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,80.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,24.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,90.0
MIDAST[MMD],-0.0,15.0,290.0
e-Divisive,-0.0,15.0,23.0
KCPA,-0.0,15.0,64.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,37.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,140.0
MIDAST[MMD],-0.0,15.0,130.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,36.0
Neural-ECF,-0.0,15.0,19.0
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,23.0
KCPA,-0.0,15.0,7.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,0.0
Neural-ECF,-0.0,15.0,7.0
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,8.0
KCPA,-0.0,15.0,43.0
Neural-ECF,-0.0,15.0,10.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,17.0
KCPA,-0.0,15.0,3.0
Neural-ECF,-0.0,15.0,261.0
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,280.0
e-Divisive,-0.0,15.0,58.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,17.0
MIDAST[KS],-0.0,15.0,120.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,9.0
KCPA,-0.0,15.0,22.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,5.0
Neural-ECF,-0.0,15.0,4.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,15.0
Neural-ECF,-0.0,15.0,17.0
MIDAST[KS],-0.0,15.0,100.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,10.0
KCPA,-0.0,15.0,10.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,48.0
KCPA,-0.0,15.0,48.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,90.0
MIDAST[MMD],-0.0,15.0,100.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,5.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,17.0
Neural-ECF,-0.0,15.0,45.0
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,80.0
e-Divisive,-0.0,15.0,18.0
KCPA,-0.0,15.0,6.0
Neural-ECF,-0.0,15.0,116.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,140.0
e-Divisive,-0.0,15.0,22.0
KCPA,-0.0,15.0,12.0
Neural-ECF,-0.0,15.0,47.0
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,3.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,230.0
MIDAST[MMD],-0.0,15.0,240.0
e-Divisive,-0.0,15.0,27.0
KCPA,-0.0,15.0,117.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,27.0
KCPA,-0.0,15.0,43.0
Neural-ECF,-0.0,15.0,7.0
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,5.0
KCPA,-0.0,15.0,31.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,150.0
MIDAST[MMD],-0.0,15.0,90.0
e-Divisive,-0.0,15.0,22.0
KCPA,-0.0,15.0,1.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,150.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,21.0
KCPA,-0.0,15.0,21.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,55.0
MIDAST[KS],-0.0,15.0,50.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,7.0
Neural-ECF,-0.0,15.0,46.0
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,110.0
e-Divisive,-0.0,15.0,7.0
KCPA,-0.0,15.0,11.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,90.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,38.0
KCPA,-0.0,15.0,36.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,3.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,90.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,6.0
KCPA,-0.0,15.0,42.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,100.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,25.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,201.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,6.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,64.0
KCPA,-0.0,15.0,46.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,80.0
e-Divisive,-0.0,15.0,15.0
KCPA,-0.0,15.0,15.0
Neural-ECF,-0.0,15.0,37.0
MIDAST[KS],-0.0,15.0,110.0
MIDAST[MMD],-0.0,15.0,110.0
e-Divisive,-0.0,15.0,5.0
KCPA,-0.0,15.0,40.0
Neural-ECF,-0.0,15.0,76.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,0.0
e-Divisive,-0.0,15.0,9.0
KCPA,-0.0,15.0,7.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,30.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,17.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,21.0
KCPA,-0.0,15.0,45.0
Neural-ECF,-0.0,15.0,256.0
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,60.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,11.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,160.0
MIDAST[MMD],-0.0,15.0,170.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,28.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,0.0
e-Divisive,-0.0,15.0,22.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,10.0
MIDAST[KS],-0.0,15.0,50.0
MIDAST[MMD],-0.0,15.0,50.0
e-Divisive,-0.0,15.0,5.0
KCPA,-0.0,15.0,5.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,3.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,150.0
MIDAST[MMD],-0.0,15.0,120.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,6.0
Neural-ECF,-0.0,15.0,105.0
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,300.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,3.0
Neural-ECF,-0.0,15.0,1.0
MIDAST[KS],-0.0,15.0,120.0
MIDAST[MMD],-0.0,15.0,160.0
e-Divisive,-0.0,15.0,121.0
KCPA,-0.0,15.0,53.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,140.0
e-Divisive,-0.0,15.0,15.0
KCPA,-0.0,15.0,15.0
Neural-ECF,-0.0,15.0,189.0
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,0.0
e-Divisive,-0.0,15.0,7.0
KCPA,-0.0,15.0,7.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,20.0
MIDAST[MMD],-0.0,15.0,100.0
e-Divisive,-0.0,15.0,6.0
KCPA,-0.0,15.0,3.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,210.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,190.0
MIDAST[MMD],-0.0,15.0,190.0
e-Divisive,-0.0,15.0,191.0
KCPA,-0.0,15.0,0.0
Neural-ECF,-0.0,15.0,210.0
MIDAST[KS],-0.0,15.0,220.0
MIDAST[MMD],-0.0,15.0,200.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,56.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,300.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,14.0
KCPA,-0.0,15.0,14.0
Neural-ECF,-0.0,15.0,18.0
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,160.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,7.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,28.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,120.0
MIDAST[MMD],-0.0,15.0,10.0
e-Divisive,-0.0,15.0,16.0
KCPA,-0.0,15.0,16.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,13.0
KCPA,-0.0,15.0,0.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,70.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,55.0
Neural-ECF,-0.0,15.0,28.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,26.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,119.0
MIDAST[KS],-0.0,15.0,160.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,141.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,30.0
e-Divisive,-0.0,15.0,7.0
KCPA,-0.0,15.0,2.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,260.0
MIDAST[MMD],-0.0,15.0,
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,0.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,9.0
KCPA,-0.0,15.0,4.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,
MIDAST[MMD],-0.0,15.0,
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,77.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,30.0
MIDAST[MMD],-0.0,15.0,30.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,24.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,0.0
e-Divisive,-0.0,15.0,7.0
KCPA,-0.0,15.0,9.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,150.0
MIDAST[MMD],-0.0,15.0,20.0
e-Divisive,-0.0,15.0,2.0
KCPA,-0.0,15.0,0.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,40.0
e-Divisive,-0.0,15.0,1.0
KCPA,-0.0,15.0,1.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,80.0
e-Divisive,-0.0,15.0,38.0
KCPA,-0.0,15.0,38.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,70.0
e-Divisive,-0.0,15.0,68.0
KCPA,-0.0,15.0,8.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,160.0
e-Divisive,-0.0,15.0,3.0
KCPA,-0.0,15.0,13.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,200.0
MIDAST[MMD],-0.0,15.0,160.0
e-Divisive,-0.0,15.0,8.0
KCPA,-0.0,15.0,1.0
Neural-ECF,-0.0,15.0,13.0
MIDAST[KS],-0.0,15.0,10.0
MIDAST[MMD],-0.0,15.0,90.0
e-Divisive,-0.0,15.0,0.0
KCPA,-0.0,15.0,0.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,150.0
MIDAST[MMD],-0.0,15.0,250.0
e-Divisive,-0.0,15.0,104.0
KCPA,-0.0,15.0,104.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,60.0
MIDAST[MMD],-0.0,15.0,260.0
e-Divisive,-0.0,15.0,20.0
KCPA,-0.0,15.0,314.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,160.0
MIDAST[MMD],-0.0,15.0,180.0
e-Divisive,-0.0,15.0,5.0
KCPA,-0.0,15.0,40.0
Neural-ECF,-0.0,15.0,
MIDAST[KS],-0.0,15.0,40.0
MIDAST[MMD],-0.0,15.0,30.0
e-Divisive,-0.0,15.0,4.0
KCPA,-0.0,15.0,4.0
Neural-ECF,0.3,15.0,182.0
MIDAST[KS],0.3,15.0,200.0
MIDAST[MMD],0.3,15.0,180.0
e-Divisive,0.3,15.0,3.0
KCPA,0.3,15.0,41.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,0.0
MIDAST[MMD],0.3,15.0,30.0
e-Divisive,0.3,15.0,18.0
KCPA,0.3,15.0,61.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,40.0
MIDAST[MMD],0.3,15.0,0.0
e-Divisive,0.3,15.0,4.0
KCPA,0.3,15.0,4.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,270.0
MIDAST[MMD],0.3,15.0,200.0
e-Divisive,0.3,15.0,368.0
KCPA,0.3,15.0,238.0
Neural-ECF,0.3,15.0,166.0
MIDAST[KS],0.3,15.0,0.0
MIDAST[MMD],0.3,15.0,50.0
e-Divisive,0.3,15.0,57.0
KCPA,0.3,15.0,49.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,10.0
MIDAST[MMD],0.3,15.0,30.0
e-Divisive,0.3,15.0,3.0
KCPA,0.3,15.0,13.0
Neural-ECF,0.3,15.0,4.0
MIDAST[KS],0.3,15.0,
MIDAST[MMD],0.3,15.0,
e-Divisive,0.3,15.0,5.0
KCPA,0.3,15.0,52.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,20.0
MIDAST[MMD],0.3,15.0,100.0
e-Divisive,0.3,15.0,22.0
KCPA,0.3,15.0,33.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,30.0
MIDAST[MMD],0.3,15.0,230.0
e-Divisive,0.3,15.0,5.0
KCPA,0.3,15.0,13.0
Neural-ECF,0.3,15.0,196.0
MIDAST[KS],0.3,15.0,220.0
MIDAST[MMD],0.3,15.0,200.0
e-Divisive,0.3,15.0,5.0
KCPA,0.3,15.0,197.0
Neural-ECF,0.3,15.0,53.0
MIDAST[KS],0.3,15.0,290.0
MIDAST[MMD],0.3,15.0,70.0
e-Divisive,0.3,15.0,11.0
KCPA,0.3,15.0,18.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,130.0
MIDAST[MMD],0.3,15.0,130.0
e-Divisive,0.3,15.0,16.0
KCPA,0.3,15.0,98.0
Neural-ECF,0.3,15.0,
MIDAST[KS],0.3,15.0,10.0
