Method,rho2,param_y,MAE
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,0.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,110.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,14.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,5.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,5.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,290.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,20.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,2.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,20.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,100.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,9.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,27.0
MIDAST[KS],-0.9,3.0,20.0
MIDAST[MMD],-0.9,3.0,150.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,19.0
Neural-ECF,-0.9,3.0,22.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,40.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,28.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,260.0
e-Divisive,-0.9,3.0,6.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,20.0
MIDAST[KS],-0.9,3.0,20.0
MIDAST[MMD],-0.9,3.0,20.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,15.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,3.0
KCPA,-0.9,3.0,3.0
Neural-ECF,-0.9,3.0,0.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,150.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,2.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,100.0
e-Divisive,-0.9,3.0,3.0
KCPA,-0.9,3.0,3.0
Neural-ECF,-0.9,3.0,2.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,21.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,280.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,0.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,20.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,75.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,140.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,40.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,2.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,12.0
MIDAST[KS],-0.9,3.0,20.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,3.0
KCPA,-0.9,3.0,3.0
Neural-ECF,-0.9,3.0,57.0
MIDAST[KS],-0.9,3.0,80.0
MIDAST[MMD],-0.9,3.0,160.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,11.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,30.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,5.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,4.0
KCPA,-0.9,3.0,4.0
Neural-ECF,-0.9,3.0,40.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,150.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,0.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,270.0
e-Divisive,-0.9,3.0,4.0
KCPA,-0.9,3.0,4.0
Neural-ECF,-0.9,3.0,103.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,150.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,10.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,110.0
e-Divisive,-0.9,3.0,4.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,11.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,150.0
e-Divisive,-0.9,3.0,9.0
KCPA,-0.9,3.0,9.0
Neural-ECF,-0.9,3.0,0.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,150.0
e-Divisive,-0.9,3.0,10.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,18.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,20.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,4.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,25.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,14.0
Neural-ECF,-0.9,3.0,13.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,300.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,20.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,10.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,3.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,3.0
KCPA,-0.9,3.0,3.0
Neural-ECF,-0.9,3.0,3.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,8.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,3.0
KCPA,-0.9,3.0,4.0
Neural-ECF,-0.9,3.0,22.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,20.0
e-Divisive,-0.9,3.0,5.0
KCPA,-0.9,3.0,5.0
Neural-ECF,-0.9,3.0,10.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,6.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,56.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,53.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,140.0
e-Divisive,-0.9,3.0,9.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,50.0
MIDAST[MMD],-0.9,3.0,170.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,0.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,5.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,18.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,7.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,12.0
MIDAST[KS],-0.9,3.0,40.0
MIDAST[MMD],-0.9,3.0,180.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,18.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,4.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,11.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,280.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,0.0
Neural-ECF,-0.9,3.0,11.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,30.0
e-Divisive,-0.9,3.0,0.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,28.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,10.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,12.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,110.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,9.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,7.0
KCPA,-0.9,3.0,3.0
Neural-ECF,-0.9,3.0,29.0
MIDAST[KS],-0.9,3.0,0.0
MIDAST[MMD],-0.9,3.0,130.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,60.0
MIDAST[KS],-0.9,3.0,20.0
MIDAST[MMD],-0.9,3.0,120.0
e-Divisive,-0.9,3.0,6.0
KCPA,-0.9,3.0,4.0
Neural-ECF,-0.9,3.0,1.0
MIDAST[KS],-0.9,3.0,20.0
MIDAST[MMD],-0.9,3.0,0.0
e-Divisive,-0.9,3.0,1.0
KCPA,-0.9,3.0,1.0
Neural-ECF,-0.9,3.0,19.0
MIDAST[KS],-0.9,3.0,10.0
MIDAST[MMD],-0.9,3.0,160.0
e-Divisive,-0.9,3.0,2.0
KCPA,-0.9,3.0,2.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,20.0
e-Divisive,-0.6,3.0,19.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,80.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,140.0
e-Divisive,-0.6,3.0,4.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,3.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,90.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,4.0
Neural-ECF,-0.6,3.0,9.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,290.0
e-Divisive,-0.6,3.0,18.0
KCPA,-0.6,3.0,6.0
Neural-ECF,-0.6,3.0,17.0
MIDAST[KS],-0.6,3.0,40.0
MIDAST[MMD],-0.6,3.0,50.0
e-Divisive,-0.6,3.0,73.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,46.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,3.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,26.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,9.0
KCPA,-0.6,3.0,26.0
Neural-ECF,-0.6,3.0,5.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,20.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,15.0
Neural-ECF,-0.6,3.0,17.0
MIDAST[KS],-0.6,3.0,270.0
MIDAST[MMD],-0.6,3.0,20.0
e-Divisive,-0.6,3.0,4.0
KCPA,-0.6,3.0,4.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,90.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,84.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,3.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,20.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,100.0
e-Divisive,-0.6,3.0,10.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,6.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,35.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,0.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,30.0
e-Divisive,-0.6,3.0,2.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,12.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,250.0
e-Divisive,-0.6,3.0,14.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,3.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,300.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,10.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,3.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,16.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,60.0
e-Divisive,-0.6,3.0,2.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,24.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,5.0
KCPA,-0.6,3.0,7.0
Neural-ECF,-0.6,3.0,118.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,110.0
e-Divisive,-0.6,3.0,7.0
KCPA,-0.6,3.0,7.0
Neural-ECF,-0.6,3.0,3.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,30.0
e-Divisive,-0.6,3.0,5.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,100.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,7.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,20.0
e-Divisive,-0.6,3.0,5.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,20.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,21.0
KCPA,-0.6,3.0,6.0
Neural-ECF,-0.6,3.0,43.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,107.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,300.0
e-Divisive,-0.6,3.0,7.0
KCPA,-0.6,3.0,7.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,250.0
e-Divisive,-0.6,3.0,2.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,8.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,30.0
e-Divisive,-0.6,3.0,6.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,5.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,80.0
e-Divisive,-0.6,3.0,4.0
KCPA,-0.6,3.0,4.0
Neural-ECF,-0.6,3.0,78.0
MIDAST[KS],-0.6,3.0,30.0
MIDAST[MMD],-0.6,3.0,30.0
e-Divisive,-0.6,3.0,7.0
KCPA,-0.6,3.0,7.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,80.0
e-Divisive,-0.6,3.0,3.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,12.0
MIDAST[KS],-0.6,3.0,40.0
MIDAST[MMD],-0.6,3.0,50.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,58.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,100.0
e-Divisive,-0.6,3.0,4.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,3.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,120.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,41.0
MIDAST[KS],-0.6,3.0,30.0
MIDAST[MMD],-0.6,3.0,30.0
e-Divisive,-0.6,3.0,31.0
KCPA,-0.6,3.0,23.0
Neural-ECF,-0.6,3.0,9.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,160.0
e-Divisive,-0.6,3.0,3.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,27.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,120.0
e-Divisive,-0.6,3.0,8.0
KCPA,-0.6,3.0,5.0
Neural-ECF,-0.6,3.0,14.0
MIDAST[KS],-0.6,3.0,30.0
MIDAST[MMD],-0.6,3.0,90.0
e-Divisive,-0.6,3.0,5.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,7.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,130.0
e-Divisive,-0.6,3.0,2.0
KCPA,-0.6,3.0,6.0
Neural-ECF,-0.6,3.0,3.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,240.0
e-Divisive,-0.6,3.0,9.0
KCPA,-0.6,3.0,9.0
Neural-ECF,-0.6,3.0,7.0
MIDAST[KS],-0.6,3.0,30.0
MIDAST[MMD],-0.6,3.0,80.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,5.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,90.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,0.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,3.0
KCPA,-0.6,3.0,9.0
Neural-ECF,-0.6,3.0,8.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,8.0
Neural-ECF,-0.6,3.0,12.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,5.0
Neural-ECF,-0.6,3.0,19.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,140.0
e-Divisive,-0.6,3.0,28.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,130.0
e-Divisive,-0.6,3.0,9.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,5.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,90.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,11.0
MIDAST[KS],-0.6,3.0,40.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,42.0
KCPA,-0.6,3.0,3.0
Neural-ECF,-0.6,3.0,23.0
MIDAST[KS],-0.6,3.0,40.0
MIDAST[MMD],-0.6,3.0,30.0
e-Divisive,-0.6,3.0,15.0
KCPA,-0.6,3.0,15.0
Neural-ECF,-0.6,3.0,5.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,2.0
KCPA,-0.6,3.0,5.0
Neural-ECF,-0.6,3.0,27.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,270.0
e-Divisive,-0.6,3.0,13.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,17.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,100.0
e-Divisive,-0.6,3.0,4.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,13.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,80.0
e-Divisive,-0.6,3.0,28.0
KCPA,-0.6,3.0,4.0
Neural-ECF,-0.6,3.0,3.0
MIDAST[KS],-0.6,3.0,50.0
MIDAST[MMD],-0.6,3.0,60.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,1.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,70.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,1.0
Neural-ECF,-0.6,3.0,12.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,2.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,23.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,0.0
e-Divisive,-0.6,3.0,6.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,10.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,120.0
e-Divisive,-0.6,3.0,16.0
KCPA,-0.6,3.0,16.0
Neural-ECF,-0.6,3.0,2.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,20.0
e-Divisive,-0.6,3.0,5.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,17.0
MIDAST[KS],-0.6,3.0,0.0
MIDAST[MMD],-0.6,3.0,140.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,2.0
Neural-ECF,-0.6,3.0,6.0
MIDAST[KS],-0.6,3.0,40.0
MIDAST[MMD],-0.6,3.0,50.0
e-Divisive,-0.6,3.0,1.0
KCPA,-0.6,3.0,9.0
Neural-ECF,-0.6,3.0,9.0
MIDAST[KS],-0.6,3.0,10.0
MIDAST[MMD],-0.6,3.0,10.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,13.0
Neural-ECF,-0.6,3.0,10.0
MIDAST[KS],-0.6,3.0,40.0
MIDAST[MMD],-0.6,3.0,80.0
e-Divisive,-0.6,3.0,0.0
KCPA,-0.6,3.0,0.0
Neural-ECF,-0.6,3.0,75.0
MIDAST[KS],-0.6,3.0,20.0
MIDAST[MMD],-0.6,3.0,300.0
