Method,rho2,param_y,MAE
MIDAST[MMD],0.6,1.85,120.0
e-Divisive,0.6,1.85,6.0
KCPA,0.6,1.85,6.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,130.0
MIDAST[MMD],0.6,1.85,130.0
e-Divisive,0.6,1.85,84.0
KCPA,0.6,1.85,22.0
Neural-ECF,0.6,1.85,41.0
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,40.0
e-Divisive,0.6,1.85,290.0
KCPA,0.6,1.85,317.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,20.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,8.0
KCPA,0.6,1.85,8.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,40.0
MIDAST[MMD],0.6,1.85,90.0
e-Divisive,0.6,1.85,37.0
KCPA,0.6,1.85,34.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,220.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,423.0
KCPA,0.6,1.85,15.0
Neural-ECF,0.6,1.85,74.0
MIDAST[KS],0.6,1.85,250.0
MIDAST[MMD],0.6,1.85,300.0
e-Divisive,0.6,1.85,15.0
KCPA,0.6,1.85,2.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,170.0
MIDAST[MMD],0.6,1.85,170.0
e-Divisive,0.6,1.85,157.0
KCPA,0.6,1.85,157.0
Neural-ECF,0.6,1.85,236.0
MIDAST[KS],0.6,1.85,160.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,56.0
KCPA,0.6,1.85,141.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,130.0
MIDAST[MMD],0.6,1.85,150.0
e-Divisive,0.6,1.85,180.0
KCPA,0.6,1.85,182.0
Neural-ECF,0.6,1.85,163.0
MIDAST[KS],0.6,1.85,100.0
MIDAST[MMD],0.6,1.85,120.0
e-Divisive,0.6,1.85,404.0
KCPA,0.6,1.85,404.0
Neural-ECF,0.6,1.85,140.0
MIDAST[KS],0.6,1.85,130.0
MIDAST[MMD],0.6,1.85,220.0
e-Divisive,0.6,1.85,15.0
KCPA,0.6,1.85,24.0
Neural-ECF,0.6,1.85,155.0
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,230.0
e-Divisive,0.6,1.85,1.0
KCPA,0.6,1.85,1.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,18.0
KCPA,0.6,1.85,18.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,10.0
MIDAST[MMD],0.6,1.85,70.0
e-Divisive,0.6,1.85,2.0
KCPA,0.6,1.85,8.0
Neural-ECF,0.6,1.85,273.0
MIDAST[KS],0.6,1.85,90.0
MIDAST[MMD],0.6,1.85,100.0
e-Divisive,0.6,1.85,2.0
KCPA,0.6,1.85,22.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,0.0
e-Divisive,0.6,1.85,6.0
KCPA,0.6,1.85,6.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,140.0
MIDAST[MMD],0.6,1.85,40.0
e-Divisive,0.6,1.85,14.0
KCPA,0.6,1.85,14.0
Neural-ECF,0.6,1.85,73.0
MIDAST[KS],0.6,1.85,70.0
MIDAST[MMD],0.6,1.85,30.0
e-Divisive,0.6,1.85,63.0
KCPA,0.6,1.85,63.0
Neural-ECF,0.6,1.85,26.0
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,0.0
e-Divisive,0.6,1.85,1.0
KCPA,0.6,1.85,1.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,240.0
MIDAST[MMD],0.6,1.85,100.0
e-Divisive,0.6,1.85,238.0
KCPA,0.6,1.85,238.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,327.0
KCPA,0.6,1.85,327.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,40.0
MIDAST[MMD],0.6,1.85,100.0
e-Divisive,0.6,1.85,1.0
KCPA,0.6,1.85,1.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,240.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,404.0
KCPA,0.6,1.85,3.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,70.0
MIDAST[MMD],0.6,1.85,50.0
e-Divisive,0.6,1.85,27.0
KCPA,0.6,1.85,28.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,20.0
MIDAST[MMD],0.6,1.85,210.0
e-Divisive,0.6,1.85,30.0
KCPA,0.6,1.85,30.0
Neural-ECF,0.6,1.85,21.0
MIDAST[KS],0.6,1.85,40.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,419.0
KCPA,0.6,1.85,418.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,40.0
MIDAST[MMD],0.6,1.85,80.0
e-Divisive,0.6,1.85,126.0
KCPA,0.6,1.85,126.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,40.0
KCPA,0.6,1.85,34.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,350.0
KCPA,0.6,1.85,350.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,70.0
MIDAST[MMD],0.6,1.85,90.0
e-Divisive,0.6,1.85,69.0
KCPA,0.6,1.85,69.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,50.0
MIDAST[MMD],0.6,1.85,260.0
e-Divisive,0.6,1.85,244.0
KCPA,0.6,1.85,244.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,50.0
MIDAST[MMD],0.6,1.85,60.0
e-Divisive,0.6,1.85,65.0
KCPA,0.6,1.85,65.0
Neural-ECF,0.6,1.85,34.0
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,13.0
KCPA,0.6,1.85,13.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,70.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,5.0
KCPA,0.6,1.85,5.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,50.0
MIDAST[MMD],0.6,1.85,280.0
e-Divisive,0.6,1.85,5.0
KCPA,0.6,1.85,5.0
Neural-ECF,0.6,1.85,2.0
MIDAST[KS],0.6,1.85,200.0
MIDAST[MMD],0.6,1.85,50.0
e-Divisive,0.6,1.85,0.0
KCPA,0.6,1.85,0.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,20.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,16.0
KCPA,0.6,1.85,16.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,76.0
KCPA,0.6,1.85,7.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,70.0
MIDAST[MMD],0.6,1.85,110.0
e-Divisive,0.6,1.85,69.0
KCPA,0.6,1.85,69.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,160.0
MIDAST[MMD],0.6,1.85,20.0
e-Divisive,0.6,1.85,8.0
KCPA,0.6,1.85,8.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,90.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,433.0
KCPA,0.6,1.85,144.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,130.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,1.0
KCPA,0.6,1.85,1.0
Neural-ECF,0.6,1.85,205.0
MIDAST[KS],0.6,1.85,300.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,325.0
KCPA,0.6,1.85,330.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,190.0
e-Divisive,0.6,1.85,369.0
KCPA,0.6,1.85,7.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,40.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,107.0
KCPA,0.6,1.85,42.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,110.0
MIDAST[MMD],0.6,1.85,110.0
e-Divisive,0.6,1.85,192.0
KCPA,0.6,1.85,192.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,250.0
MIDAST[MMD],0.6,1.85,160.0
e-Divisive,0.6,1.85,244.0
KCPA,0.6,1.85,244.0
Neural-ECF,0.6,1.85,13.0
MIDAST[KS],0.6,1.85,100.0
MIDAST[MMD],0.6,1.85,20.0
e-Divisive,0.6,1.85,13.0
KCPA,0.6,1.85,13.0
Neural-ECF,0.6,1.85,12.0
MIDAST[KS],0.6,1.85,30.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,24.0
KCPA,0.6,1.85,24.0
Neural-ECF,0.6,1.85,87.0
MIDAST[KS],0.6,1.85,90.0
MIDAST[MMD],0.6,1.85,140.0
e-Divisive,0.6,1.85,77.0
KCPA,0.6,1.85,24.0
Neural-ECF,0.6,1.85,164.0
MIDAST[KS],0.6,1.85,160.0
MIDAST[MMD],0.6,1.85,180.0
e-Divisive,0.6,1.85,173.0
KCPA,0.6,1.85,173.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,10.0
MIDAST[MMD],0.6,1.85,20.0
e-Divisive,0.6,1.85,45.0
KCPA,0.6,1.85,25.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,16.0
KCPA,0.6,1.85,5.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,50.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,390.0
KCPA,0.6,1.85,51.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,20.0
MIDAST[MMD],0.6,1.85,60.0
e-Divisive,0.6,1.85,14.0
KCPA,0.6,1.85,14.0
Neural-ECF,0.6,1.85,287.0
MIDAST[KS],0.6,1.85,290.0
MIDAST[MMD],0.6,1.85,0.0
e-Divisive,0.6,1.85,9.0
KCPA,0.6,1.85,8.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,200.0
MIDAST[MMD],0.6,1.85,190.0
e-Divisive,0.6,1.85,6.0
KCPA,0.6,1.85,6.0
Neural-ECF,0.6,1.85,196.0
MIDAST[KS],0.6,1.85,250.0
MIDAST[MMD],0.6,1.85,300.0
e-Divisive,0.6,1.85,21.0
KCPA,0.6,1.85,21.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,100.0
MIDAST[MMD],0.6,1.85,110.0
e-Divisive,0.6,1.85,338.0
KCPA,0.6,1.85,336.0
Neural-ECF,0.6,1.85,20.0
MIDAST[KS],0.6,1.85,10.0
MIDAST[MMD],0.6,1.85,60.0
e-Divisive,0.6,1.85,98.0
KCPA,0.6,1.85,98.0
Neural-ECF,0.6,1.85,165.0
MIDAST[KS],0.6,1.85,260.0
MIDAST[MMD],0.6,1.85,270.0
e-Divisive,0.6,1.85,256.0
KCPA,0.6,1.85,256.0
Neural-ECF,0.6,1.85,37.0
MIDAST[KS],0.6,1.85,70.0
MIDAST[MMD],0.6,1.85,130.0
e-Divisive,0.6,1.85,59.0
KCPA,0.6,1.85,59.0
Neural-ECF,0.6,1.85,21.0
MIDAST[KS],0.6,1.85,140.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,19.0
KCPA,0.6,1.85,19.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,180.0
MIDAST[MMD],0.6,1.85,170.0
e-Divisive,0.6,1.85,176.0
KCPA,0.6,1.85,174.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,20.0
MIDAST[MMD],0.6,1.85,0.0
e-Divisive,0.6,1.85,446.0
KCPA,0.6,1.85,446.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,20.0
e-Divisive,0.6,1.85,21.0
KCPA,0.6,1.85,21.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,203.0
KCPA,0.6,1.85,203.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,15.0
KCPA,0.6,1.85,15.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,80.0
e-Divisive,0.6,1.85,15.0
KCPA,0.6,1.85,15.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,300.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,5.0
KCPA,0.6,1.85,5.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,90.0
MIDAST[MMD],0.6,1.85,30.0
e-Divisive,0.6,1.85,103.0
KCPA,0.6,1.85,103.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,170.0
MIDAST[MMD],0.6,1.85,
e-Divisive,0.6,1.85,0.0
KCPA,0.6,1.85,0.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,10.0
MIDAST[MMD],0.6,1.85,70.0
e-Divisive,0.6,1.85,1.0
KCPA,0.6,1.85,1.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,40.0
MIDAST[MMD],0.6,1.85,80.0
e-Divisive,0.6,1.85,27.0
KCPA,0.6,1.85,27.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,10.0
MIDAST[MMD],0.6,1.85,300.0
e-Divisive,0.6,1.85,17.0
KCPA,0.6,1.85,17.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,110.0
MIDAST[MMD],0.6,1.85,80.0
e-Divisive,0.6,1.85,70.0
KCPA,0.6,1.85,12.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,0.0
MIDAST[MMD],0.6,1.85,30.0
e-Divisive,0.6,1.85,0.0
KCPA,0.6,1.85,0.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,200.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,7.0
KCPA,0.6,1.85,7.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,60.0
MIDAST[MMD],0.6,1.85,150.0
e-Divisive,0.6,1.85,63.0
KCPA,0.6,1.85,66.0
Neural-ECF,0.6,1.85,
MIDAST[KS],0.6,1.85,
MIDAST[MMD],0.6,1.85,20.0
e-Divisive,0.6,1.85,8.0
KCPA,0.6,1.85,20.0
Neural-ECF,0.6,1.85,55.0
MIDAST[KS],0.6,1.85,50.0
MIDAST[MMD],0.6,1.85,10.0
e-Divisive,0.6,1.85,72.0
KCPA,0.6,1.85,73.0
Neural-ECF,0.6,1.85,219.0
MIDAST[KS],0.6,1.85,10.0
MIDAST[MMD],0.6,1.85,160.0
e-Divisive,0.6,1.85,332.0
KCPA,0.6,1.85,332.0
Neural-ECF,0.6,1.85,142.0
MIDAST[KS],0.6,1.85,200.0
MIDAST[MMD],0.6,1.85,210.0
e-Divisive,0.6,1.85,206.0
KCPA,0.6,1.85,121.0
Neural-ECF,0.9,1.85,1.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,1.0
KCPA,0.9,1.85,19.0
Neural-ECF,0.9,1.85,5.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,0.0
KCPA,0.9,1.85,2.0
Neural-ECF,0.9,1.85,3.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,280.0
e-Divisive,0.9,1.85,48.0
KCPA,0.9,1.85,39.0
Neural-ECF,0.9,1.85,123.0
MIDAST[KS],0.9,1.85,50.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,118.0
KCPA,0.9,1.85,38.0
Neural-ECF,0.9,1.85,10.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,80.0
e-Divisive,0.9,1.85,6.0
KCPA,0.9,1.85,6.0
Neural-ECF,0.9,1.85,3.0
MIDAST[KS],0.9,1.85,20.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,10.0
KCPA,0.9,1.85,10.0
Neural-ECF,0.9,1.85,12.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,90.0
e-Divisive,0.9,1.85,2.0
KCPA,0.9,1.85,5.0
Neural-ECF,0.9,1.85,18.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,17.0
KCPA,0.9,1.85,17.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,30.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,12.0
KCPA,0.9,1.85,12.0
Neural-ECF,0.9,1.85,
MIDAST[KS],0.9,1.85,200.0
MIDAST[MMD],0.9,1.85,110.0
e-Divisive,0.9,1.85,26.0
KCPA,0.9,1.85,30.0
Neural-ECF,0.9,1.85,
MIDAST[KS],0.9,1.85,30.0
MIDAST[MMD],0.9,1.85,40.0
e-Divisive,0.9,1.85,35.0
KCPA,0.9,1.85,5.0
Neural-ECF,0.9,1.85,1.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,11.0
KCPA,0.9,1.85,13.0
Neural-ECF,0.9,1.85,10.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,40.0
e-Divisive,0.9,1.85,2.0
KCPA,0.9,1.85,2.0
Neural-ECF,0.9,1.85,34.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,198.0
KCPA,0.9,1.85,198.0
Neural-ECF,0.9,1.85,38.0
MIDAST[KS],0.9,1.85,40.0
MIDAST[MMD],0.9,1.85,70.0
e-Divisive,0.9,1.85,68.0
KCPA,0.9,1.85,68.0
Neural-ECF,0.9,1.85,12.0
MIDAST[KS],0.9,1.85,50.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,17.0
KCPA,0.9,1.85,22.0
Neural-ECF,0.9,1.85,44.0
MIDAST[KS],0.9,1.85,70.0
MIDAST[MMD],0.9,1.85,
e-Divisive,0.9,1.85,109.0
KCPA,0.9,1.85,305.0
Neural-ECF,0.9,1.85,5.0
MIDAST[KS],0.9,1.85,30.0
MIDAST[MMD],0.9,1.85,50.0
e-Divisive,0.9,1.85,2.0
KCPA,0.9,1.85,54.0
Neural-ECF,0.9,1.85,29.0
MIDAST[KS],0.9,1.85,280.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,142.0
KCPA,0.9,1.85,14.0
Neural-ECF,0.9,1.85,10.0
MIDAST[KS],0.9,1.85,130.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,3.0
KCPA,0.9,1.85,1.0
Neural-ECF,0.9,1.85,1.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,36.0
KCPA,0.9,1.85,5.0
Neural-ECF,0.9,1.85,35.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,80.0
e-Divisive,0.9,1.85,17.0
KCPA,0.9,1.85,17.0
Neural-ECF,0.9,1.85,20.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,220.0
e-Divisive,0.9,1.85,10.0
KCPA,0.9,1.85,10.0
Neural-ECF,0.9,1.85,0.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,60.0
e-Divisive,0.9,1.85,194.0
KCPA,0.9,1.85,1.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,60.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,18.0
KCPA,0.9,1.85,18.0
Neural-ECF,0.9,1.85,20.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,22.0
KCPA,0.9,1.85,22.0
Neural-ECF,0.9,1.85,12.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,50.0
e-Divisive,0.9,1.85,0.0
KCPA,0.9,1.85,0.0
Neural-ECF,0.9,1.85,
MIDAST[KS],0.9,1.85,70.0
MIDAST[MMD],0.9,1.85,120.0
e-Divisive,0.9,1.85,6.0
KCPA,0.9,1.85,6.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,
e-Divisive,0.9,1.85,96.0
KCPA,0.9,1.85,245.0
Neural-ECF,0.9,1.85,21.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,11.0
KCPA,0.9,1.85,11.0
Neural-ECF,0.9,1.85,6.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,90.0
e-Divisive,0.9,1.85,17.0
KCPA,0.9,1.85,17.0
Neural-ECF,0.9,1.85,2.0
MIDAST[KS],0.9,1.85,50.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,2.0
KCPA,0.9,1.85,2.0
Neural-ECF,0.9,1.85,11.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,10.0
KCPA,0.9,1.85,10.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,68.0
KCPA,0.9,1.85,0.0
Neural-ECF,0.9,1.85,59.0
MIDAST[KS],0.9,1.85,60.0
MIDAST[MMD],0.9,1.85,50.0
e-Divisive,0.9,1.85,48.0
KCPA,0.9,1.85,87.0
Neural-ECF,0.9,1.85,81.0
MIDAST[KS],0.9,1.85,100.0
MIDAST[MMD],0.9,1.85,110.0
e-Divisive,0.9,1.85,14.0
KCPA,0.9,1.85,14.0
Neural-ECF,0.9,1.85,3.0
MIDAST[KS],0.9,1.85,50.0
MIDAST[MMD],0.9,1.85,50.0
e-Divisive,0.9,1.85,115.0
KCPA,0.9,1.85,115.0
Neural-ECF,0.9,1.85,2.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,40.0
e-Divisive,0.9,1.85,12.0
KCPA,0.9,1.85,12.0
Neural-ECF,0.9,1.85,99.0
MIDAST[KS],0.9,1.85,70.0
MIDAST[MMD],0.9,1.85,100.0
e-Divisive,0.9,1.85,64.0
KCPA,0.9,1.85,64.0
Neural-ECF,0.9,1.85,3.0
MIDAST[KS],0.9,1.85,200.0
MIDAST[MMD],0.9,1.85,190.0
e-Divisive,0.9,1.85,203.0
KCPA,0.9,1.85,203.0
Neural-ECF,0.9,1.85,16.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,40.0
e-Divisive,0.9,1.85,12.0
KCPA,0.9,1.85,12.0
Neural-ECF,0.9,1.85,1.0
MIDAST[KS],0.9,1.85,60.0
MIDAST[MMD],0.9,1.85,120.0
e-Divisive,0.9,1.85,9.0
KCPA,0.9,1.85,17.0
Neural-ECF,0.9,1.85,14.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,4.0
KCPA,0.9,1.85,4.0
Neural-ECF,0.9,1.85,15.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,80.0
e-Divisive,0.9,1.85,1.0
KCPA,0.9,1.85,6.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,110.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,13.0
KCPA,0.9,1.85,9.0
Neural-ECF,0.9,1.85,28.0
MIDAST[KS],0.9,1.85,70.0
MIDAST[MMD],0.9,1.85,0.0
e-Divisive,0.9,1.85,22.0
KCPA,0.9,1.85,14.0
Neural-ECF,0.9,1.85,26.0
MIDAST[KS],0.9,1.85,110.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,18.0
KCPA,0.9,1.85,18.0
Neural-ECF,0.9,1.85,0.0
MIDAST[KS],0.9,1.85,110.0
MIDAST[MMD],0.9,1.85,0.0
e-Divisive,0.9,1.85,2.0
KCPA,0.9,1.85,2.0
Neural-ECF,0.9,1.85,26.0
MIDAST[KS],0.9,1.85,20.0
MIDAST[MMD],0.9,1.85,170.0
e-Divisive,0.9,1.85,21.0
KCPA,0.9,1.85,16.0
Neural-ECF,0.9,1.85,5.0
MIDAST[KS],0.9,1.85,60.0
MIDAST[MMD],0.9,1.85,290.0
e-Divisive,0.9,1.85,310.0
KCPA,0.9,1.85,310.0
Neural-ECF,0.9,1.85,29.0
MIDAST[KS],0.9,1.85,40.0
MIDAST[MMD],0.9,1.85,100.0
e-Divisive,0.9,1.85,63.0
KCPA,0.9,1.85,41.0
Neural-ECF,0.9,1.85,1.0
MIDAST[KS],0.9,1.85,40.0
MIDAST[MMD],0.9,1.85,110.0
e-Divisive,0.9,1.85,35.0
KCPA,0.9,1.85,35.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,20.0
MIDAST[MMD],0.9,1.85,70.0
e-Divisive,0.9,1.85,90.0
KCPA,0.9,1.85,96.0
Neural-ECF,0.9,1.85,18.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,9.0
KCPA,0.9,1.85,67.0
Neural-ECF,0.9,1.85,10.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,20.0
e-Divisive,0.9,1.85,0.0
KCPA,0.9,1.85,0.0
Neural-ECF,0.9,1.85,53.0
MIDAST[KS],0.9,1.85,40.0
MIDAST[MMD],0.9,1.85,70.0
e-Divisive,0.9,1.85,6.0
KCPA,0.9,1.85,5.0
Neural-ECF,0.9,1.85,9.0
MIDAST[KS],0.9,1.85,110.0
MIDAST[MMD],0.9,1.85,10.0
e-Divisive,0.9,1.85,71.0
KCPA,0.9,1.85,69.0
Neural-ECF,0.9,1.85,16.0
MIDAST[KS],0.9,1.85,0.0
MIDAST[MMD],0.9,1.85,
e-Divisive,0.9,1.85,276.0
KCPA,0.9,1.85,76.0
Neural-ECF,0.9,1.85,1.0
MIDAST[KS],0.9,1.85,10.0
MIDAST[MMD],0.9,1.85,30.0
e-Divisive,0.9,1.85,12.0
KCPA,0.9,1.85,12.0
Neural-ECF,0.9,1.85,7.0
MIDAST[KS],0.9,1.85,70.0
MIDAST[MMD],0.9,1.85,
e-Divisive,0.9,1.85,3.0
KCPA,0.9,1.85,3.0
Neural-ECF,0.9,1.85,15.0
