Method,rho2,param_y,MAE
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,7.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,1.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,17.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,140.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,3.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,2.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,140.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,4.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,250.0
e-Divisive,-0.6,1.7,13.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,4.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,29.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,30.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,6.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,8.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,190.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,5.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,4.0
MIDAST[KS],-0.6,1.7,20.0
MIDAST[MMD],-0.6,1.7,20.0
e-Divisive,-0.6,1.7,12.0
KCPA,-0.6,1.7,4.0
Neural-ECF,-0.6,1.7,12.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,170.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,8.0
MIDAST[KS],-0.6,1.7,20.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,24.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,13.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,280.0
e-Divisive,-0.6,1.7,3.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,7.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,200.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,5.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,7.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,9.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,170.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,4.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,58.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,20.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,7.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,20.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,3.0
Neural-ECF,-0.6,1.7,25.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,2.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,0.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,4.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,3.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,6.0
KCPA,-0.6,1.7,3.0
Neural-ECF,-0.6,1.7,11.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,7.0
MIDAST[KS],-0.6,1.7,20.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,3.0
KCPA,-0.6,1.7,8.0
Neural-ECF,-0.6,1.7,7.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,3.0
Neural-ECF,-0.6,1.7,12.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,300.0
e-Divisive,-0.6,1.7,6.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,5.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,170.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,27.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,4.0
MIDAST[KS],-0.6,1.7,50.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,3.0
KCPA,-0.6,1.7,3.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,140.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,5.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,0.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,10.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,8.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,20.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,107.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,8.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,69.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,27.0
MIDAST[KS],-0.6,1.7,20.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,5.0
Neural-ECF,-0.6,1.7,12.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,220.0
e-Divisive,-0.6,1.7,9.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,5.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,2.0
KCPA,-0.6,1.7,5.0
Neural-ECF,-0.6,1.7,4.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,20.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,9.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,4.0
KCPA,-0.6,1.7,2.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,4.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,2.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,170.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,45.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,3.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,180.0
e-Divisive,-0.6,1.7,4.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,65.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,59.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,160.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.6,1.7,68.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,180.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,10.0
MIDAST[KS],-0.6,1.7,30.0
MIDAST[MMD],-0.6,1.7,30.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,14.0
Neural-ECF,-0.6,1.7,8.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,4.0
Neural-ECF,-0.6,1.7,1.0
MIDAST[KS],-0.6,1.7,10.0
MIDAST[MMD],-0.6,1.7,150.0
e-Divisive,-0.6,1.7,0.0
KCPA,-0.6,1.7,0.0
Neural-ECF,-0.6,1.7,11.0
MIDAST[KS],-0.6,1.7,0.0
MIDAST[MMD],-0.6,1.7,0.0
e-Divisive,-0.6,1.7,1.0
KCPA,-0.6,1.7,1.0
Neural-ECF,-0.3,1.7,4.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,5.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,30.0
e-Divisive,-0.3,1.7,15.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,3.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,9.0
KCPA,-0.3,1.7,4.0
Neural-ECF,-0.3,1.7,3.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,7.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,6.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,4.0
KCPA,-0.3,1.7,4.0
Neural-ECF,-0.3,1.7,12.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,160.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,7.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,160.0
e-Divisive,-0.3,1.7,4.0
KCPA,-0.3,1.7,17.0
Neural-ECF,-0.3,1.7,12.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,3.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,30.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,3.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,4.0
MIDAST[KS],-0.3,1.7,20.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,5.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,15.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,280.0
e-Divisive,-0.3,1.7,3.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,20.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,26.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,4.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,6.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,6.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,42.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,160.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,2.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,8.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,5.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,19.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,10.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,8.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,12.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,6.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,170.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,2.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,170.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,6.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,180.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,14.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,2.0
KCPA,-0.3,1.7,2.0
Neural-ECF,-0.3,1.7,18.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,10.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,2.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,10.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,170.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,10.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,2.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,37.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,5.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,210.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,5.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,5.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,8.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,4.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,6.0
Neural-ECF,-0.3,1.7,15.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,0.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,5.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,2.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,10.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,2.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,7.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,300.0
e-Divisive,-0.3,1.7,5.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,3.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,8.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,3.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,4.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,4.0
Neural-ECF,-0.3,1.7,2.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,10.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,130.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,0.0
MIDAST[KS],-0.3,1.7,20.0
MIDAST[MMD],-0.3,1.7,160.0
e-Divisive,-0.3,1.7,3.0
KCPA,-0.3,1.7,3.0
Neural-ECF,-0.3,1.7,7.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,20.0
e-Divisive,-0.3,1.7,1.0
KCPA,-0.3,1.7,2.0
Neural-ECF,-0.3,1.7,6.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,0.0
e-Divisive,-0.3,1.7,4.0
KCPA,-0.3,1.7,4.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,2.0
Neural-ECF,-0.3,1.7,6.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,160.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,9.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,170.0
e-Divisive,-0.3,1.7,11.0
KCPA,-0.3,1.7,11.0
Neural-ECF,-0.3,1.7,3.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,280.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,1.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,6.0
MIDAST[KS],-0.3,1.7,10.0
MIDAST[MMD],-0.3,1.7,140.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
Neural-ECF,-0.3,1.7,11.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,150.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,1.0
Neural-ECF,-0.3,1.7,7.0
MIDAST[KS],-0.3,1.7,0.0
MIDAST[MMD],-0.3,1.7,10.0
e-Divisive,-0.3,1.7,0.0
KCPA,-0.3,1.7,0.0
