Method,rho2,param_y,MAE
KCPA,0.3,1.5,2.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,60.0
e-Divisive,0.3,1.5,41.0
KCPA,0.3,1.5,392.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,
e-Divisive,0.3,1.5,13.0
KCPA,0.3,1.5,17.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,160.0
e-Divisive,0.3,1.5,192.0
KCPA,0.3,1.5,98.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,80.0
e-Divisive,0.3,1.5,14.0
KCPA,0.3,1.5,95.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,260.0
e-Divisive,0.3,1.5,16.0
KCPA,0.3,1.5,57.0
Neural-ECF,0.3,1.5,182.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,60.0
e-Divisive,0.3,1.5,436.0
KCPA,0.3,1.5,70.0
Neural-ECF,0.3,1.5,261.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,10.0
e-Divisive,0.3,1.5,296.0
KCPA,0.3,1.5,1.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,20.0
e-Divisive,0.3,1.5,17.0
KCPA,0.3,1.5,382.0
Neural-ECF,0.3,1.5,89.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,230.0
e-Divisive,0.3,1.5,374.0
KCPA,0.3,1.5,227.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,80.0
e-Divisive,0.3,1.5,105.0
KCPA,0.3,1.5,29.0
Neural-ECF,0.3,1.5,152.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,
e-Divisive,0.3,1.5,27.0
KCPA,0.3,1.5,89.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,50.0
e-Divisive,0.3,1.5,136.0
KCPA,0.3,1.5,70.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,10.0
e-Divisive,0.3,1.5,15.0
KCPA,0.3,1.5,8.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,100.0
e-Divisive,0.3,1.5,30.0
KCPA,0.3,1.5,14.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,
e-Divisive,0.3,1.5,80.0
KCPA,0.3,1.5,235.0
Neural-ECF,0.3,1.5,39.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,30.0
e-Divisive,0.3,1.5,54.0
KCPA,0.3,1.5,16.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,100.0
e-Divisive,0.3,1.5,18.0
KCPA,0.3,1.5,104.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,0.0
e-Divisive,0.3,1.5,413.0
KCPA,0.3,1.5,54.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,120.0
e-Divisive,0.3,1.5,59.0
KCPA,0.3,1.5,332.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,20.0
e-Divisive,0.3,1.5,3.0
KCPA,0.3,1.5,12.0
Neural-ECF,0.3,1.5,273.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,40.0
e-Divisive,0.3,1.5,172.0
KCPA,0.3,1.5,28.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,30.0
e-Divisive,0.3,1.5,398.0
KCPA,0.3,1.5,29.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,150.0
e-Divisive,0.3,1.5,59.0
KCPA,0.3,1.5,443.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,10.0
e-Divisive,0.3,1.5,93.0
KCPA,0.3,1.5,53.0
Neural-ECF,0.3,1.5,216.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,50.0
e-Divisive,0.3,1.5,31.0
KCPA,0.3,1.5,399.0
Neural-ECF,0.3,1.5,268.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,90.0
e-Divisive,0.3,1.5,69.0
KCPA,0.3,1.5,393.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,
e-Divisive,0.3,1.5,34.0
KCPA,0.3,1.5,8.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,250.0
e-Divisive,0.3,1.5,35.0
KCPA,0.3,1.5,390.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,160.0
e-Divisive,0.3,1.5,55.0
KCPA,0.3,1.5,81.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,100.0
e-Divisive,0.3,1.5,28.0
KCPA,0.3,1.5,99.0
Neural-ECF,0.3,1.5,252.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,80.0
e-Divisive,0.3,1.5,43.0
KCPA,0.3,1.5,33.0
Neural-ECF,0.3,1.5,122.0
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,
e-Divisive,0.3,1.5,3.0
KCPA,0.3,1.5,9.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,290.0
e-Divisive,0.3,1.5,16.0
KCPA,0.3,1.5,294.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,180.0
e-Divisive,0.3,1.5,157.0
KCPA,0.3,1.5,178.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,20.0
e-Divisive,0.3,1.5,19.0
KCPA,0.3,1.5,29.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,90.0
e-Divisive,0.3,1.5,35.0
KCPA,0.3,1.5,65.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,30.0
e-Divisive,0.3,1.5,449.0
KCPA,0.3,1.5,33.0
Neural-ECF,0.3,1.5,
MIDAST[KS],0.3,1.5,
MIDAST[MMD],0.3,1.5,20.0
e-Divisive,0.3,1.5,18.0
KCPA,0.3,1.5,8.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,352.0
KCPA,0.6,1.5,20.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,110.0
e-Divisive,0.6,1.5,88.0
KCPA,0.6,1.5,1.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,14.0
KCPA,0.6,1.5,240.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,80.0
e-Divisive,0.6,1.5,256.0
KCPA,0.6,1.5,437.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,4.0
KCPA,0.6,1.5,1.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,280.0
e-Divisive,0.6,1.5,418.0
KCPA,0.6,1.5,287.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,280.0
e-Divisive,0.6,1.5,104.0
KCPA,0.6,1.5,36.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,50.0
e-Divisive,0.6,1.5,446.0
KCPA,0.6,1.5,65.0
Neural-ECF,0.6,1.5,225.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,40.0
KCPA,0.6,1.5,11.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,60.0
e-Divisive,0.6,1.5,40.0
KCPA,0.6,1.5,449.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,84.0
KCPA,0.6,1.5,353.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,149.0
KCPA,0.6,1.5,64.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,391.0
KCPA,0.6,1.5,163.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,40.0
e-Divisive,0.6,1.5,65.0
KCPA,0.6,1.5,0.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,260.0
e-Divisive,0.6,1.5,32.0
KCPA,0.6,1.5,252.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,49.0
KCPA,0.6,1.5,42.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,130.0
e-Divisive,0.6,1.5,72.0
KCPA,0.6,1.5,65.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,160.0
e-Divisive,0.6,1.5,64.0
KCPA,0.6,1.5,23.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,120.0
e-Divisive,0.6,1.5,4.0
KCPA,0.6,1.5,92.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,200.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,46.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,180.0
e-Divisive,0.6,1.5,23.0
KCPA,0.6,1.5,151.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,20.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,20.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,184.0
Neural-ECF,0.6,1.5,264.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,260.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,254.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,366.0
KCPA,0.6,1.5,67.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,44.0
KCPA,0.6,1.5,8.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,300.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,280.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,15.0
KCPA,0.6,1.5,340.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,160.0
e-Divisive,0.6,1.5,389.0
KCPA,0.6,1.5,93.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,220.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,218.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,80.0
e-Divisive,0.6,1.5,122.0
KCPA,0.6,1.5,63.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,7.0
KCPA,0.6,1.5,81.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,172.0
KCPA,0.6,1.5,2.0
Neural-ECF,0.6,1.5,10.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,200.0
e-Divisive,0.6,1.5,316.0
KCPA,0.6,1.5,226.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,100.0
e-Divisive,0.6,1.5,57.0
KCPA,0.6,1.5,449.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,90.0
e-Divisive,0.6,1.5,113.0
KCPA,0.6,1.5,25.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,92.0
KCPA,0.6,1.5,24.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,260.0
KCPA,0.6,1.5,180.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,60.0
e-Divisive,0.6,1.5,11.0
KCPA,0.6,1.5,37.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,140.0
e-Divisive,0.6,1.5,311.0
KCPA,0.6,1.5,211.0
Neural-ECF,0.6,1.5,132.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,130.0
e-Divisive,0.6,1.5,122.0
KCPA,0.6,1.5,75.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,357.0
KCPA,0.6,1.5,438.0
Neural-ECF,0.6,1.5,218.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,40.0
e-Divisive,0.6,1.5,79.0
KCPA,0.6,1.5,403.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,195.0
KCPA,0.6,1.5,383.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,250.0
e-Divisive,0.6,1.5,448.0
KCPA,0.6,1.5,10.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,389.0
KCPA,0.6,1.5,376.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,428.0
KCPA,0.6,1.5,297.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,160.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,98.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,280.0
e-Divisive,0.6,1.5,63.0
KCPA,0.6,1.5,314.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,327.0
KCPA,0.6,1.5,337.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,100.0
e-Divisive,0.6,1.5,350.0
KCPA,0.6,1.5,161.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,90.0
e-Divisive,0.6,1.5,404.0
KCPA,0.6,1.5,61.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,290.0
e-Divisive,0.6,1.5,220.0
KCPA,0.6,1.5,319.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,60.0
e-Divisive,0.6,1.5,446.0
KCPA,0.6,1.5,38.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,230.0
e-Divisive,0.6,1.5,60.0
KCPA,0.6,1.5,439.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,240.0
e-Divisive,0.6,1.5,6.0
KCPA,0.6,1.5,450.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,130.0
e-Divisive,0.6,1.5,389.0
KCPA,0.6,1.5,166.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,50.0
e-Divisive,0.6,1.5,52.0
KCPA,0.6,1.5,50.0
Neural-ECF,0.6,1.5,13.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,12.0
KCPA,0.6,1.5,305.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,27.0
KCPA,0.6,1.5,449.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,369.0
KCPA,0.6,1.5,429.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,90.0
e-Divisive,0.6,1.5,59.0
KCPA,0.6,1.5,62.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,50.0
e-Divisive,0.6,1.5,448.0
KCPA,0.6,1.5,52.0
Neural-ECF,0.6,1.5,158.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,40.0
e-Divisive,0.6,1.5,302.0
KCPA,0.6,1.5,255.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,60.0
e-Divisive,0.6,1.5,257.0
KCPA,0.6,1.5,449.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,130.0
e-Divisive,0.6,1.5,435.0
KCPA,0.6,1.5,148.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,160.0
e-Divisive,0.6,1.5,312.0
KCPA,0.6,1.5,148.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,338.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,300.0
e-Divisive,0.6,1.5,109.0
KCPA,0.6,1.5,150.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,180.0
e-Divisive,0.6,1.5,7.0
KCPA,0.6,1.5,254.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,222.0
KCPA,0.6,1.5,84.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,250.0
e-Divisive,0.6,1.5,83.0
KCPA,0.6,1.5,354.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,13.0
KCPA,0.6,1.5,274.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,380.0
KCPA,0.6,1.5,30.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,25.0
KCPA,0.6,1.5,403.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,90.0
e-Divisive,0.6,1.5,9.0
KCPA,0.6,1.5,100.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,110.0
e-Divisive,0.6,1.5,319.0
KCPA,0.6,1.5,347.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,5.0
KCPA,0.6,1.5,411.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,221.0
KCPA,0.6,1.5,35.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,230.0
e-Divisive,0.6,1.5,64.0
KCPA,0.6,1.5,233.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,70.0
e-Divisive,0.6,1.5,409.0
KCPA,0.6,1.5,78.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,258.0
KCPA,0.6,1.5,28.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,100.0
e-Divisive,0.6,1.5,40.0
KCPA,0.6,1.5,89.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,290.0
KCPA,0.6,1.5,137.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,180.0
e-Divisive,0.6,1.5,50.0
KCPA,0.6,1.5,171.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,160.0
KCPA,0.6,1.5,358.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,20.0
e-Divisive,0.6,1.5,357.0
KCPA,0.6,1.5,244.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,20.0
e-Divisive,0.6,1.5,267.0
KCPA,0.6,1.5,6.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,40.0
e-Divisive,0.6,1.5,165.0
KCPA,0.6,1.5,69.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,10.0
e-Divisive,0.6,1.5,106.0
KCPA,0.6,1.5,7.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,240.0
e-Divisive,0.6,1.5,77.0
KCPA,0.6,1.5,231.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,30.0
e-Divisive,0.6,1.5,422.0
KCPA,0.6,1.5,131.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,305.0
KCPA,0.6,1.5,25.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,120.0
e-Divisive,0.6,1.5,88.0
KCPA,0.6,1.5,158.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,170.0
e-Divisive,0.6,1.5,190.0
KCPA,0.6,1.5,165.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,100.0
e-Divisive,0.6,1.5,23.0
KCPA,0.6,1.5,220.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,
e-Divisive,0.6,1.5,15.0
KCPA,0.6,1.5,385.0
Neural-ECF,0.6,1.5,52.0
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,40.0
e-Divisive,0.6,1.5,449.0
KCPA,0.6,1.5,53.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,250.0
e-Divisive,0.6,1.5,15.0
KCPA,0.6,1.5,449.0
Neural-ECF,0.6,1.5,
MIDAST[KS],0.6,1.5,
MIDAST[MMD],0.6,1.5,300.0
e-Divisive,0.6,1.5,438.0
KCPA,0.6,1.5,13.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,120.0
e-Divisive,0.9,1.5,38.0
KCPA,0.9,1.5,11.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,140.0
e-Divisive,0.9,1.5,4.0
KCPA,0.9,1.5,0.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,10.0
e-Divisive,0.9,1.5,5.0
KCPA,0.9,1.5,19.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,130.0
e-Divisive,0.9,1.5,6.0
KCPA,0.9,1.5,4.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,170.0
e-Divisive,0.9,1.5,2.0
KCPA,0.9,1.5,9.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,150.0
e-Divisive,0.9,1.5,18.0
KCPA,0.9,1.5,0.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,10.0
e-Divisive,0.9,1.5,11.0
KCPA,0.9,1.5,0.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,0.0
e-Divisive,0.9,1.5,0.0
KCPA,0.9,1.5,2.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,120.0
e-Divisive,0.9,1.5,20.0
KCPA,0.9,1.5,0.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,120.0
e-Divisive,0.9,1.5,15.0
KCPA,0.9,1.5,12.0
Neural-ECF,0.9,1.5,0.0
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,20.0
e-Divisive,0.9,1.5,1.0
KCPA,0.9,1.5,6.0
Neural-ECF,0.9,1.5,266.0
MIDAST[KS],0.9,1.5,
MIDAST[MMD],0.9,1.5,220.0
e-Divisive,0.9,1.5,70.0
KCPA,0.9,1.5,0.0
Neural-ECF,0.9,1.5,
MIDAST[KS],0.9,1.5,
