Method,rho2,alpha2,MAE,time_s
Neural-ECF[argmax],-0.0,1.85,10.0,1.7109248638153076
Neural-ECF[peaks],-0.0,1.85,10.0,1.7109248638153076
MIDAST[KS],-0.0,1.85,,5.300501108169556
Neural-ECF[argmax],-0.0,1.85,5.0,1.698965072631836
Neural-ECF[peaks],-0.0,1.85,5.0,1.698965072631836
MIDAST[KS],-0.0,1.85,,5.244870901107788
Neural-ECF[argmax],-0.0,1.85,5.0,1.640812635421753
Neural-ECF[peaks],-0.0,1.85,5.0,1.640812635421753
MIDAST[KS],-0.0,1.85,,5.218850135803223
Neural-ECF[argmax],-0.0,1.85,0.0,1.7028956413269043
Neural-ECF[peaks],-0.0,1.85,0.0,1.7028956413269043
MIDAST[KS],-0.0,1.85,,5.202151298522949
Neural-ECF[argmax],-0.0,1.85,15.0,1.6938412189483643
Neural-ECF[peaks],-0.0,1.85,15.0,1.6938412189483643
MIDAST[KS],-0.0,1.85,,5.211150169372559
Neural-ECF[argmax],-0.0,1.85,5.0,1.7156238555908203
Neural-ECF[peaks],-0.0,1.85,5.0,1.7156238555908203
MIDAST[KS],-0.0,1.85,,5.129823923110962
Neural-ECF[argmax],-0.0,1.85,15.0,1.7281279563903809
Neural-ECF[peaks],-0.0,1.85,15.0,1.7281279563903809
MIDAST[KS],-0.0,1.85,0.0,5.236691951751709
Neural-ECF[argmax],-0.0,1.85,0.0,1.667052984237671
Neural-ECF[peaks],-0.0,1.85,0.0,1.667052984237671
MIDAST[KS],-0.0,1.85,,5.303086757659912
Neural-ECF[argmax],-0.0,1.85,0.0,1.6981282234191895
Neural-ECF[peaks],-0.0,1.85,0.0,1.6981282234191895
MIDAST[KS],-0.0,1.85,,5.180301666259766
Neural-ECF[argmax],-0.0,1.85,10.0,1.726536750793457
Neural-ECF[peaks],-0.0,1.85,10.0,1.726536750793457
MIDAST[KS],-0.0,1.85,,5.488720893859863
Neural-ECF[argmax],-0.0,1.85,5.0,1.7618510723114014
Neural-ECF[peaks],-0.0,1.85,5.0,1.7618510723114014
MIDAST[KS],-0.0,1.85,0.0,5.289690732955933
Neural-ECF[argmax],-0.0,1.85,5.0,1.7165439128875732
Neural-ECF[peaks],-0.0,1.85,5.0,1.7165439128875732
MIDAST[KS],-0.0,1.85,,5.303540945053101
Neural-ECF[argmax],-0.0,1.85,5.0,1.7769601345062256
Neural-ECF[peaks],-0.0,1.85,5.0,1.7769601345062256
MIDAST[KS],-0.0,1.85,,5.452585220336914
Neural-ECF[argmax],-0.0,1.85,0.0,1.7485928535461426
Neural-ECF[peaks],-0.0,1.85,0.0,1.7485928535461426
MIDAST[KS],-0.0,1.85,,5.200733184814453
Neural-ECF[argmax],-0.0,1.85,0.0,1.7139697074890137
Neural-ECF[peaks],-0.0,1.85,0.0,1.7139697074890137
MIDAST[KS],-0.0,1.85,,5.313763856887817
Neural-ECF[argmax],-0.0,1.85,15.0,1.7212040424346924
Neural-ECF[peaks],-0.0,1.85,15.0,1.7212040424346924
MIDAST[KS],-0.0,1.85,,5.232244968414307
Neural-ECF[argmax],-0.0,1.85,0.0,1.6977038383483887
Neural-ECF[peaks],-0.0,1.85,0.0,1.6977038383483887
MIDAST[KS],-0.0,1.85,,5.178169012069702
Neural-ECF[argmax],-0.0,1.85,5.0,1.7100739479064941
Neural-ECF[peaks],-0.0,1.85,5.0,1.7100739479064941
MIDAST[KS],-0.0,1.85,,5.176668167114258
Neural-ECF[argmax],-0.0,1.85,20.0,1.6919069290161133
Neural-ECF[peaks],-0.0,1.85,20.0,1.6919069290161133
MIDAST[KS],-0.0,1.85,,5.141870975494385
Neural-ECF[argmax],-0.0,1.85,0.0,1.650602102279663
Neural-ECF[peaks],-0.0,1.85,0.0,1.650602102279663
MIDAST[KS],-0.0,1.85,,5.274967908859253
Neural-ECF[argmax],-0.0,1.85,0.0,1.6750590801239014
Neural-ECF[peaks],-0.0,1.85,0.0,1.6750590801239014
MIDAST[KS],-0.0,1.85,,5.072925806045532
Neural-ECF[argmax],-0.0,1.85,5.0,1.696476936340332
Neural-ECF[peaks],-0.0,1.85,5.0,1.696476936340332
MIDAST[KS],-0.0,1.85,,5.386604070663452
Neural-ECF[argmax],-0.0,1.85,5.0,1.6497809886932373
Neural-ECF[peaks],-0.0,1.85,5.0,1.6497809886932373
MIDAST[KS],-0.0,1.85,,5.3770670890808105
Neural-ECF[argmax],-0.0,1.85,5.0,1.595078945159912
Neural-ECF[peaks],-0.0,1.85,5.0,1.595078945159912
MIDAST[KS],-0.0,1.85,,5.315737009048462
Neural-ECF[argmax],-0.0,1.85,5.0,1.7709472179412842
Neural-ECF[peaks],-0.0,1.85,5.0,1.7709472179412842
MIDAST[KS],-0.0,1.85,,5.178985834121704
Neural-ECF[argmax],-0.0,1.85,0.0,1.7767267227172852
Neural-ECF[peaks],-0.0,1.85,0.0,1.7767267227172852
MIDAST[KS],-0.0,1.85,,5.186223983764648
Neural-ECF[argmax],-0.0,1.85,0.0,1.6786980628967285
Neural-ECF[peaks],-0.0,1.85,0.0,1.6786980628967285
MIDAST[KS],-0.0,1.85,,5.325204849243164
Neural-ECF[argmax],-0.0,1.85,0.0,1.667128086090088
Neural-ECF[peaks],-0.0,1.85,0.0,1.667128086090088
MIDAST[KS],-0.0,1.85,,5.2087790966033936
Neural-ECF[argmax],-0.0,1.85,5.0,1.7717227935791016
Neural-ECF[peaks],-0.0,1.85,5.0,1.7717227935791016
MIDAST[KS],-0.0,1.85,,5.371563673019409
Neural-ECF[argmax],-0.0,1.85,5.0,1.624321699142456
Neural-ECF[peaks],-0.0,1.85,5.0,1.624321699142456
MIDAST[KS],-0.0,1.85,,5.377101182937622
Neural-ECF[argmax],-0.0,1.85,10.0,1.7459909915924072
Neural-ECF[peaks],-0.0,1.85,10.0,1.7459909915924072
MIDAST[KS],-0.0,1.85,,5.338281154632568
Neural-ECF[argmax],-0.0,1.85,10.0,1.7082810401916504
Neural-ECF[peaks],-0.0,1.85,10.0,1.7082810401916504
MIDAST[KS],-0.0,1.85,,5.243271112442017
Neural-ECF[argmax],-0.0,1.85,15.0,1.7185132503509521
Neural-ECF[peaks],-0.0,1.85,15.0,1.7185132503509521
MIDAST[KS],-0.0,1.85,,5.20524001121521
Neural-ECF[argmax],-0.0,1.85,0.0,1.7211499214172363
Neural-ECF[peaks],-0.0,1.85,0.0,1.7211499214172363
MIDAST[KS],-0.0,1.85,,5.257778167724609
Neural-ECF[argmax],-0.0,1.85,5.0,1.6982693672180176
Neural-ECF[peaks],-0.0,1.85,5.0,1.6982693672180176
MIDAST[KS],-0.0,1.85,,5.368552207946777
Neural-ECF[argmax],-0.0,1.85,5.0,1.691612958908081
Neural-ECF[peaks],-0.0,1.85,5.0,1.691612958908081
MIDAST[KS],-0.0,1.85,,5.227403163909912
Neural-ECF[argmax],-0.0,1.85,10.0,1.6559638977050781
Neural-ECF[peaks],-0.0,1.85,10.0,1.6559638977050781
MIDAST[KS],-0.0,1.85,,5.274033069610596
Neural-ECF[argmax],-0.0,1.85,10.0,1.695559024810791
Neural-ECF[peaks],-0.0,1.85,10.0,1.695559024810791
MIDAST[KS],-0.0,1.85,,5.235952138900757
Neural-ECF[argmax],-0.0,1.85,10.0,1.6946558952331543
Neural-ECF[peaks],-0.0,1.85,10.0,1.6946558952331543
MIDAST[KS],-0.0,1.85,,5.289069890975952
Neural-ECF[argmax],-0.0,1.85,10.0,1.6877501010894775
Neural-ECF[peaks],-0.0,1.85,10.0,1.6877501010894775
MIDAST[KS],-0.0,1.85,,5.2678751945495605
Neural-ECF[argmax],-0.0,1.85,10.0,1.7158262729644775
Neural-ECF[peaks],-0.0,1.85,10.0,1.7158262729644775
MIDAST[KS],-0.0,1.85,,5.31781792640686
Neural-ECF[argmax],-0.0,1.85,10.0,1.713000774383545
Neural-ECF[peaks],-0.0,1.85,10.0,1.713000774383545
MIDAST[KS],-0.0,1.85,,5.273932933807373
Neural-ECF[argmax],-0.0,1.85,10.0,1.713897943496704
Neural-ECF[peaks],-0.0,1.85,10.0,1.713897943496704
MIDAST[KS],-0.0,1.85,,5.269191026687622
Neural-ECF[argmax],-0.0,1.85,5.0,1.6985957622528076
Neural-ECF[peaks],-0.0,1.85,5.0,1.6985957622528076
MIDAST[KS],-0.0,1.85,,5.210216283798218
Neural-ECF[argmax],-0.0,1.85,10.0,1.6822600364685059
Neural-ECF[peaks],-0.0,1.85,10.0,1.6822600364685059
MIDAST[KS],-0.0,1.85,,5.287036895751953
Neural-ECF[argmax],-0.0,1.85,5.0,1.7112679481506348
Neural-ECF[peaks],-0.0,1.85,5.0,1.7112679481506348
MIDAST[KS],-0.0,1.85,,5.2704808712005615
Neural-ECF[argmax],-0.0,1.85,0.0,1.6810731887817383
Neural-ECF[peaks],-0.0,1.85,0.0,1.6810731887817383
MIDAST[KS],-0.0,1.85,,5.306053161621094
Neural-ECF[argmax],-0.0,1.85,10.0,1.746664047241211
Neural-ECF[peaks],-0.0,1.85,10.0,1.746664047241211
MIDAST[KS],-0.0,1.85,,5.231744050979614
Neural-ECF[argmax],-0.0,1.85,5.0,1.688687801361084
Neural-ECF[peaks],-0.0,1.85,5.0,1.688687801361084
MIDAST[KS],-0.0,1.85,,5.314072132110596
Neural-ECF[argmax],-0.0,1.85,5.0,1.6847259998321533
Neural-ECF[peaks],-0.0,1.85,5.0,1.6847259998321533
MIDAST[KS],-0.0,1.85,,5.147068977355957
Neural-ECF[argmax],-0.0,1.85,0.0,1.6394050121307373
Neural-ECF[peaks],-0.0,1.85,0.0,1.6394050121307373
MIDAST[KS],-0.0,1.85,,5.246628284454346
Neural-ECF[argmax],-0.0,1.85,5.0,1.6850731372833252
Neural-ECF[peaks],-0.0,1.85,5.0,1.6850731372833252
MIDAST[KS],-0.0,1.85,,5.2716991901397705
Neural-ECF[argmax],-0.0,1.85,5.0,1.6772119998931885
Neural-ECF[peaks],-0.0,1.85,5.0,1.6772119998931885
MIDAST[KS],-0.0,1.85,0.0,5.18968391418457
Neural-ECF[argmax],-0.0,1.85,0.0,1.6975607872009277
Neural-ECF[peaks],-0.0,1.85,0.0,1.6975607872009277
MIDAST[KS],-0.0,1.85,,5.224748134613037
Neural-ECF[argmax],-0.0,1.85,0.0,1.6618268489837646
Neural-ECF[peaks],-0.0,1.85,0.0,1.6618268489837646
MIDAST[KS],-0.0,1.85,0.0,5.192623853683472
Neural-ECF[argmax],-0.0,1.85,0.0,1.6942172050476074
Neural-ECF[peaks],-0.0,1.85,0.0,1.6942172050476074
MIDAST[KS],-0.0,1.85,,5.157148838043213
Neural-ECF[argmax],-0.0,1.85,0.0,1.7370707988739014
Neural-ECF[peaks],-0.0,1.85,0.0,1.7370707988739014
MIDAST[KS],-0.0,1.85,,5.224017858505249
Neural-ECF[argmax],-0.0,1.85,0.0,1.708385944366455
Neural-ECF[peaks],-0.0,1.85,0.0,1.708385944366455
MIDAST[KS],-0.0,1.85,,5.330363750457764
Neural-ECF[argmax],-0.0,1.85,5.0,1.7011961936950684
Neural-ECF[peaks],-0.0,1.85,5.0,1.7011961936950684
MIDAST[KS],-0.0,1.85,,5.1294190883636475
Neural-ECF[argmax],-0.0,1.85,0.0,1.7055249214172363
Neural-ECF[peaks],-0.0,1.85,0.0,1.7055249214172363
MIDAST[KS],-0.0,1.85,,5.139899969100952
Neural-ECF[argmax],-0.0,1.85,0.0,1.6953518390655518
Neural-ECF[peaks],-0.0,1.85,0.0,1.6953518390655518
MIDAST[KS],-0.0,1.85,,5.108158111572266
Neural-ECF[argmax],-0.0,1.85,0.0,1.7465991973876953
Neural-ECF[peaks],-0.0,1.85,0.0,1.7465991973876953
MIDAST[KS],-0.0,1.85,,5.278896808624268
Neural-ECF[argmax],-0.0,1.85,10.0,1.6833620071411133
Neural-ECF[peaks],-0.0,1.85,10.0,1.6833620071411133
MIDAST[KS],-0.0,1.85,,5.179430961608887
Neural-ECF[argmax],-0.0,1.85,0.0,1.7023591995239258
Neural-ECF[peaks],-0.0,1.85,0.0,1.7023591995239258
MIDAST[KS],-0.0,1.85,,5.314913034439087
Neural-ECF[argmax],-0.0,1.85,5.0,1.6468727588653564
Neural-ECF[peaks],-0.0,1.85,5.0,1.6468727588653564
MIDAST[KS],-0.0,1.85,,5.249691724777222
Neural-ECF[argmax],-0.0,1.85,15.0,1.639296054840088
Neural-ECF[peaks],-0.0,1.85,15.0,1.639296054840088
MIDAST[KS],-0.0,1.85,,5.337404251098633
Neural-ECF[argmax],-0.0,1.85,10.0,1.7668159008026123
Neural-ECF[peaks],-0.0,1.85,10.0,1.7668159008026123
MIDAST[KS],-0.0,1.85,,5.2798380851745605
Neural-ECF[argmax],-0.0,1.85,5.0,1.727430820465088
Neural-ECF[peaks],-0.0,1.85,5.0,1.727430820465088
MIDAST[KS],-0.0,1.85,,5.273806095123291
Neural-ECF[argmax],-0.0,1.85,5.0,1.6658570766448975
Neural-ECF[peaks],-0.0,1.85,5.0,1.6658570766448975
MIDAST[KS],-0.0,1.85,,5.259605884552002
Neural-ECF[argmax],-0.0,1.85,20.0,1.7075977325439453
Neural-ECF[peaks],-0.0,1.85,20.0,1.7075977325439453
MIDAST[KS],-0.0,1.85,,5.108867168426514
Neural-ECF[argmax],-0.0,1.85,10.0,1.672929048538208
Neural-ECF[peaks],-0.0,1.85,10.0,1.672929048538208
MIDAST[KS],-0.0,1.85,0.0,5.196682929992676
Neural-ECF[argmax],-0.0,1.85,5.0,1.685326099395752
Neural-ECF[peaks],-0.0,1.85,5.0,1.685326099395752
MIDAST[KS],-0.0,1.85,,5.335012674331665
Neural-ECF[argmax],-0.0,1.85,5.0,1.7060680389404297
Neural-ECF[peaks],-0.0,1.85,5.0,1.7060680389404297
MIDAST[KS],-0.0,1.85,,5.285290956497192
Neural-ECF[argmax],-0.0,1.85,5.0,1.6938831806182861
Neural-ECF[peaks],-0.0,1.85,5.0,1.6938831806182861
MIDAST[KS],-0.0,1.85,0.0,5.379164934158325
Neural-ECF[argmax],-0.0,1.85,15.0,1.7068769931793213
Neural-ECF[peaks],-0.0,1.85,15.0,1.7068769931793213
MIDAST[KS],-0.0,1.85,,5.225543975830078
Neural-ECF[argmax],-0.0,1.85,5.0,1.6815941333770752
Neural-ECF[peaks],-0.0,1.85,5.0,1.6815941333770752
MIDAST[KS],-0.0,1.85,,5.208148956298828
Neural-ECF[argmax],-0.0,1.85,0.0,1.6860060691833496
Neural-ECF[peaks],-0.0,1.85,0.0,1.6860060691833496
MIDAST[KS],-0.0,1.85,,5.0316479206085205
Neural-ECF[argmax],-0.0,1.85,0.0,1.6917660236358643
Neural-ECF[peaks],-0.0,1.85,0.0,1.6917660236358643
MIDAST[KS],-0.0,1.85,,5.093226909637451
Neural-ECF[argmax],-0.0,1.85,10.0,1.6687140464782715
Neural-ECF[peaks],-0.0,1.85,10.0,1.6687140464782715
MIDAST[KS],-0.0,1.85,,5.202280282974243
Neural-ECF[argmax],-0.0,1.85,10.0,1.6723289489746094
Neural-ECF[peaks],-0.0,1.85,10.0,1.6723289489746094
MIDAST[KS],-0.0,1.85,,5.571784257888794
Neural-ECF[argmax],-0.0,1.85,5.0,1.5592918395996094
Neural-ECF[peaks],-0.0,1.85,5.0,1.5592918395996094
MIDAST[KS],-0.0,1.85,,5.25791597366333
Neural-ECF[argmax],-0.0,1.85,5.0,1.620316982269287
Neural-ECF[peaks],-0.0,1.85,5.0,1.620316982269287
MIDAST[KS],-0.0,1.85,,5.28984808921814
Neural-ECF[argmax],-0.0,1.85,5.0,1.7174608707427979
Neural-ECF[peaks],-0.0,1.85,5.0,1.7174608707427979
MIDAST[KS],-0.0,1.85,,5.162982940673828
Neural-ECF[argmax],-0.0,1.85,10.0,1.690666913986206
Neural-ECF[peaks],-0.0,1.85,10.0,1.690666913986206
MIDAST[KS],-0.0,1.85,,5.191645860671997
Neural-ECF[argmax],-0.0,1.85,5.0,1.6658270359039307
Neural-ECF[peaks],-0.0,1.85,5.0,1.6658270359039307
MIDAST[KS],-0.0,1.85,,5.15001106262207
Neural-ECF[argmax],-0.0,1.85,135.0,1.7113549709320068
Neural-ECF[peaks],-0.0,1.85,135.0,1.7113549709320068
MIDAST[KS],-0.0,1.85,,5.116624116897583
Neural-ECF[argmax],-0.0,1.85,5.0,1.6863350868225098
Neural-ECF[peaks],-0.0,1.85,5.0,1.6863350868225098
MIDAST[KS],-0.0,1.85,,5.19846510887146
Neural-ECF[argmax],-0.0,1.85,10.0,1.7412669658660889
Neural-ECF[peaks],-0.0,1.85,10.0,1.7412669658660889
MIDAST[KS],-0.0,1.85,,5.254490852355957
Neural-ECF[argmax],-0.0,1.85,10.0,1.771298885345459
Neural-ECF[peaks],-0.0,1.85,10.0,1.771298885345459
MIDAST[KS],-0.0,1.85,30.0,5.289367914199829
Neural-ECF[argmax],-0.0,1.85,5.0,1.6813368797302246
Neural-ECF[peaks],-0.0,1.85,5.0,1.6813368797302246
MIDAST[KS],-0.0,1.85,,5.2479941844940186
Neural-ECF[argmax],-0.0,1.85,5.0,1.7266349792480469
Neural-ECF[peaks],-0.0,1.85,5.0,1.7266349792480469
MIDAST[KS],-0.0,1.85,,5.315415143966675
Neural-ECF[argmax],-0.0,1.85,5.0,1.7124109268188477
Neural-ECF[peaks],-0.0,1.85,5.0,1.7124109268188477
MIDAST[KS],-0.0,1.85,,5.3396546840667725
Neural-ECF[argmax],-0.0,1.85,0.0,1.6283419132232666
Neural-ECF[peaks],-0.0,1.85,0.0,1.6283419132232666
MIDAST[KS],-0.0,1.85,,5.282452821731567
Neural-ECF[argmax],-0.0,1.85,5.0,1.7116479873657227
Neural-ECF[peaks],-0.0,1.85,5.0,1.7116479873657227
MIDAST[KS],-0.0,1.85,,5.253178834915161
Neural-ECF[argmax],-0.0,1.85,0.0,1.6884572505950928
Neural-ECF[peaks],-0.0,1.85,0.0,1.6884572505950928
MIDAST[KS],-0.0,1.85,,5.186047077178955
Neural-ECF[argmax],-0.0,1.85,5.0,1.6773178577423096
Neural-ECF[peaks],-0.0,1.85,5.0,1.6773178577423096
MIDAST[KS],-0.0,1.85,,5.266115188598633
Neural-ECF[argmax],-0.0,1.85,25.0,1.7395808696746826
Neural-ECF[peaks],-0.0,1.85,25.0,1.7395808696746826
MIDAST[KS],-0.0,1.85,,5.115710973739624
Neural-ECF[argmax],-0.0,1.85,10.0,1.789651870727539
Neural-ECF[peaks],-0.0,1.85,10.0,1.789651870727539
MIDAST[KS],-0.0,1.85,,5.333935022354126
Neural-ECF[argmax],-0.0,1.85,0.0,1.7109348773956299
Neural-ECF[peaks],-0.0,1.85,0.0,1.7109348773956299
MIDAST[KS],-0.0,1.85,,5.205515146255493
Neural-ECF[argmax],-0.0,1.85,0.0,1.6976110935211182
Neural-ECF[peaks],-0.0,1.85,0.0,1.6976110935211182
MIDAST[KS],-0.0,1.85,,5.239170074462891
Neural-ECF[argmax],-0.0,1.85,0.0,1.7522449493408203
Neural-ECF[peaks],-0.0,1.85,0.0,1.7522449493408203
MIDAST[KS],-0.0,1.85,,5.214735984802246
Neural-ECF[argmax],-0.0,1.85,5.0,1.6835708618164062
Neural-ECF[peaks],-0.0,1.85,5.0,1.6835708618164062
MIDAST[KS],-0.0,1.85,0.0,5.280184030532837
Neural-ECF[argmax],-0.0,1.85,0.0,1.7383408546447754
Neural-ECF[peaks],-0.0,1.85,0.0,1.7383408546447754
MIDAST[KS],-0.0,1.85,,5.234301805496216
Neural-ECF[argmax],-0.0,1.85,0.0,1.6660373210906982
Neural-ECF[peaks],-0.0,1.85,0.0,1.6660373210906982
MIDAST[KS],-0.0,1.85,,5.300415992736816
Neural-ECF[argmax],-0.0,1.85,5.0,1.6993358135223389
Neural-ECF[peaks],-0.0,1.85,5.0,1.6993358135223389
MIDAST[KS],-0.0,1.85,,5.246275901794434
Neural-ECF[argmax],-0.0,1.85,5.0,1.7213411331176758
Neural-ECF[peaks],-0.0,1.85,5.0,1.7213411331176758
MIDAST[KS],-0.0,1.85,,5.187735080718994
Neural-ECF[argmax],-0.0,1.85,10.0,1.6672172546386719
Neural-ECF[peaks],-0.0,1.85,10.0,1.6672172546386719
MIDAST[KS],-0.0,1.85,,5.243585824966431
Neural-ECF[argmax],-0.0,1.85,10.0,1.7228119373321533
Neural-ECF[peaks],-0.0,1.85,10.0,1.7228119373321533
MIDAST[KS],-0.0,1.85,,5.311747074127197
Neural-ECF[argmax],-0.0,1.85,15.0,1.7407169342041016
Neural-ECF[peaks],-0.0,1.85,15.0,1.7407169342041016
MIDAST[KS],-0.0,1.85,0.0,5.239171028137207
Neural-ECF[argmax],-0.0,1.85,10.0,1.6913647651672363
Neural-ECF[peaks],-0.0,1.85,10.0,1.6913647651672363
MIDAST[KS],-0.0,1.85,,5.265218019485474
Neural-ECF[argmax],-0.0,1.85,5.0,1.693570852279663
Neural-ECF[peaks],-0.0,1.85,5.0,1.693570852279663
MIDAST[KS],-0.0,1.85,,5.232983827590942
Neural-ECF[argmax],-0.0,1.85,0.0,1.7255609035491943
Neural-ECF[peaks],-0.0,1.85,0.0,1.7255609035491943
MIDAST[KS],-0.0,1.85,,5.358944892883301
Neural-ECF[argmax],-0.0,1.85,10.0,1.6946749687194824
Neural-ECF[peaks],-0.0,1.85,10.0,1.6946749687194824
MIDAST[KS],-0.0,1.85,,5.164035081863403
Neural-ECF[argmax],-0.0,1.85,0.0,1.7258310317993164
Neural-ECF[peaks],-0.0,1.85,0.0,1.7258310317993164
MIDAST[KS],-0.0,1.85,,5.222249984741211
Neural-ECF[argmax],-0.0,1.85,0.0,1.7040770053863525
Neural-ECF[peaks],-0.0,1.85,0.0,1.7040770053863525
MIDAST[KS],-0.0,1.85,,5.295570135116577
Neural-ECF[argmax],-0.0,1.85,5.0,1.7144718170166016
Neural-ECF[peaks],-0.0,1.85,5.0,1.7144718170166016
MIDAST[KS],-0.0,1.85,0.0,5.320893049240112
Neural-ECF[argmax],-0.0,1.85,10.0,1.7266788482666016
Neural-ECF[peaks],-0.0,1.85,10.0,1.7266788482666016
MIDAST[KS],-0.0,1.85,,5.186408996582031
Neural-ECF[argmax],-0.0,1.85,5.0,1.6995940208435059
Neural-ECF[peaks],-0.0,1.85,5.0,1.6995940208435059
MIDAST[KS],-0.0,1.85,0.0,5.289812088012695
Neural-ECF[argmax],-0.0,1.85,5.0,1.649245023727417
Neural-ECF[peaks],-0.0,1.85,5.0,1.649245023727417
MIDAST[KS],-0.0,1.85,,5.274396181106567
Neural-ECF[argmax],-0.0,1.85,5.0,1.5610909461975098
Neural-ECF[peaks],-0.0,1.85,5.0,1.5610909461975098
MIDAST[KS],-0.0,1.85,,5.21253228187561
Neural-ECF[argmax],-0.0,1.85,20.0,1.6816661357879639
Neural-ECF[peaks],-0.0,1.85,20.0,1.6816661357879639
MIDAST[KS],-0.0,1.85,,5.247411012649536
Neural-ECF[argmax],-0.0,1.85,5.0,1.7227280139923096
Neural-ECF[peaks],-0.0,1.85,5.0,1.7227280139923096
MIDAST[KS],-0.0,1.85,,5.149593830108643
Neural-ECF[argmax],-0.0,1.85,0.0,1.6548869609832764
Neural-ECF[peaks],-0.0,1.85,0.0,1.6548869609832764
MIDAST[KS],-0.0,1.85,,5.220132112503052
Neural-ECF[argmax],-0.0,1.85,10.0,1.6729159355163574
Neural-ECF[peaks],-0.0,1.85,10.0,1.6729159355163574
MIDAST[KS],-0.0,1.85,,5.308765888214111
Neural-ECF[argmax],-0.0,1.85,5.0,1.7247519493103027
Neural-ECF[peaks],-0.0,1.85,5.0,1.7247519493103027
MIDAST[KS],-0.0,1.85,,5.275566101074219
Neural-ECF[argmax],-0.0,1.85,0.0,1.7062671184539795
Neural-ECF[peaks],-0.0,1.85,0.0,1.7062671184539795
MIDAST[KS],-0.0,1.85,,5.207426071166992
Neural-ECF[argmax],-0.0,1.85,5.0,1.6603751182556152
Neural-ECF[peaks],-0.0,1.85,5.0,1.6603751182556152
MIDAST[KS],-0.0,1.85,,5.18255615234375
Neural-ECF[argmax],-0.0,1.85,0.0,1.689579963684082
Neural-ECF[peaks],-0.0,1.85,0.0,1.689579963684082
MIDAST[KS],-0.0,1.85,,5.318509101867676
Neural-ECF[argmax],-0.0,1.85,0.0,1.6995110511779785
Neural-ECF[peaks],-0.0,1.85,0.0,1.6995110511779785
MIDAST[KS],-0.0,1.85,,5.325292110443115
Neural-ECF[argmax],-0.0,1.85,10.0,1.7164380550384521
Neural-ECF[peaks],-0.0,1.85,10.0,1.7164380550384521
MIDAST[KS],-0.0,1.85,,5.214293003082275
Neural-ECF[argmax],-0.0,1.85,10.0,1.718367099761963
Neural-ECF[peaks],-0.0,1.85,10.0,1.718367099761963
MIDAST[KS],-0.0,1.85,,5.331019163131714
Neural-ECF[argmax],-0.0,1.85,10.0,1.7008779048919678
Neural-ECF[peaks],-0.0,1.85,10.0,1.7008779048919678
MIDAST[KS],-0.0,1.85,,5.272274971008301
Neural-ECF[argmax],-0.0,1.85,0.0,1.6685571670532227
Neural-ECF[peaks],-0.0,1.85,0.0,1.6685571670532227
MIDAST[KS],-0.0,1.85,,5.204663991928101
Neural-ECF[argmax],-0.0,1.85,5.0,1.6974551677703857
Neural-ECF[peaks],-0.0,1.85,5.0,1.6974551677703857
MIDAST[KS],-0.0,1.85,,5.369213104248047
Neural-ECF[argmax],-0.0,1.85,0.0,1.681725263595581
Neural-ECF[peaks],-0.0,1.85,0.0,1.681725263595581
MIDAST[KS],-0.0,1.85,,5.249778985977173
Neural-ECF[argmax],-0.0,1.85,5.0,1.7098166942596436
Neural-ECF[peaks],-0.0,1.85,5.0,1.7098166942596436
MIDAST[KS],-0.0,1.85,0.0,5.259732007980347
Neural-ECF[argmax],-0.0,1.85,10.0,1.6470708847045898
Neural-ECF[peaks],-0.0,1.85,10.0,1.6470708847045898
MIDAST[KS],-0.0,1.85,,5.404306888580322
Neural-ECF[argmax],-0.0,1.85,5.0,1.676037073135376
Neural-ECF[peaks],-0.0,1.85,5.0,1.676037073135376
MIDAST[KS],-0.0,1.85,,5.314316034317017
Neural-ECF[argmax],-0.0,1.85,5.0,1.7685596942901611
Neural-ECF[peaks],-0.0,1.85,5.0,1.7685596942901611
MIDAST[KS],-0.0,1.85,,5.364897012710571
Neural-ECF[argmax],-0.0,1.85,0.0,1.726952075958252
Neural-ECF[peaks],-0.0,1.85,0.0,1.726952075958252
MIDAST[KS],-0.0,1.85,,5.244763135910034
Neural-ECF[argmax],-0.0,1.85,10.0,1.6857821941375732
Neural-ECF[peaks],-0.0,1.85,10.0,1.6857821941375732
MIDAST[KS],-0.0,1.85,,5.270910978317261
Neural-ECF[argmax],-0.0,1.85,0.0,1.7042019367218018
Neural-ECF[peaks],-0.0,1.85,0.0,1.7042019367218018
MIDAST[KS],-0.0,1.85,,5.171734094619751
Neural-ECF[argmax],-0.0,1.85,0.0,1.6840183734893799
Neural-ECF[peaks],-0.0,1.85,0.0,1.6840183734893799
MIDAST[KS],-0.0,1.85,,5.275416135787964
Neural-ECF[argmax],-0.0,1.85,0.0,1.691107988357544
Neural-ECF[peaks],-0.0,1.85,0.0,1.691107988357544
MIDAST[KS],-0.0,1.85,0.0,5.319689989089966
Neural-ECF[argmax],-0.0,1.85,5.0,1.684178352355957
Neural-ECF[peaks],-0.0,1.85,5.0,1.684178352355957
MIDAST[KS],-0.0,1.85,,5.157907247543335
Neural-ECF[argmax],-0.0,1.85,0.0,1.6830880641937256
Neural-ECF[peaks],-0.0,1.85,0.0,1.6830880641937256
MIDAST[KS],-0.0,1.85,,5.271475791931152
Neural-ECF[argmax],-0.0,1.85,5.0,1.6845288276672363
Neural-ECF[peaks],-0.0,1.85,5.0,1.6845288276672363
MIDAST[KS],-0.0,1.85,,5.326657056808472
