Method,rho2,alpha2,MAE,time_s
MIDAST[KS],-0.3,1.7,0.0,5.198421001434326
Neural-ECF[argmax],-0.3,1.7,0.0,1.7132930755615234
Neural-ECF[peaks],-0.3,1.7,0.0,1.7132930755615234
MIDAST[KS],-0.3,1.7,0.0,5.1336729526519775
Neural-ECF[argmax],-0.3,1.7,0.0,1.6509120464324951
Neural-ECF[peaks],-0.3,1.7,0.0,1.6509120464324951
MIDAST[KS],-0.3,1.7,0.0,5.166406154632568
Neural-ECF[argmax],-0.3,1.7,20.0,1.7214868068695068
Neural-ECF[peaks],-0.3,1.7,20.0,1.7214868068695068
MIDAST[KS],-0.3,1.7,0.0,5.002278089523315
Neural-ECF[argmax],-0.3,1.7,0.0,1.6243870258331299
Neural-ECF[peaks],-0.3,1.7,0.0,1.6243870258331299
MIDAST[KS],-0.3,1.7,0.0,5.15764307975769
Neural-ECF[argmax],-0.3,1.7,0.0,1.7109549045562744
Neural-ECF[peaks],-0.3,1.7,0.0,1.7109549045562744
MIDAST[KS],-0.3,1.7,0.0,5.247412919998169
Neural-ECF[argmax],-0.3,1.7,5.0,1.70924711227417
Neural-ECF[peaks],-0.3,1.7,5.0,1.70924711227417
MIDAST[KS],-0.3,1.7,0.0,5.091462850570679
Neural-ECF[argmax],-0.3,1.7,0.0,1.6432430744171143
Neural-ECF[peaks],-0.3,1.7,0.0,1.6432430744171143
MIDAST[KS],-0.3,1.7,0.0,5.264336824417114
Neural-ECF[argmax],-0.3,1.7,5.0,1.7014822959899902
Neural-ECF[peaks],-0.3,1.7,5.0,1.7014822959899902
MIDAST[KS],-0.3,1.7,0.0,5.230210065841675
Neural-ECF[argmax],-0.3,1.7,5.0,1.7199580669403076
Neural-ECF[peaks],-0.3,1.7,5.0,1.7199580669403076
MIDAST[KS],-0.3,1.7,0.0,5.248363018035889
Neural-ECF[argmax],-0.3,1.7,5.0,1.7389440536499023
Neural-ECF[peaks],-0.3,1.7,5.0,1.7389440536499023
MIDAST[KS],-0.3,1.7,0.0,5.1258111000061035
Neural-ECF[argmax],-0.3,1.7,0.0,1.7206661701202393
Neural-ECF[peaks],-0.3,1.7,0.0,1.7206661701202393
MIDAST[KS],-0.3,1.7,0.0,5.218963861465454
Neural-ECF[argmax],-0.3,1.7,0.0,1.6877341270446777
Neural-ECF[peaks],-0.3,1.7,0.0,1.6877341270446777
MIDAST[KS],-0.3,1.7,0.0,5.22293496131897
Neural-ECF[argmax],-0.3,1.7,0.0,1.766200065612793
Neural-ECF[peaks],-0.3,1.7,0.0,1.766200065612793
MIDAST[KS],-0.3,1.7,0.0,5.227944850921631
Neural-ECF[argmax],-0.3,1.7,5.0,1.6960699558258057
Neural-ECF[peaks],-0.3,1.7,5.0,1.6960699558258057
MIDAST[KS],-0.3,1.7,0.0,5.28913688659668
Neural-ECF[argmax],-0.3,1.7,5.0,1.6672320365905762
Neural-ECF[peaks],-0.3,1.7,5.0,1.6672320365905762
MIDAST[KS],-0.3,1.7,0.0,5.199294090270996
Neural-ECF[argmax],-0.3,1.7,0.0,1.7240347862243652
Neural-ECF[peaks],-0.3,1.7,0.0,1.7240347862243652
MIDAST[KS],-0.3,1.7,0.0,5.36777400970459
Neural-ECF[argmax],-0.3,1.7,0.0,1.7017831802368164
Neural-ECF[peaks],-0.3,1.7,0.0,1.7017831802368164
MIDAST[KS],-0.3,1.7,0.0,5.257636070251465
Neural-ECF[argmax],-0.3,1.7,0.0,1.6102838516235352
Neural-ECF[peaks],-0.3,1.7,0.0,1.6102838516235352
MIDAST[KS],-0.3,1.7,0.0,5.3396852016448975
Neural-ECF[argmax],-0.3,1.7,0.0,1.7498769760131836
Neural-ECF[peaks],-0.3,1.7,0.0,1.7498769760131836
MIDAST[KS],-0.3,1.7,0.0,5.159859895706177
Neural-ECF[argmax],-0.3,1.7,0.0,1.671478033065796
Neural-ECF[peaks],-0.3,1.7,0.0,1.671478033065796
MIDAST[KS],-0.3,1.7,0.0,5.299201965332031
Neural-ECF[argmax],-0.3,1.7,5.0,1.7401957511901855
Neural-ECF[peaks],-0.3,1.7,5.0,1.7401957511901855
MIDAST[KS],-0.3,1.7,0.0,5.256396055221558
Neural-ECF[argmax],-0.3,1.7,5.0,1.7025930881500244
Neural-ECF[peaks],-0.3,1.7,5.0,1.7025930881500244
MIDAST[KS],-0.3,1.7,0.0,5.2781407833099365
Neural-ECF[argmax],-0.3,1.7,0.0,1.608246088027954
Neural-ECF[peaks],-0.3,1.7,0.0,1.608246088027954
MIDAST[KS],-0.3,1.7,0.0,5.205308198928833
Neural-ECF[argmax],-0.3,1.7,0.0,1.6506319046020508
Neural-ECF[peaks],-0.3,1.7,0.0,1.6506319046020508
MIDAST[KS],-0.3,1.7,0.0,5.287308692932129
Neural-ECF[argmax],-0.3,1.7,5.0,1.81022310256958
Neural-ECF[peaks],-0.3,1.7,5.0,1.81022310256958
MIDAST[KS],-0.3,1.7,0.0,5.244102239608765
Neural-ECF[argmax],-0.3,1.7,0.0,1.6869781017303467
Neural-ECF[peaks],-0.3,1.7,0.0,1.6869781017303467
MIDAST[KS],-0.3,1.7,0.0,5.2136549949646
Neural-ECF[argmax],-0.3,1.7,0.0,1.6849257946014404
Neural-ECF[peaks],-0.3,1.7,0.0,1.6849257946014404
MIDAST[KS],-0.3,1.7,0.0,5.146954298019409
Neural-ECF[argmax],-0.3,1.7,0.0,1.7119510173797607
Neural-ECF[peaks],-0.3,1.7,0.0,1.7119510173797607
MIDAST[KS],-0.3,1.7,0.0,5.111070871353149
Neural-ECF[argmax],-0.3,1.7,0.0,1.6660857200622559
Neural-ECF[peaks],-0.3,1.7,0.0,1.6660857200622559
MIDAST[KS],-0.3,1.7,0.0,5.29404616355896
Neural-ECF[argmax],-0.3,1.7,0.0,1.6608378887176514
Neural-ECF[peaks],-0.3,1.7,0.0,1.6608378887176514
MIDAST[KS],-0.3,1.7,0.0,5.30988883972168
Neural-ECF[argmax],-0.3,1.7,5.0,1.7372279167175293
Neural-ECF[peaks],-0.3,1.7,5.0,1.7372279167175293
MIDAST[KS],-0.3,1.7,0.0,5.112096071243286
Neural-ECF[argmax],-0.3,1.7,5.0,1.734464168548584
Neural-ECF[peaks],-0.3,1.7,5.0,1.734464168548584
MIDAST[KS],-0.3,1.7,0.0,5.282189130783081
Neural-ECF[argmax],-0.3,1.7,0.0,1.7162821292877197
Neural-ECF[peaks],-0.3,1.7,0.0,1.7162821292877197
MIDAST[KS],-0.3,1.7,0.0,5.090701103210449
Neural-ECF[argmax],-0.3,1.7,10.0,1.7265632152557373
Neural-ECF[peaks],-0.3,1.7,10.0,1.7265632152557373
MIDAST[KS],-0.3,1.7,0.0,5.032687187194824
Neural-ECF[argmax],-0.3,1.7,0.0,1.6712350845336914
Neural-ECF[peaks],-0.3,1.7,0.0,1.6712350845336914
MIDAST[KS],-0.3,1.7,0.0,5.0864949226379395
Neural-ECF[argmax],-0.3,1.7,5.0,1.7364470958709717
Neural-ECF[peaks],-0.3,1.7,5.0,1.7364470958709717
MIDAST[KS],-0.3,1.7,0.0,4.996961832046509
Neural-ECF[argmax],-0.3,1.7,0.0,1.678886890411377
Neural-ECF[peaks],-0.3,1.7,0.0,1.678886890411377
MIDAST[KS],-0.3,1.7,0.0,5.116078853607178
Neural-ECF[argmax],-0.3,1.7,0.0,1.7338287830352783
Neural-ECF[peaks],-0.3,1.7,0.0,1.7338287830352783
MIDAST[KS],-0.3,1.7,0.0,5.1708009243011475
Neural-ECF[argmax],-0.3,1.7,10.0,1.680854082107544
Neural-ECF[peaks],-0.3,1.7,10.0,1.680854082107544
MIDAST[KS],-0.3,1.7,0.0,5.128572940826416
Neural-ECF[argmax],-0.3,1.7,0.0,1.7243330478668213
Neural-ECF[peaks],-0.3,1.7,0.0,1.7243330478668213
MIDAST[KS],-0.3,1.7,0.0,5.19439172744751
Neural-ECF[argmax],-0.3,1.7,0.0,1.6497879028320312
Neural-ECF[peaks],-0.3,1.7,0.0,1.6497879028320312
MIDAST[KS],-0.3,1.7,0.0,5.261598110198975
Neural-ECF[argmax],-0.3,1.7,0.0,1.6935479640960693
Neural-ECF[peaks],-0.3,1.7,0.0,1.6935479640960693
MIDAST[KS],-0.3,1.7,0.0,5.18957781791687
Neural-ECF[argmax],-0.3,1.7,15.0,1.654381275177002
Neural-ECF[peaks],-0.3,1.7,15.0,1.654381275177002
MIDAST[KS],-0.3,1.7,0.0,5.183953046798706
Neural-ECF[argmax],-0.3,1.7,0.0,1.6635870933532715
Neural-ECF[peaks],-0.3,1.7,0.0,1.6635870933532715
MIDAST[KS],-0.3,1.7,0.0,5.24110221862793
Neural-ECF[argmax],-0.3,1.7,25.0,1.6894299983978271
Neural-ECF[peaks],-0.3,1.7,25.0,1.6894299983978271
MIDAST[KS],-0.3,1.7,0.0,5.271805047988892
Neural-ECF[argmax],-0.3,1.7,0.0,1.7298789024353027
Neural-ECF[peaks],-0.3,1.7,0.0,1.7298789024353027
MIDAST[KS],-0.3,1.7,0.0,5.140944004058838
Neural-ECF[argmax],-0.3,1.7,5.0,1.6641600131988525
Neural-ECF[peaks],-0.3,1.7,5.0,1.6641600131988525
MIDAST[KS],-0.3,1.7,0.0,5.171164274215698
Neural-ECF[argmax],-0.3,1.7,0.0,1.7077240943908691
Neural-ECF[peaks],-0.3,1.7,0.0,1.7077240943908691
MIDAST[KS],-0.3,1.7,0.0,5.2492852210998535
Neural-ECF[argmax],-0.3,1.7,0.0,1.6784749031066895
Neural-ECF[peaks],-0.3,1.7,0.0,1.6784749031066895
MIDAST[KS],-0.3,1.7,0.0,5.173264026641846
Neural-ECF[argmax],-0.3,1.7,0.0,1.7481348514556885
Neural-ECF[peaks],-0.3,1.7,0.0,1.7481348514556885
MIDAST[KS],-0.3,1.7,0.0,5.106834888458252
Neural-ECF[argmax],-0.3,1.7,5.0,1.7531778812408447
Neural-ECF[peaks],-0.3,1.7,5.0,1.7531778812408447
MIDAST[KS],-0.3,1.7,0.0,5.19337272644043
Neural-ECF[argmax],-0.3,1.7,5.0,1.7116069793701172
Neural-ECF[peaks],-0.3,1.7,5.0,1.7116069793701172
MIDAST[KS],-0.3,1.7,0.0,5.281914710998535
Neural-ECF[argmax],-0.3,1.7,0.0,1.6899440288543701
Neural-ECF[peaks],-0.3,1.7,0.0,1.6899440288543701
MIDAST[KS],-0.3,1.7,0.0,5.168297052383423
Neural-ECF[argmax],-0.3,1.7,0.0,1.7000558376312256
Neural-ECF[peaks],-0.3,1.7,0.0,1.7000558376312256
MIDAST[KS],-0.3,1.7,0.0,5.1972222328186035
Neural-ECF[argmax],-0.3,1.7,0.0,1.721257209777832
Neural-ECF[peaks],-0.3,1.7,0.0,1.721257209777832
MIDAST[KS],-0.3,1.7,0.0,5.128010034561157
Neural-ECF[argmax],-0.3,1.7,0.0,1.612811803817749
Neural-ECF[peaks],-0.3,1.7,0.0,1.612811803817749
MIDAST[KS],-0.3,1.7,0.0,5.210209846496582
Neural-ECF[argmax],-0.3,1.7,0.0,1.6988537311553955
Neural-ECF[peaks],-0.3,1.7,0.0,1.6988537311553955
MIDAST[KS],-0.3,1.7,0.0,5.101475954055786
Neural-ECF[argmax],-0.3,1.7,0.0,1.6909620761871338
Neural-ECF[peaks],-0.3,1.7,0.0,1.6909620761871338
MIDAST[KS],-0.3,1.7,0.0,5.134027004241943
Neural-ECF[argmax],-0.3,1.7,0.0,1.7120029926300049
Neural-ECF[peaks],-0.3,1.7,0.0,1.7120029926300049
MIDAST[KS],-0.3,1.7,0.0,5.331205129623413
Neural-ECF[argmax],-0.3,1.7,5.0,1.7178881168365479
Neural-ECF[peaks],-0.3,1.7,5.0,1.7178881168365479
MIDAST[KS],-0.3,1.7,0.0,5.33635687828064
Neural-ECF[argmax],-0.3,1.7,0.0,1.6744978427886963
Neural-ECF[peaks],-0.3,1.7,0.0,1.6744978427886963
MIDAST[KS],-0.3,1.7,0.0,5.232607126235962
Neural-ECF[argmax],-0.3,1.7,0.0,1.7121469974517822
Neural-ECF[peaks],-0.3,1.7,0.0,1.7121469974517822
MIDAST[KS],-0.3,1.7,0.0,5.167665004730225
Neural-ECF[argmax],-0.3,1.7,5.0,1.788282871246338
Neural-ECF[peaks],-0.3,1.7,5.0,1.788282871246338
MIDAST[KS],-0.3,1.7,0.0,5.292649984359741
Neural-ECF[argmax],-0.3,1.7,15.0,1.6528968811035156
Neural-ECF[peaks],-0.3,1.7,15.0,1.6528968811035156
MIDAST[KS],-0.3,1.7,0.0,5.146331071853638
Neural-ECF[argmax],-0.3,1.7,5.0,1.718216896057129
Neural-ECF[peaks],-0.3,1.7,5.0,1.718216896057129
MIDAST[KS],-0.3,1.7,0.0,5.096612215042114
Neural-ECF[argmax],-0.3,1.7,0.0,1.7069308757781982
Neural-ECF[peaks],-0.3,1.7,0.0,1.7069308757781982
MIDAST[KS],-0.3,1.7,0.0,5.2882091999053955
Neural-ECF[argmax],-0.3,1.7,0.0,1.6642818450927734
Neural-ECF[peaks],-0.3,1.7,0.0,1.6642818450927734
MIDAST[KS],-0.3,1.7,0.0,5.182800054550171
Neural-ECF[argmax],-0.3,1.7,5.0,1.6610581874847412
Neural-ECF[peaks],-0.3,1.7,5.0,1.6610581874847412
MIDAST[KS],-0.3,1.7,0.0,5.273205041885376
Neural-ECF[argmax],-0.3,1.7,0.0,1.688673734664917
Neural-ECF[peaks],-0.3,1.7,0.0,1.688673734664917
MIDAST[KS],-0.3,1.7,0.0,5.179630994796753
Neural-ECF[argmax],-0.3,1.7,0.0,1.6697731018066406
Neural-ECF[peaks],-0.3,1.7,0.0,1.6697731018066406
MIDAST[KS],-0.3,1.7,0.0,5.318819046020508
Neural-ECF[argmax],-0.3,1.7,0.0,1.6034469604492188
Neural-ECF[peaks],-0.3,1.7,0.0,1.6034469604492188
MIDAST[KS],-0.3,1.7,10.0,5.27506160736084
Neural-ECF[argmax],-0.3,1.7,5.0,1.6613953113555908
Neural-ECF[peaks],-0.3,1.7,5.0,1.6613953113555908
MIDAST[KS],-0.3,1.7,0.0,5.330662965774536
Neural-ECF[argmax],-0.3,1.7,0.0,1.7258110046386719
Neural-ECF[peaks],-0.3,1.7,0.0,1.7258110046386719
MIDAST[KS],-0.3,1.7,0.0,5.281952857971191
Neural-ECF[argmax],-0.3,1.7,5.0,1.6086840629577637
Neural-ECF[peaks],-0.3,1.7,5.0,1.6086840629577637
MIDAST[KS],-0.3,1.7,0.0,5.141692876815796
Neural-ECF[argmax],-0.3,1.7,0.0,1.7065660953521729
Neural-ECF[peaks],-0.3,1.7,0.0,1.7065660953521729
MIDAST[KS],-0.3,1.7,0.0,5.238615989685059
Neural-ECF[argmax],-0.3,1.7,5.0,1.703057050704956
Neural-ECF[peaks],-0.3,1.7,5.0,1.703057050704956
MIDAST[KS],-0.3,1.7,0.0,5.232760906219482
Neural-ECF[argmax],-0.3,1.7,5.0,1.7531161308288574
Neural-ECF[peaks],-0.3,1.7,5.0,1.7531161308288574
MIDAST[KS],-0.3,1.7,0.0,5.251840114593506
Neural-ECF[argmax],-0.3,1.7,5.0,1.6906802654266357
Neural-ECF[peaks],-0.3,1.7,5.0,1.6906802654266357
MIDAST[KS],-0.3,1.7,0.0,5.314301013946533
Neural-ECF[argmax],-0.3,1.7,0.0,1.723581075668335
Neural-ECF[peaks],-0.3,1.7,0.0,1.723581075668335
MIDAST[KS],-0.3,1.7,0.0,5.078207015991211
Neural-ECF[argmax],-0.3,1.7,5.0,1.676612138748169
Neural-ECF[peaks],-0.3,1.7,5.0,1.676612138748169
MIDAST[KS],-0.3,1.7,0.0,5.165236949920654
Neural-ECF[argmax],-0.3,1.7,5.0,1.6441121101379395
Neural-ECF[peaks],-0.3,1.7,5.0,1.6441121101379395
MIDAST[KS],-0.3,1.7,0.0,5.100759029388428
Neural-ECF[argmax],-0.3,1.7,0.0,1.6654930114746094
Neural-ECF[peaks],-0.3,1.7,0.0,1.6654930114746094
MIDAST[KS],-0.3,1.7,0.0,5.1751649379730225
Neural-ECF[argmax],-0.3,1.7,0.0,1.7110378742218018
Neural-ECF[peaks],-0.3,1.7,0.0,1.7110378742218018
MIDAST[KS],-0.3,1.7,0.0,5.34648585319519
Neural-ECF[argmax],-0.3,1.7,5.0,1.8463079929351807
Neural-ECF[peaks],-0.3,1.7,5.0,1.8463079929351807
MIDAST[KS],-0.3,1.7,0.0,5.639985799789429
Neural-ECF[argmax],-0.3,1.7,0.0,1.6887531280517578
Neural-ECF[peaks],-0.3,1.7,0.0,1.6887531280517578
MIDAST[KS],-0.3,1.7,0.0,5.299268007278442
Neural-ECF[argmax],-0.3,1.7,0.0,1.7331678867340088
Neural-ECF[peaks],-0.3,1.7,0.0,1.7331678867340088
MIDAST[KS],-0.3,1.7,0.0,5.20025110244751
Neural-ECF[argmax],-0.3,1.7,0.0,1.6660919189453125
Neural-ECF[peaks],-0.3,1.7,0.0,1.6660919189453125
MIDAST[KS],-0.3,1.7,0.0,5.176382064819336
Neural-ECF[argmax],-0.3,1.7,5.0,1.7545967102050781
Neural-ECF[peaks],-0.3,1.7,5.0,1.7545967102050781
MIDAST[KS],-0.3,1.7,0.0,5.513125896453857
Neural-ECF[argmax],-0.3,1.7,0.0,1.7022640705108643
Neural-ECF[peaks],-0.3,1.7,0.0,1.7022640705108643
MIDAST[KS],-0.3,1.7,0.0,5.424787998199463
Neural-ECF[argmax],-0.3,1.7,0.0,1.6940009593963623
Neural-ECF[peaks],-0.3,1.7,0.0,1.6940009593963623
MIDAST[KS],-0.3,1.7,0.0,5.361055850982666
Neural-ECF[argmax],-0.3,1.7,0.0,1.671372890472412
Neural-ECF[peaks],-0.3,1.7,0.0,1.671372890472412
MIDAST[KS],-0.3,1.7,0.0,5.340288877487183
Neural-ECF[argmax],-0.3,1.7,5.0,1.688938856124878
Neural-ECF[peaks],-0.3,1.7,5.0,1.688938856124878
MIDAST[KS],-0.3,1.7,0.0,5.216778993606567
Neural-ECF[argmax],-0.3,1.7,5.0,1.629262924194336
Neural-ECF[peaks],-0.3,1.7,5.0,1.629262924194336
MIDAST[KS],-0.3,1.7,0.0,5.185583114624023
Neural-ECF[argmax],-0.3,1.7,0.0,1.6748809814453125
Neural-ECF[peaks],-0.3,1.7,0.0,1.6748809814453125
MIDAST[KS],-0.3,1.7,0.0,5.296484708786011
Neural-ECF[argmax],-0.3,1.7,10.0,1.6642680168151855
Neural-ECF[peaks],-0.3,1.7,10.0,1.6642680168151855
MIDAST[KS],-0.3,1.7,0.0,5.2831549644470215
Neural-ECF[argmax],-0.3,1.7,5.0,1.673598289489746
Neural-ECF[peaks],-0.3,1.7,5.0,1.673598289489746
MIDAST[KS],-0.3,1.7,0.0,5.212272882461548
Neural-ECF[argmax],-0.3,1.7,0.0,1.6412551403045654
Neural-ECF[peaks],-0.3,1.7,0.0,1.6412551403045654
MIDAST[KS],-0.3,1.7,0.0,5.169897079467773
Neural-ECF[argmax],-0.3,1.7,0.0,1.6649677753448486
Neural-ECF[peaks],-0.3,1.7,0.0,1.6649677753448486
MIDAST[KS],-0.3,1.7,0.0,5.141211986541748
Neural-ECF[argmax],-0.3,1.7,0.0,1.7337820529937744
Neural-ECF[peaks],-0.3,1.7,0.0,1.7337820529937744
MIDAST[KS],-0.3,1.7,0.0,5.2090559005737305
Neural-ECF[argmax],-0.3,1.7,0.0,1.6737020015716553
Neural-ECF[peaks],-0.3,1.7,0.0,1.6737020015716553
MIDAST[KS],-0.3,1.7,0.0,5.157470941543579
Neural-ECF[argmax],-0.3,1.7,0.0,1.732391119003296
Neural-ECF[peaks],-0.3,1.7,0.0,1.732391119003296
MIDAST[KS],-0.3,1.7,0.0,5.309080123901367
Neural-ECF[argmax],-0.3,1.7,0.0,1.7138712406158447
Neural-ECF[peaks],-0.3,1.7,0.0,1.7138712406158447
MIDAST[KS],-0.3,1.7,0.0,5.269314765930176
Neural-ECF[argmax],-0.3,1.7,0.0,1.8134357929229736
Neural-ECF[peaks],-0.3,1.7,0.0,1.8134357929229736
MIDAST[KS],-0.3,1.7,0.0,5.189229726791382
Neural-ECF[argmax],-0.3,1.7,0.0,1.662153959274292
Neural-ECF[peaks],-0.3,1.7,0.0,1.662153959274292
MIDAST[KS],-0.3,1.7,0.0,5.281313180923462
Neural-ECF[argmax],-0.3,1.7,0.0,1.732038974761963
Neural-ECF[peaks],-0.3,1.7,0.0,1.732038974761963
MIDAST[KS],-0.3,1.7,0.0,5.301603078842163
Neural-ECF[argmax],-0.3,1.7,0.0,1.6782240867614746
Neural-ECF[peaks],-0.3,1.7,0.0,1.6782240867614746
MIDAST[KS],-0.3,1.7,0.0,5.182107925415039
Neural-ECF[argmax],-0.3,1.7,5.0,1.6665740013122559
Neural-ECF[peaks],-0.3,1.7,5.0,1.6665740013122559
MIDAST[KS],-0.3,1.7,0.0,5.213927984237671
Neural-ECF[argmax],-0.3,1.7,0.0,1.667069911956787
Neural-ECF[peaks],-0.3,1.7,0.0,1.667069911956787
MIDAST[KS],-0.3,1.7,0.0,5.255295038223267
Neural-ECF[argmax],-0.3,1.7,5.0,1.6912579536437988
Neural-ECF[peaks],-0.3,1.7,5.0,1.6912579536437988
MIDAST[KS],-0.3,1.7,0.0,5.296868801116943
Neural-ECF[argmax],-0.3,1.7,0.0,1.7442400455474854
Neural-ECF[peaks],-0.3,1.7,0.0,1.7442400455474854
MIDAST[KS],-0.3,1.7,0.0,5.141286134719849
Neural-ECF[argmax],-0.3,1.7,5.0,1.6930630207061768
Neural-ECF[peaks],-0.3,1.7,5.0,1.6930630207061768
MIDAST[KS],-0.3,1.7,0.0,5.333305835723877
Neural-ECF[argmax],-0.3,1.7,0.0,1.6934230327606201
Neural-ECF[peaks],-0.3,1.7,0.0,1.6934230327606201
MIDAST[KS],-0.3,1.7,0.0,5.197122812271118
Neural-ECF[argmax],-0.3,1.7,0.0,1.685560941696167
Neural-ECF[peaks],-0.3,1.7,0.0,1.685560941696167
MIDAST[KS],-0.3,1.7,0.0,5.178779125213623
Neural-ECF[argmax],-0.3,1.7,5.0,1.6762020587921143
Neural-ECF[peaks],-0.3,1.7,5.0,1.6762020587921143
MIDAST[KS],-0.3,1.7,0.0,5.186489105224609
Neural-ECF[argmax],-0.3,1.7,5.0,1.6591649055480957
Neural-ECF[peaks],-0.3,1.7,5.0,1.6591649055480957
MIDAST[KS],-0.3,1.7,0.0,5.123602867126465
Neural-ECF[argmax],-0.3,1.7,0.0,1.6958580017089844
Neural-ECF[peaks],-0.3,1.7,0.0,1.6958580017089844
MIDAST[KS],-0.3,1.7,0.0,5.1533119678497314
Neural-ECF[argmax],-0.3,1.7,5.0,1.6909141540527344
Neural-ECF[peaks],-0.3,1.7,5.0,1.6909141540527344
MIDAST[KS],-0.3,1.7,0.0,5.1870410442352295
Neural-ECF[argmax],-0.3,1.7,0.0,1.6946501731872559
Neural-ECF[peaks],-0.3,1.7,0.0,1.6946501731872559
MIDAST[KS],-0.3,1.7,0.0,5.261041879653931
Neural-ECF[argmax],-0.3,1.7,5.0,1.839245080947876
Neural-ECF[peaks],-0.3,1.7,5.0,1.839245080947876
MIDAST[KS],-0.3,1.7,0.0,5.107563018798828
Neural-ECF[argmax],-0.3,1.7,0.0,1.6638269424438477
Neural-ECF[peaks],-0.3,1.7,0.0,1.6638269424438477
MIDAST[KS],-0.3,1.7,0.0,5.326234817504883
Neural-ECF[argmax],-0.3,1.7,0.0,1.670788049697876
Neural-ECF[peaks],-0.3,1.7,0.0,1.670788049697876
MIDAST[KS],-0.3,1.7,0.0,5.222174882888794
Neural-ECF[argmax],-0.3,1.7,0.0,1.700260877609253
Neural-ECF[peaks],-0.3,1.7,0.0,1.700260877609253
MIDAST[KS],-0.3,1.7,0.0,5.286038160324097
Neural-ECF[argmax],-0.3,1.7,0.0,1.722174882888794
Neural-ECF[peaks],-0.3,1.7,0.0,1.722174882888794
MIDAST[KS],-0.3,1.7,0.0,5.151257753372192
Neural-ECF[argmax],-0.3,1.7,0.0,1.6639652252197266
Neural-ECF[peaks],-0.3,1.7,0.0,1.6639652252197266
MIDAST[KS],-0.3,1.7,0.0,5.267416000366211
Neural-ECF[argmax],-0.3,1.7,0.0,1.6429920196533203
Neural-ECF[peaks],-0.3,1.7,0.0,1.6429920196533203
MIDAST[KS],-0.3,1.7,0.0,5.184951066970825
Neural-ECF[argmax],-0.3,1.7,0.0,1.6922192573547363
Neural-ECF[peaks],-0.3,1.7,0.0,1.6922192573547363
MIDAST[KS],-0.3,1.7,0.0,5.230414152145386
Neural-ECF[argmax],-0.3,1.7,0.0,1.7118096351623535
Neural-ECF[peaks],-0.3,1.7,0.0,1.7118096351623535
MIDAST[KS],-0.3,1.7,0.0,5.188297986984253
Neural-ECF[argmax],-0.3,1.7,30.0,1.703094720840454
Neural-ECF[peaks],-0.3,1.7,30.0,1.703094720840454
MIDAST[KS],-0.3,1.7,0.0,5.150845766067505
Neural-ECF[argmax],-0.3,1.7,0.0,1.7115299701690674
Neural-ECF[peaks],-0.3,1.7,0.0,1.7115299701690674
MIDAST[KS],-0.3,1.7,0.0,5.043136835098267
Neural-ECF[argmax],-0.3,1.7,0.0,1.703815221786499
Neural-ECF[peaks],-0.3,1.7,0.0,1.703815221786499
MIDAST[KS],-0.3,1.7,0.0,5.246417760848999
Neural-ECF[argmax],-0.3,1.7,5.0,1.643355369567871
Neural-ECF[peaks],-0.3,1.7,5.0,1.643355369567871
MIDAST[KS],-0.3,1.7,0.0,5.276343107223511
Neural-ECF[argmax],-0.3,1.7,0.0,1.6810081005096436
Neural-ECF[peaks],-0.3,1.7,0.0,1.6810081005096436
MIDAST[KS],-0.3,1.7,0.0,5.123854160308838
Neural-ECF[argmax],-0.3,1.7,0.0,1.6848161220550537
Neural-ECF[peaks],-0.3,1.7,0.0,1.6848161220550537
MIDAST[KS],-0.3,1.7,0.0,5.32493782043457
Neural-ECF[argmax],-0.3,1.7,0.0,1.644284963607788
Neural-ECF[peaks],-0.3,1.7,0.0,1.644284963607788
MIDAST[KS],-0.3,1.7,0.0,5.261461019515991
Neural-ECF[argmax],-0.3,1.7,0.0,1.6571378707885742
Neural-ECF[peaks],-0.3,1.7,0.0,1.6571378707885742
MIDAST[KS],-0.3,1.7,0.0,5.288564920425415
Neural-ECF[argmax],-0.3,1.7,0.0,1.636476993560791
Neural-ECF[peaks],-0.3,1.7,0.0,1.636476993560791
MIDAST[KS],-0.3,1.7,0.0,5.113434076309204
Neural-ECF[argmax],-0.3,1.7,0.0,1.7407300472259521
Neural-ECF[peaks],-0.3,1.7,0.0,1.7407300472259521
MIDAST[KS],-0.3,1.7,0.0,5.215779781341553
Neural-ECF[argmax],-0.3,1.7,0.0,1.7419230937957764
Neural-ECF[peaks],-0.3,1.7,0.0,1.7419230937957764
MIDAST[KS],-0.3,1.7,0.0,5.102792978286743
Neural-ECF[argmax],-0.3,1.7,0.0,1.647324800491333
Neural-ECF[peaks],-0.3,1.7,0.0,1.647324800491333
MIDAST[KS],-0.3,1.7,0.0,5.214756965637207
Neural-ECF[argmax],-0.3,1.7,0.0,1.6800150871276855
Neural-ECF[peaks],-0.3,1.7,0.0,1.6800150871276855
MIDAST[KS],-0.3,1.7,0.0,5.1883721351623535
Neural-ECF[argmax],-0.3,1.7,0.0,1.6839189529418945
Neural-ECF[peaks],-0.3,1.7,0.0,1.6839189529418945
MIDAST[KS],-0.3,1.7,0.0,5.210021018981934
Neural-ECF[argmax],-0.3,1.7,0.0,1.6815910339355469
Neural-ECF[peaks],-0.3,1.7,0.0,1.6815910339355469
MIDAST[KS],-0.3,1.7,0.0,5.124516010284424
Neural-ECF[argmax],-0.3,1.7,0.0,1.6403489112854004
Neural-ECF[peaks],-0.3,1.7,0.0,1.6403489112854004
