Method,rho2,alpha2,MAE,time_s
MIDAST[KS],0.6,1.85,,26.955436944961548
Neural-ECF[argmax],0.6,1.85,145.0,0.8796429634094238
Neural-ECF[peaks],0.6,1.85,145.0,0.8796429634094238
MIDAST[KS],0.6,1.85,,27.42886519432068
Neural-ECF[argmax],0.6,1.85,15.0,0.8907439708709717
Neural-ECF[peaks],0.6,1.85,15.0,0.8907439708709717
MIDAST[KS],0.6,1.85,,27.371366024017334
Neural-ECF[argmax],0.6,1.85,190.0,0.9384799003601074
Neural-ECF[peaks],0.6,1.85,190.0,0.9384799003601074
MIDAST[KS],0.6,1.85,,27.454545974731445
Neural-ECF[argmax],0.6,1.85,215.0,0.8912398815155029
Neural-ECF[peaks],0.6,1.85,215.0,0.8912398815155029
MIDAST[KS],0.6,1.85,,27.11018395423889
Neural-ECF[argmax],0.6,1.85,30.0,0.8839378356933594
Neural-ECF[peaks],0.6,1.85,30.0,0.8839378356933594
MIDAST[KS],0.6,1.85,,27.607813119888306
Neural-ECF[argmax],0.6,1.85,270.0,0.8784029483795166
Neural-ECF[peaks],0.6,1.85,270.0,0.8784029483795166
MIDAST[KS],0.6,1.85,,27.3663010597229
Neural-ECF[argmax],0.6,1.85,0.0,0.8858067989349365
Neural-ECF[peaks],0.6,1.85,0.0,0.8858067989349365
MIDAST[KS],0.6,1.85,,27.117565393447876
Neural-ECF[argmax],0.6,1.85,230.0,0.8794522285461426
Neural-ECF[peaks],0.6,1.85,230.0,0.8794522285461426
MIDAST[KS],0.6,1.85,,26.906506061553955
Neural-ECF[argmax],0.6,1.85,260.0,0.8688902854919434
Neural-ECF[peaks],0.6,1.85,260.0,0.8688902854919434
MIDAST[KS],0.6,1.85,,27.063203811645508
Neural-ECF[argmax],0.6,1.85,60.0,0.8522570133209229
Neural-ECF[peaks],0.6,1.85,60.0,0.8522570133209229
MIDAST[KS],0.6,1.85,,26.862298250198364
Neural-ECF[argmax],0.6,1.85,40.0,0.8658301830291748
Neural-ECF[peaks],0.6,1.85,40.0,0.8658301830291748
MIDAST[KS],0.6,1.85,,27.08589220046997
Neural-ECF[argmax],0.6,1.85,100.0,0.8961949348449707
Neural-ECF[peaks],0.6,1.85,100.0,0.8961949348449707
MIDAST[KS],0.6,1.85,,27.233946800231934
Neural-ECF[argmax],0.6,1.85,110.0,0.8814122676849365
Neural-ECF[peaks],0.6,1.85,110.0,0.8814122676849365
MIDAST[KS],0.6,1.85,,27.393322944641113
Neural-ECF[argmax],0.6,1.85,10.0,0.8612818717956543
Neural-ECF[peaks],0.6,1.85,10.0,0.8612818717956543
MIDAST[KS],0.6,1.85,,27.174302101135254
Neural-ECF[argmax],0.6,1.85,160.0,0.8708930015563965
Neural-ECF[peaks],0.6,1.85,160.0,0.8708930015563965
MIDAST[KS],0.6,1.85,,26.964277029037476
Neural-ECF[argmax],0.6,1.85,225.0,0.8695271015167236
Neural-ECF[peaks],0.6,1.85,225.0,0.8695271015167236
MIDAST[KS],0.6,1.85,,26.92881417274475
Neural-ECF[argmax],0.6,1.85,10.0,0.8630108833312988
Neural-ECF[peaks],0.6,1.85,10.0,0.8630108833312988
MIDAST[KS],0.6,1.85,,27.167475938796997
Neural-ECF[argmax],0.6,1.85,245.0,0.8599469661712646
Neural-ECF[peaks],0.6,1.85,245.0,0.8599469661712646
MIDAST[KS],0.6,1.85,,27.298416137695312
Neural-ECF[argmax],0.6,1.85,65.0,0.8852100372314453
Neural-ECF[peaks],0.6,1.85,65.0,0.8852100372314453
MIDAST[KS],0.6,1.85,,26.997950315475464
Neural-ECF[argmax],0.6,1.85,235.0,0.9748520851135254
Neural-ECF[peaks],0.6,1.85,235.0,0.9748520851135254
MIDAST[KS],0.6,1.85,,26.988980054855347
Neural-ECF[argmax],0.6,1.85,250.0,0.8830661773681641
Neural-ECF[peaks],0.6,1.85,250.0,0.8830661773681641
MIDAST[KS],0.6,1.85,,26.64953589439392
Neural-ECF[argmax],0.6,1.85,15.0,0.8779869079589844
Neural-ECF[peaks],0.6,1.85,15.0,0.8779869079589844
MIDAST[KS],0.6,1.85,,26.736223936080933
Neural-ECF[argmax],0.6,1.85,325.0,0.8671369552612305
Neural-ECF[peaks],0.6,1.85,325.0,0.8671369552612305
MIDAST[KS],0.6,1.85,,26.773469924926758
Neural-ECF[argmax],0.6,1.85,120.0,0.863487958908081
Neural-ECF[peaks],0.6,1.85,120.0,0.863487958908081
MIDAST[KS],0.6,1.85,,27.009284257888794
Neural-ECF[argmax],0.6,1.85,190.0,0.906743049621582
Neural-ECF[peaks],0.6,1.85,190.0,0.906743049621582
MIDAST[KS],0.6,1.85,,26.854612112045288
Neural-ECF[argmax],0.6,1.85,90.0,0.8946990966796875
Neural-ECF[peaks],0.6,1.85,90.0,0.8946990966796875
MIDAST[KS],0.6,1.85,,26.955249071121216
Neural-ECF[argmax],0.6,1.85,295.0,0.8874189853668213
Neural-ECF[peaks],0.6,1.85,295.0,0.8874189853668213
MIDAST[KS],0.6,1.85,,26.9207661151886
Neural-ECF[argmax],0.6,1.85,325.0,0.8692269325256348
Neural-ECF[peaks],0.6,1.85,325.0,0.8692269325256348
MIDAST[KS],0.6,1.85,,26.88011407852173
Neural-ECF[argmax],0.6,1.85,250.0,0.8809220790863037
Neural-ECF[peaks],0.6,1.85,250.0,0.8809220790863037
MIDAST[KS],0.6,1.85,,27.111183166503906
Neural-ECF[argmax],0.6,1.85,15.0,0.863447904586792
Neural-ECF[peaks],0.6,1.85,15.0,0.863447904586792
MIDAST[KS],0.6,1.85,,26.977472066879272
Neural-ECF[argmax],0.6,1.85,180.0,0.9195880889892578
Neural-ECF[peaks],0.6,1.85,180.0,0.9195880889892578
MIDAST[KS],0.6,1.85,,26.76163101196289
Neural-ECF[argmax],0.6,1.85,35.0,0.8548309803009033
Neural-ECF[peaks],0.6,1.85,35.0,0.8548309803009033
MIDAST[KS],0.6,1.85,,26.97803807258606
Neural-ECF[argmax],0.6,1.85,75.0,0.87857985496521
Neural-ECF[peaks],0.6,1.85,75.0,0.87857985496521
MIDAST[KS],0.6,1.85,,26.831021070480347
Neural-ECF[argmax],0.6,1.85,300.0,0.8650741577148438
Neural-ECF[peaks],0.6,1.85,300.0,0.8650741577148438
MIDAST[KS],0.6,1.85,,26.389604091644287
Neural-ECF[argmax],0.6,1.85,10.0,0.8591890335083008
Neural-ECF[peaks],0.6,1.85,10.0,0.8591890335083008
MIDAST[KS],0.6,1.85,,26.6854031085968
Neural-ECF[argmax],0.6,1.85,140.0,0.8692159652709961
Neural-ECF[peaks],0.6,1.85,140.0,0.8692159652709961
MIDAST[KS],0.6,1.85,,26.610880136489868
Neural-ECF[argmax],0.6,1.85,10.0,0.8724868297576904
Neural-ECF[peaks],0.6,1.85,10.0,0.8724868297576904
MIDAST[KS],0.6,1.85,,26.61939787864685
Neural-ECF[argmax],0.6,1.85,75.0,0.9050118923187256
Neural-ECF[peaks],0.6,1.85,75.0,0.9050118923187256
MIDAST[KS],0.6,1.85,,26.864235162734985
Neural-ECF[argmax],0.6,1.85,205.0,0.8840968608856201
Neural-ECF[peaks],0.6,1.85,205.0,0.8840968608856201
MIDAST[KS],0.6,1.85,,26.3911030292511
Neural-ECF[argmax],0.6,1.85,35.0,0.8513803482055664
Neural-ECF[peaks],0.6,1.85,35.0,0.8513803482055664
MIDAST[KS],0.6,1.85,,26.315670013427734
Neural-ECF[argmax],0.6,1.85,240.0,0.8497130870819092
Neural-ECF[peaks],0.6,1.85,240.0,0.8497130870819092
MIDAST[KS],0.6,1.85,,26.22641086578369
Neural-ECF[argmax],0.6,1.85,25.0,0.8506460189819336
Neural-ECF[peaks],0.6,1.85,25.0,0.8506460189819336
MIDAST[KS],0.6,1.85,,26.421502828598022
Neural-ECF[argmax],0.6,1.85,225.0,0.8586759567260742
Neural-ECF[peaks],0.6,1.85,225.0,0.8586759567260742
MIDAST[KS],0.6,1.85,,26.2703218460083
Neural-ECF[argmax],0.6,1.85,45.0,0.8518290519714355
Neural-ECF[peaks],0.6,1.85,45.0,0.8518290519714355
MIDAST[KS],0.6,1.85,,26.31160306930542
Neural-ECF[argmax],0.6,1.85,10.0,0.869117021560669
Neural-ECF[peaks],0.6,1.85,10.0,0.869117021560669
MIDAST[KS],0.6,1.85,,26.527276039123535
Neural-ECF[argmax],0.6,1.85,25.0,0.856931209564209
Neural-ECF[peaks],0.6,1.85,25.0,0.856931209564209
MIDAST[KS],0.6,1.85,,26.565732955932617
Neural-ECF[argmax],0.6,1.85,15.0,0.8542311191558838
Neural-ECF[peaks],0.6,1.85,15.0,0.8542311191558838
MIDAST[KS],0.6,1.85,,26.465065956115723
Neural-ECF[argmax],0.6,1.85,30.0,0.8505518436431885
Neural-ECF[peaks],0.6,1.85,30.0,0.8505518436431885
MIDAST[KS],0.6,1.85,,26.386142015457153
Neural-ECF[argmax],0.6,1.85,50.0,0.86651611328125
Neural-ECF[peaks],0.6,1.85,50.0,0.86651611328125
MIDAST[KS],0.6,1.85,,26.450494289398193
Neural-ECF[argmax],0.6,1.85,30.0,0.870640754699707
Neural-ECF[peaks],0.6,1.85,30.0,0.870640754699707
MIDAST[KS],0.6,1.85,,26.377724170684814
Neural-ECF[argmax],0.6,1.85,60.0,0.8542470932006836
Neural-ECF[peaks],0.6,1.85,60.0,0.8542470932006836
MIDAST[KS],0.6,1.85,,26.76581382751465
Neural-ECF[argmax],0.6,1.85,30.0,0.8736310005187988
Neural-ECF[peaks],0.6,1.85,30.0,0.8736310005187988
MIDAST[KS],0.6,1.85,,26.276952266693115
Neural-ECF[argmax],0.6,1.85,20.0,0.891308069229126
Neural-ECF[peaks],0.6,1.85,20.0,0.891308069229126
MIDAST[KS],0.6,1.85,,26.593379259109497
Neural-ECF[argmax],0.6,1.85,200.0,0.844635009765625
Neural-ECF[peaks],0.6,1.85,35.0,0.844635009765625
MIDAST[KS],0.6,1.85,,26.25565004348755
Neural-ECF[argmax],0.6,1.85,190.0,0.853978157043457
Neural-ECF[peaks],0.6,1.85,190.0,0.853978157043457
MIDAST[KS],0.6,1.85,,26.441064834594727
Neural-ECF[argmax],0.6,1.85,5.0,0.9844868183135986
Neural-ECF[peaks],0.6,1.85,5.0,0.9844868183135986
MIDAST[KS],0.6,1.85,,26.152562141418457
Neural-ECF[argmax],0.6,1.85,55.0,0.8380820751190186
Neural-ECF[peaks],0.6,1.85,55.0,0.8380820751190186
MIDAST[KS],0.6,1.85,,26.418802976608276
Neural-ECF[argmax],0.6,1.85,10.0,0.851315975189209
Neural-ECF[peaks],0.6,1.85,10.0,0.851315975189209
MIDAST[KS],0.6,1.85,,26.448949098587036
Neural-ECF[argmax],0.6,1.85,35.0,0.8431811332702637
Neural-ECF[peaks],0.6,1.85,35.0,0.8431811332702637
MIDAST[KS],0.6,1.85,,26.5439670085907
Neural-ECF[argmax],0.6,1.85,185.0,0.8527588844299316
Neural-ECF[peaks],0.6,1.85,185.0,0.8527588844299316
MIDAST[KS],0.6,1.85,,26.62187695503235
Neural-ECF[argmax],0.6,1.85,10.0,0.8189187049865723
Neural-ECF[peaks],0.6,1.85,10.0,0.8189187049865723
MIDAST[KS],0.6,1.85,,26.675605058670044
Neural-ECF[argmax],0.6,1.85,30.0,0.8518528938293457
Neural-ECF[peaks],0.6,1.85,30.0,0.8518528938293457
MIDAST[KS],0.6,1.85,,26.61799716949463
Neural-ECF[argmax],0.6,1.85,5.0,0.8518199920654297
Neural-ECF[peaks],0.6,1.85,5.0,0.8518199920654297
MIDAST[KS],0.6,1.85,,26.7221941947937
Neural-ECF[argmax],0.6,1.85,105.0,0.852283239364624
Neural-ECF[peaks],0.6,1.85,105.0,0.852283239364624
MIDAST[KS],0.6,1.85,,26.886354207992554
Neural-ECF[argmax],0.6,1.85,0.0,0.8764863014221191
Neural-ECF[peaks],0.6,1.85,0.0,0.8764863014221191
MIDAST[KS],0.6,1.85,,26.551599740982056
Neural-ECF[argmax],0.6,1.85,290.0,0.8307321071624756
Neural-ECF[peaks],0.6,1.85,290.0,0.8307321071624756
MIDAST[KS],0.6,1.85,,26.44707703590393
Neural-ECF[argmax],0.6,1.85,85.0,0.8731362819671631
Neural-ECF[peaks],0.6,1.85,85.0,0.8731362819671631
MIDAST[KS],0.6,1.85,,26.276732206344604
Neural-ECF[argmax],0.6,1.85,280.0,0.8375797271728516
Neural-ECF[peaks],0.6,1.85,280.0,0.8375797271728516
MIDAST[KS],0.6,1.85,,26.3646080493927
Neural-ECF[argmax],0.6,1.85,315.0,0.8591270446777344
Neural-ECF[peaks],0.6,1.85,315.0,0.8591270446777344
MIDAST[KS],0.6,1.85,,26.416777849197388
Neural-ECF[argmax],0.6,1.85,55.0,0.8578629493713379
Neural-ECF[peaks],0.6,1.85,55.0,0.8578629493713379
MIDAST[KS],0.6,1.85,,26.362472772598267
Neural-ECF[argmax],0.6,1.85,15.0,0.8406040668487549
Neural-ECF[peaks],0.6,1.85,15.0,0.8406040668487549
MIDAST[KS],0.6,1.85,,26.46937084197998
Neural-ECF[argmax],0.6,1.85,315.0,0.8761599063873291
Neural-ECF[peaks],0.6,1.85,315.0,0.8761599063873291
MIDAST[KS],0.6,1.85,,26.356548070907593
Neural-ECF[argmax],0.6,1.85,175.0,0.8568589687347412
Neural-ECF[peaks],0.6,1.85,175.0,0.8568589687347412
MIDAST[KS],0.6,1.85,,26.667714834213257
Neural-ECF[argmax],0.6,1.85,5.0,0.9472589492797852
Neural-ECF[peaks],0.6,1.85,5.0,0.9472589492797852
MIDAST[KS],0.6,1.85,,26.583432912826538
Neural-ECF[argmax],0.6,1.85,165.0,0.8428912162780762
Neural-ECF[peaks],0.6,1.85,165.0,0.8428912162780762
MIDAST[KS],0.6,1.85,,26.438231945037842
Neural-ECF[argmax],0.6,1.85,315.0,0.8367900848388672
Neural-ECF[peaks],0.6,1.85,5.0,0.8367900848388672
MIDAST[KS],0.6,1.85,,26.44831109046936
Neural-ECF[argmax],0.6,1.85,170.0,0.8587379455566406
Neural-ECF[peaks],0.6,1.85,170.0,0.8587379455566406
MIDAST[KS],0.6,1.85,,26.347224950790405
Neural-ECF[argmax],0.6,1.85,300.0,0.8465540409088135
Neural-ECF[peaks],0.6,1.85,300.0,0.8465540409088135
MIDAST[KS],0.6,1.85,,26.381155729293823
Neural-ECF[argmax],0.6,1.85,220.0,0.8289728164672852
Neural-ECF[peaks],0.6,1.85,220.0,0.8289728164672852
MIDAST[KS],0.6,1.85,,26.33438515663147
Neural-ECF[argmax],0.6,1.85,5.0,0.8472518920898438
Neural-ECF[peaks],0.6,1.85,5.0,0.8472518920898438
MIDAST[KS],0.6,1.85,,26.51209306716919
Neural-ECF[argmax],0.6,1.85,325.0,0.8597540855407715
Neural-ECF[peaks],0.6,1.85,325.0,0.8597540855407715
MIDAST[KS],0.6,1.85,,26.382285118103027
Neural-ECF[argmax],0.6,1.85,325.0,0.8578722476959229
Neural-ECF[peaks],0.6,1.85,325.0,0.8578722476959229
MIDAST[KS],0.6,1.85,,26.35162091255188
Neural-ECF[argmax],0.6,1.85,155.0,0.8551309108734131
Neural-ECF[peaks],0.6,1.85,155.0,0.8551309108734131
MIDAST[KS],0.6,1.85,,26.60097575187683
Neural-ECF[argmax],0.6,1.85,45.0,0.8606548309326172
Neural-ECF[peaks],0.6,1.85,45.0,0.8606548309326172
MIDAST[KS],0.6,1.85,,26.36414885520935
Neural-ECF[argmax],0.6,1.85,10.0,0.8520236015319824
Neural-ECF[peaks],0.6,1.85,10.0,0.8520236015319824
MIDAST[KS],0.6,1.85,,26.344192028045654
Neural-ECF[argmax],0.6,1.85,195.0,0.8424220085144043
Neural-ECF[peaks],0.6,1.85,195.0,0.8424220085144043
MIDAST[KS],0.6,1.85,,26.325261116027832
Neural-ECF[argmax],0.6,1.85,275.0,0.8563928604125977
Neural-ECF[peaks],0.6,1.85,275.0,0.8563928604125977
MIDAST[KS],0.6,1.85,,26.255738973617554
Neural-ECF[argmax],0.6,1.85,5.0,0.8463759422302246
Neural-ECF[peaks],0.6,1.85,5.0,0.8463759422302246
MIDAST[KS],0.6,1.85,,26.344784021377563
Neural-ECF[argmax],0.6,1.85,80.0,0.8603000640869141
Neural-ECF[peaks],0.6,1.85,80.0,0.8603000640869141
MIDAST[KS],0.6,1.85,,26.33088517189026
Neural-ECF[argmax],0.6,1.85,70.0,0.9731841087341309
Neural-ECF[peaks],0.6,1.85,70.0,0.9731841087341309
MIDAST[KS],0.6,1.85,,26.54202175140381
Neural-ECF[argmax],0.6,1.85,20.0,0.922335147857666
Neural-ECF[peaks],0.6,1.85,20.0,0.922335147857666
MIDAST[KS],0.6,1.85,,26.380815744400024
Neural-ECF[argmax],0.6,1.85,250.0,0.8844492435455322
Neural-ECF[peaks],0.6,1.85,250.0,0.8844492435455322
MIDAST[KS],0.6,1.85,,26.35278296470642
Neural-ECF[argmax],0.6,1.85,290.0,0.8709969520568848
Neural-ECF[peaks],0.6,1.85,290.0,0.8709969520568848
MIDAST[KS],0.6,1.85,,26.459813833236694
Neural-ECF[argmax],0.6,1.85,265.0,0.8427660465240479
Neural-ECF[peaks],0.6,1.85,265.0,0.8427660465240479
MIDAST[KS],0.6,1.85,,26.283748149871826
Neural-ECF[argmax],0.6,1.85,300.0,0.8357629776000977
Neural-ECF[peaks],0.6,1.85,300.0,0.8357629776000977
MIDAST[KS],0.6,1.85,,26.693753242492676
Neural-ECF[argmax],0.6,1.85,305.0,0.8517041206359863
Neural-ECF[peaks],0.6,1.85,305.0,0.8517041206359863
MIDAST[KS],0.6,1.85,,26.480170011520386
Neural-ECF[argmax],0.6,1.85,325.0,0.8589949607849121
Neural-ECF[peaks],0.6,1.85,325.0,0.8589949607849121
MIDAST[KS],0.6,1.85,,26.63337802886963
Neural-ECF[argmax],0.6,1.85,140.0,0.8703460693359375
Neural-ECF[peaks],0.6,1.85,140.0,0.8703460693359375
MIDAST[KS],0.6,1.85,,26.61286687850952
Neural-ECF[argmax],0.6,1.85,185.0,0.8386759757995605
Neural-ECF[peaks],0.6,1.85,185.0,0.8386759757995605
MIDAST[KS],0.6,1.85,,26.587868213653564
Neural-ECF[argmax],0.6,1.85,90.0,0.8778901100158691
Neural-ECF[peaks],0.6,1.85,90.0,0.8778901100158691
MIDAST[KS],0.6,1.85,,26.30965495109558
Neural-ECF[argmax],0.6,1.85,10.0,0.8524661064147949
Neural-ECF[peaks],0.6,1.85,10.0,0.8524661064147949
MIDAST[KS],0.6,1.85,,26.685611963272095
Neural-ECF[argmax],0.6,1.85,20.0,0.8852841854095459
Neural-ECF[peaks],0.6,1.85,20.0,0.8852841854095459
MIDAST[KS],0.6,1.85,,26.227954864501953
Neural-ECF[argmax],0.6,1.85,75.0,0.8276059627532959
Neural-ECF[peaks],0.6,1.85,75.0,0.8276059627532959
MIDAST[KS],0.6,1.85,,26.338743209838867
Neural-ECF[argmax],0.6,1.85,25.0,0.8549699783325195
Neural-ECF[peaks],0.6,1.85,25.0,0.8549699783325195
MIDAST[KS],0.6,1.85,,26.29265594482422
Neural-ECF[argmax],0.6,1.85,305.0,0.8937230110168457
Neural-ECF[peaks],0.6,1.85,305.0,0.8937230110168457
MIDAST[KS],0.6,1.85,,26.216254949569702
Neural-ECF[argmax],0.6,1.85,10.0,0.850430965423584
Neural-ECF[peaks],0.6,1.85,10.0,0.850430965423584
MIDAST[KS],0.6,1.85,,26.410628080368042
Neural-ECF[argmax],0.6,1.85,70.0,0.8245301246643066
Neural-ECF[peaks],0.6,1.85,70.0,0.8245301246643066
MIDAST[KS],0.6,1.85,,26.206995964050293
Neural-ECF[argmax],0.6,1.85,5.0,0.8915750980377197
Neural-ECF[peaks],0.6,1.85,5.0,0.8915750980377197
MIDAST[KS],0.6,1.85,,26.170753955841064
Neural-ECF[argmax],0.6,1.85,295.0,0.8468992710113525
Neural-ECF[peaks],0.6,1.85,295.0,0.8468992710113525
MIDAST[KS],0.6,1.85,,26.25983190536499
Neural-ECF[argmax],0.6,1.85,90.0,0.9193217754364014
Neural-ECF[peaks],0.6,1.85,90.0,0.9193217754364014
MIDAST[KS],0.6,1.85,,26.16590189933777
Neural-ECF[argmax],0.6,1.85,245.0,0.8475730419158936
Neural-ECF[peaks],0.6,1.85,245.0,0.8475730419158936
MIDAST[KS],0.6,1.85,,26.110638856887817
Neural-ECF[argmax],0.6,1.85,250.0,0.8502471446990967
Neural-ECF[peaks],0.6,1.85,250.0,0.8502471446990967
MIDAST[KS],0.6,1.85,,26.267937183380127
Neural-ECF[argmax],0.6,1.85,10.0,0.8469641208648682
Neural-ECF[peaks],0.6,1.85,10.0,0.8469641208648682
MIDAST[KS],0.6,1.85,,26.378691911697388
Neural-ECF[argmax],0.6,1.85,15.0,0.9296250343322754
Neural-ECF[peaks],0.6,1.85,15.0,0.9296250343322754
MIDAST[KS],0.6,1.85,,26.111868143081665
Neural-ECF[argmax],0.6,1.85,55.0,0.847383975982666
Neural-ECF[peaks],0.6,1.85,55.0,0.847383975982666
MIDAST[KS],0.6,1.85,,25.97934889793396
Neural-ECF[argmax],0.6,1.85,100.0,0.8426258563995361
Neural-ECF[peaks],0.6,1.85,100.0,0.8426258563995361
MIDAST[KS],0.6,1.85,,26.401952028274536
Neural-ECF[argmax],0.6,1.85,240.0,0.840919017791748
Neural-ECF[peaks],0.6,1.85,240.0,0.840919017791748
MIDAST[KS],0.6,1.85,,26.20680594444275
Neural-ECF[argmax],0.6,1.85,270.0,0.8318679332733154
Neural-ECF[peaks],0.6,1.85,270.0,0.8318679332733154
MIDAST[KS],0.6,1.85,,26.372223138809204
Neural-ECF[argmax],0.6,1.85,25.0,0.8340339660644531
Neural-ECF[peaks],0.6,1.85,25.0,0.8340339660644531
MIDAST[KS],0.6,1.85,,26.1357159614563
Neural-ECF[argmax],0.6,1.85,270.0,0.8378710746765137
Neural-ECF[peaks],0.6,1.85,270.0,0.8378710746765137
MIDAST[KS],0.6,1.85,,26.271708011627197
Neural-ECF[argmax],0.6,1.85,10.0,0.8843886852264404
Neural-ECF[peaks],0.6,1.85,10.0,0.8843886852264404
MIDAST[KS],0.6,1.85,,26.2135009765625
Neural-ECF[argmax],0.6,1.85,25.0,0.8281829357147217
Neural-ECF[peaks],0.6,1.85,25.0,0.8281829357147217
MIDAST[KS],0.6,1.85,,26.307315826416016
Neural-ECF[argmax],0.6,1.85,30.0,0.8356142044067383
Neural-ECF[peaks],0.6,1.85,30.0,0.8356142044067383
MIDAST[KS],0.6,1.85,,26.329104900360107
Neural-ECF[argmax],0.6,1.85,145.0,0.8755531311035156
Neural-ECF[peaks],0.6,1.85,145.0,0.8755531311035156
MIDAST[KS],0.6,1.85,,26.28948211669922
Neural-ECF[argmax],0.6,1.85,325.0,0.8401508331298828
Neural-ECF[peaks],0.6,1.85,325.0,0.8401508331298828
MIDAST[KS],0.6,1.85,,26.213326930999756
Neural-ECF[argmax],0.6,1.85,85.0,0.8507809638977051
Neural-ECF[peaks],0.6,1.85,85.0,0.8507809638977051
MIDAST[KS],0.6,1.85,,26.154998064041138
Neural-ECF[argmax],0.6,1.85,5.0,0.8586239814758301
Neural-ECF[peaks],0.6,1.85,5.0,0.8586239814758301
MIDAST[KS],0.6,1.85,,26.355112075805664
Neural-ECF[argmax],0.6,1.85,135.0,0.8416283130645752
Neural-ECF[peaks],0.6,1.85,135.0,0.8416283130645752
MIDAST[KS],0.6,1.85,,26.60340905189514
Neural-ECF[argmax],0.6,1.85,75.0,0.8530540466308594
Neural-ECF[peaks],0.6,1.85,75.0,0.8530540466308594
MIDAST[KS],0.6,1.85,,26.18859601020813
Neural-ECF[argmax],0.6,1.85,5.0,0.8810207843780518
Neural-ECF[peaks],0.6,1.85,5.0,0.8810207843780518
MIDAST[KS],0.6,1.85,,26.481773138046265
Neural-ECF[argmax],0.6,1.85,15.0,0.8223230838775635
Neural-ECF[peaks],0.6,1.85,15.0,0.8223230838775635
MIDAST[KS],0.6,1.85,,26.483550310134888
Neural-ECF[argmax],0.6,1.85,10.0,0.8520898818969727
Neural-ECF[peaks],0.6,1.85,10.0,0.8520898818969727
MIDAST[KS],0.6,1.85,,26.401583194732666
Neural-ECF[argmax],0.6,1.85,15.0,0.8528389930725098
Neural-ECF[peaks],0.6,1.85,15.0,0.8528389930725098
MIDAST[KS],0.6,1.85,,26.178460121154785
Neural-ECF[argmax],0.6,1.85,40.0,0.8412139415740967
Neural-ECF[peaks],0.6,1.85,40.0,0.8412139415740967
MIDAST[KS],0.6,1.85,,26.272334814071655
Neural-ECF[argmax],0.6,1.85,10.0,0.8491337299346924
Neural-ECF[peaks],0.6,1.85,10.0,0.8491337299346924
MIDAST[KS],0.6,1.85,,26.181760787963867
Neural-ECF[argmax],0.6,1.85,75.0,0.8558199405670166
Neural-ECF[peaks],0.6,1.85,75.0,0.8558199405670166
MIDAST[KS],0.6,1.85,,26.433216094970703
Neural-ECF[argmax],0.6,1.85,15.0,0.8415019512176514
Neural-ECF[peaks],0.6,1.85,15.0,0.8415019512176514
MIDAST[KS],0.6,1.85,,26.284310817718506
Neural-ECF[argmax],0.6,1.85,85.0,0.8787062168121338
Neural-ECF[peaks],0.6,1.85,85.0,0.8787062168121338
MIDAST[KS],0.6,1.85,,26.373575925827026
Neural-ECF[argmax],0.6,1.85,265.0,0.8222060203552246
Neural-ECF[peaks],0.6,1.85,265.0,0.8222060203552246
MIDAST[KS],0.6,1.85,,26.11553192138672
Neural-ECF[argmax],0.6,1.85,50.0,0.8421449661254883
Neural-ECF[peaks],0.6,1.85,50.0,0.8421449661254883
MIDAST[KS],0.6,1.85,,25.989917039871216
Neural-ECF[argmax],0.6,1.85,270.0,0.9819610118865967
Neural-ECF[peaks],0.6,1.85,270.0,0.9819610118865967
MIDAST[KS],0.6,1.85,,26.30577301979065
Neural-ECF[argmax],0.6,1.85,20.0,0.8521468639373779
Neural-ECF[peaks],0.6,1.85,20.0,0.8521468639373779
MIDAST[KS],0.6,1.85,,26.105690002441406
Neural-ECF[argmax],0.6,1.85,320.0,0.8545348644256592
Neural-ECF[peaks],0.6,1.85,320.0,0.8545348644256592
MIDAST[KS],0.6,1.85,,26.302606105804443
Neural-ECF[argmax],0.6,1.85,15.0,0.8311259746551514
Neural-ECF[peaks],0.6,1.85,15.0,0.8311259746551514
MIDAST[KS],0.6,1.85,,26.220463037490845
Neural-ECF[argmax],0.6,1.85,280.0,0.8345828056335449
Neural-ECF[peaks],0.6,1.85,280.0,0.8345828056335449
MIDAST[KS],0.6,1.85,,26.398377895355225
Neural-ECF[argmax],0.6,1.85,70.0,0.843829870223999
Neural-ECF[peaks],0.6,1.85,70.0,0.843829870223999
MIDAST[KS],0.6,1.85,,26.274527072906494
Neural-ECF[argmax],0.6,1.85,170.0,0.8849501609802246
Neural-ECF[peaks],0.6,1.85,170.0,0.8849501609802246
MIDAST[KS],0.6,1.85,,26.411237239837646
Neural-ECF[argmax],0.6,1.85,5.0,0.8478808403015137
Neural-ECF[peaks],0.6,1.85,5.0,0.8478808403015137
MIDAST[KS],0.6,1.85,,26.402090072631836
Neural-ECF[argmax],0.6,1.85,0.0,0.8610620498657227
Neural-ECF[peaks],0.6,1.85,0.0,0.8610620498657227
MIDAST[KS],0.6,1.85,,26.035380125045776
Neural-ECF[argmax],0.6,1.85,285.0,0.8490040302276611
Neural-ECF[peaks],0.6,1.85,285.0,0.8490040302276611
MIDAST[KS],0.6,1.85,,26.436595916748047
Neural-ECF[argmax],0.6,1.85,105.0,0.8597538471221924
Neural-ECF[peaks],0.6,1.85,105.0,0.8597538471221924
MIDAST[KS],0.6,1.85,,26.28774666786194
Neural-ECF[argmax],0.6,1.85,110.0,0.8364789485931396
Neural-ECF[peaks],0.6,1.85,110.0,0.8364789485931396
MIDAST[KS],0.6,1.85,,26.22101902961731
