Method,rho2,alpha2,MAE,time_s
Neural-ECF[argmax],-0.3,1.5,0.0,0.7755839824676514
Neural-ECF[peaks],-0.3,1.5,0.0,0.7755839824676514
MIDAST[KS],-0.3,1.5,1.0,23.275175094604492
Neural-ECF[argmax],-0.3,1.5,0.0,0.8076579570770264
Neural-ECF[peaks],-0.3,1.5,0.0,0.8076579570770264
MIDAST[KS],-0.3,1.5,0.0,24.382014989852905
Neural-ECF[argmax],-0.3,1.5,0.0,0.8250610828399658
Neural-ECF[peaks],-0.3,1.5,0.0,0.8250610828399658
MIDAST[KS],-0.3,1.5,0.0,24.591715097427368
Neural-ECF[argmax],-0.3,1.5,15.0,0.8165318965911865
Neural-ECF[peaks],-0.3,1.5,15.0,0.8165318965911865
MIDAST[KS],-0.3,1.5,0.0,25.33299708366394
Neural-ECF[argmax],-0.3,1.5,0.0,0.8472151756286621
Neural-ECF[peaks],-0.3,1.5,0.0,0.8472151756286621
MIDAST[KS],-0.3,1.5,0.0,26.434563159942627
Neural-ECF[argmax],-0.3,1.5,0.0,0.9158322811126709
Neural-ECF[peaks],-0.3,1.5,0.0,0.9158322811126709
MIDAST[KS],-0.3,1.5,0.0,27.882380962371826
Neural-ECF[argmax],-0.3,1.5,0.0,0.9371378421783447
Neural-ECF[peaks],-0.3,1.5,0.0,0.9371378421783447
MIDAST[KS],-0.3,1.5,0.0,29.426674842834473
Neural-ECF[argmax],-0.3,1.5,0.0,0.9830718040466309
Neural-ECF[peaks],-0.3,1.5,0.0,0.9830718040466309
MIDAST[KS],-0.3,1.5,0.0,30.742905139923096
Neural-ECF[argmax],-0.3,1.5,0.0,1.0087130069732666
Neural-ECF[peaks],-0.3,1.5,0.0,1.0087130069732666
MIDAST[KS],-0.3,1.5,1.0,30.93663191795349
Neural-ECF[argmax],-0.3,1.5,0.0,1.0112478733062744
Neural-ECF[peaks],-0.3,1.5,0.0,1.0112478733062744
MIDAST[KS],-0.3,1.5,0.0,31.437391996383667
Neural-ECF[argmax],-0.3,1.5,0.0,1.0177500247955322
Neural-ECF[peaks],-0.3,1.5,0.0,1.0177500247955322
MIDAST[KS],-0.3,1.5,0.0,32.14650583267212
Neural-ECF[argmax],-0.3,1.5,0.0,1.0864388942718506
Neural-ECF[peaks],-0.3,1.5,0.0,1.0864388942718506
MIDAST[KS],-0.3,1.5,0.0,32.45620822906494
Neural-ECF[argmax],-0.3,1.5,5.0,1.027421236038208
Neural-ECF[peaks],-0.3,1.5,5.0,1.027421236038208
MIDAST[KS],-0.3,1.5,0.0,32.376407861709595
Neural-ECF[argmax],-0.3,1.5,0.0,1.0092308521270752
Neural-ECF[peaks],-0.3,1.5,0.0,1.0092308521270752
MIDAST[KS],-0.3,1.5,0.0,32.779135942459106
Neural-ECF[argmax],-0.3,1.5,0.0,1.0670239925384521
Neural-ECF[peaks],-0.3,1.5,0.0,1.0670239925384521
MIDAST[KS],-0.3,1.5,3.0,31.97908902168274
Neural-ECF[argmax],-0.3,1.5,0.0,1.0890610218048096
Neural-ECF[peaks],-0.3,1.5,0.0,1.0890610218048096
MIDAST[KS],-0.3,1.5,3.0,32.158008098602295
Neural-ECF[argmax],-0.3,1.5,5.0,1.0047991275787354
Neural-ECF[peaks],-0.3,1.5,5.0,1.0047991275787354
MIDAST[KS],-0.3,1.5,1.0,31.94754695892334
Neural-ECF[argmax],-0.3,1.5,0.0,1.0061390399932861
Neural-ECF[peaks],-0.3,1.5,0.0,1.0061390399932861
MIDAST[KS],-0.3,1.5,0.0,31.143280029296875
Neural-ECF[argmax],-0.3,1.5,0.0,1.016831874847412
Neural-ECF[peaks],-0.3,1.5,0.0,1.016831874847412
MIDAST[KS],-0.3,1.5,0.0,31.285150051116943
Neural-ECF[argmax],-0.3,1.5,0.0,0.9985940456390381
Neural-ECF[peaks],-0.3,1.5,0.0,0.9985940456390381
MIDAST[KS],-0.3,1.5,0.0,31.240762948989868
Neural-ECF[argmax],-0.3,1.5,0.0,0.9671969413757324
Neural-ECF[peaks],-0.3,1.5,0.0,0.9671969413757324
MIDAST[KS],-0.3,1.5,1.0,30.344494104385376
Neural-ECF[argmax],-0.3,1.5,5.0,0.9650540351867676
Neural-ECF[peaks],-0.3,1.5,5.0,0.9650540351867676
MIDAST[KS],-0.3,1.5,0.0,30.508734226226807
Neural-ECF[argmax],-0.3,1.5,5.0,1.0171668529510498
Neural-ECF[peaks],-0.3,1.5,5.0,1.0171668529510498
MIDAST[KS],-0.3,1.5,2.0,31.296010971069336
Neural-ECF[argmax],-0.3,1.5,0.0,0.975714921951294
Neural-ECF[peaks],-0.3,1.5,0.0,0.975714921951294
MIDAST[KS],-0.3,1.5,1.0,30.699050188064575
Neural-ECF[argmax],-0.3,1.5,0.0,0.9966583251953125
Neural-ECF[peaks],-0.3,1.5,0.0,0.9966583251953125
MIDAST[KS],-0.3,1.5,3.0,30.66960310935974
Neural-ECF[argmax],-0.3,1.5,0.0,0.9707822799682617
Neural-ECF[peaks],-0.3,1.5,0.0,0.9707822799682617
MIDAST[KS],-0.3,1.5,2.0,30.283607006072998
Neural-ECF[argmax],-0.3,1.5,0.0,0.9652068614959717
Neural-ECF[peaks],-0.3,1.5,0.0,0.9652068614959717
MIDAST[KS],-0.3,1.5,0.0,29.860766172409058
Neural-ECF[argmax],-0.3,1.5,0.0,0.9437990188598633
Neural-ECF[peaks],-0.3,1.5,0.0,0.9437990188598633
MIDAST[KS],-0.3,1.5,2.0,29.84561800956726
Neural-ECF[argmax],-0.3,1.5,0.0,0.9621322154998779
Neural-ECF[peaks],-0.3,1.5,0.0,0.9621322154998779
MIDAST[KS],-0.3,1.5,0.0,30.226594924926758
Neural-ECF[argmax],-0.3,1.5,0.0,1.0081541538238525
Neural-ECF[peaks],-0.3,1.5,0.0,1.0081541538238525
MIDAST[KS],-0.3,1.5,0.0,30.377787828445435
Neural-ECF[argmax],-0.3,1.5,0.0,0.9789810180664062
Neural-ECF[peaks],-0.3,1.5,0.0,0.9789810180664062
MIDAST[KS],-0.3,1.5,0.0,30.51426410675049
Neural-ECF[argmax],-0.3,1.5,0.0,0.9910149574279785
Neural-ECF[peaks],-0.3,1.5,0.0,0.9910149574279785
MIDAST[KS],-0.3,1.5,0.0,30.502307891845703
Neural-ECF[argmax],-0.3,1.5,0.0,1.0090160369873047
Neural-ECF[peaks],-0.3,1.5,0.0,1.0090160369873047
MIDAST[KS],-0.3,1.5,0.0,30.19484806060791
Neural-ECF[argmax],-0.3,1.5,0.0,0.9759490489959717
Neural-ECF[peaks],-0.3,1.5,0.0,0.9759490489959717
MIDAST[KS],-0.3,1.5,0.0,30.093095064163208
Neural-ECF[argmax],-0.3,1.5,10.0,0.9825870990753174
Neural-ECF[peaks],-0.3,1.5,10.0,0.9825870990753174
MIDAST[KS],-0.3,1.5,2.0,30.432844877243042
Neural-ECF[argmax],-0.3,1.5,5.0,0.9676909446716309
Neural-ECF[peaks],-0.3,1.5,5.0,0.9676909446716309
MIDAST[KS],-0.3,1.5,2.0,30.045873880386353
Neural-ECF[argmax],-0.3,1.5,0.0,0.9910950660705566
Neural-ECF[peaks],-0.3,1.5,0.0,0.9910950660705566
MIDAST[KS],-0.3,1.5,0.0,29.806591987609863
Neural-ECF[argmax],-0.3,1.5,0.0,0.9534621238708496
Neural-ECF[peaks],-0.3,1.5,0.0,0.9534621238708496
MIDAST[KS],-0.3,1.5,0.0,29.992229223251343
Neural-ECF[argmax],-0.3,1.5,0.0,0.9407660961151123
Neural-ECF[peaks],-0.3,1.5,0.0,0.9407660961151123
MIDAST[KS],-0.3,1.5,0.0,28.976989269256592
Neural-ECF[argmax],-0.3,1.5,0.0,0.9216020107269287
Neural-ECF[peaks],-0.3,1.5,0.0,0.9216020107269287
MIDAST[KS],-0.3,1.5,1.0,28.83873224258423
Neural-ECF[argmax],-0.3,1.5,0.0,0.9123201370239258
Neural-ECF[peaks],-0.3,1.5,0.0,0.9123201370239258
MIDAST[KS],-0.3,1.5,1.0,28.13198709487915
Neural-ECF[argmax],-0.3,1.5,0.0,0.9272778034210205
Neural-ECF[peaks],-0.3,1.5,0.0,0.9272778034210205
MIDAST[KS],-0.3,1.5,0.0,28.163546085357666
Neural-ECF[argmax],-0.3,1.5,0.0,0.9124040603637695
Neural-ECF[peaks],-0.3,1.5,0.0,0.9124040603637695
MIDAST[KS],-0.3,1.5,0.0,28.156736850738525
Neural-ECF[argmax],-0.3,1.5,0.0,0.923814058303833
Neural-ECF[peaks],-0.3,1.5,0.0,0.923814058303833
MIDAST[KS],-0.3,1.5,1.0,28.61337399482727
Neural-ECF[argmax],-0.3,1.5,0.0,0.9463791847229004
Neural-ECF[peaks],-0.3,1.5,0.0,0.9463791847229004
MIDAST[KS],-0.3,1.5,2.0,28.809285879135132
Neural-ECF[argmax],-0.3,1.5,0.0,0.9756731986999512
Neural-ECF[peaks],-0.3,1.5,0.0,0.9756731986999512
MIDAST[KS],-0.3,1.5,0.0,28.758168935775757
Neural-ECF[argmax],-0.3,1.5,0.0,0.9202921390533447
Neural-ECF[peaks],-0.3,1.5,0.0,0.9202921390533447
MIDAST[KS],-0.3,1.5,0.0,28.6163067817688
Neural-ECF[argmax],-0.3,1.5,0.0,0.9115991592407227
Neural-ECF[peaks],-0.3,1.5,0.0,0.9115991592407227
MIDAST[KS],-0.3,1.5,0.0,28.318031072616577
Neural-ECF[argmax],-0.3,1.5,0.0,0.9465279579162598
Neural-ECF[peaks],-0.3,1.5,0.0,0.9465279579162598
MIDAST[KS],-0.3,1.5,0.0,28.34784698486328
Neural-ECF[argmax],-0.3,1.5,0.0,0.9222691059112549
Neural-ECF[peaks],-0.3,1.5,0.0,0.9222691059112549
MIDAST[KS],-0.3,1.5,2.0,28.513638734817505
Neural-ECF[argmax],-0.3,1.5,0.0,0.9243040084838867
Neural-ECF[peaks],-0.3,1.5,0.0,0.9243040084838867
MIDAST[KS],-0.3,1.5,0.0,28.734555959701538
Neural-ECF[argmax],-0.3,1.5,0.0,0.9083430767059326
Neural-ECF[peaks],-0.3,1.5,0.0,0.9083430767059326
MIDAST[KS],-0.3,1.5,2.0,28.740342140197754
Neural-ECF[argmax],-0.3,1.5,0.0,0.9061441421508789
Neural-ECF[peaks],-0.3,1.5,0.0,0.9061441421508789
MIDAST[KS],-0.3,1.5,0.0,28.793074131011963
Neural-ECF[argmax],-0.3,1.5,15.0,0.9266049861907959
Neural-ECF[peaks],-0.3,1.5,15.0,0.9266049861907959
MIDAST[KS],-0.3,1.5,2.0,28.39122200012207
Neural-ECF[argmax],-0.3,1.5,0.0,0.8914148807525635
Neural-ECF[peaks],-0.3,1.5,0.0,0.8914148807525635
MIDAST[KS],-0.3,1.5,2.0,27.953839778900146
Neural-ECF[argmax],-0.3,1.5,0.0,0.9096271991729736
Neural-ECF[peaks],-0.3,1.5,0.0,0.9096271991729736
MIDAST[KS],-0.3,1.5,0.0,27.76847219467163
Neural-ECF[argmax],-0.3,1.5,0.0,0.8959531784057617
Neural-ECF[peaks],-0.3,1.5,0.0,0.8959531784057617
MIDAST[KS],-0.3,1.5,0.0,27.95086097717285
Neural-ECF[argmax],-0.3,1.5,5.0,0.8775732517242432
Neural-ECF[peaks],-0.3,1.5,5.0,0.8775732517242432
MIDAST[KS],-0.3,1.5,0.0,27.656755208969116
Neural-ECF[argmax],-0.3,1.5,5.0,0.897968053817749
Neural-ECF[peaks],-0.3,1.5,5.0,0.897968053817749
MIDAST[KS],-0.3,1.5,0.0,112.06203603744507
Neural-ECF[argmax],-0.3,1.5,0.0,2.351271152496338
Neural-ECF[peaks],-0.3,1.5,0.0,2.351271152496338
MIDAST[KS],-0.3,1.5,0.0,19.096513986587524
Neural-ECF[argmax],-0.3,1.5,0.0,0.654592752456665
Neural-ECF[peaks],-0.3,1.5,0.0,0.654592752456665
MIDAST[KS],-0.3,1.5,2.0,1028.9816257953644
Neural-ECF[argmax],-0.3,1.5,0.0,0.6925220489501953
Neural-ECF[peaks],-0.3,1.5,0.0,0.6925220489501953
MIDAST[KS],-0.3,1.5,0.0,20.35015296936035
Neural-ECF[argmax],-0.3,1.5,0.0,0.6808440685272217
Neural-ECF[peaks],-0.3,1.5,0.0,0.6808440685272217
MIDAST[KS],-0.3,1.5,0.0,22.3505117893219
Neural-ECF[argmax],-0.3,1.5,0.0,0.8338489532470703
Neural-ECF[peaks],-0.3,1.5,0.0,0.8338489532470703
MIDAST[KS],-0.3,1.5,1.0,25.89428687095642
Neural-ECF[argmax],-0.3,1.5,0.0,0.9233779907226562
Neural-ECF[peaks],-0.3,1.5,0.0,0.9233779907226562
MIDAST[KS],-0.3,1.5,0.0,26.0344021320343
Neural-ECF[argmax],-0.3,1.5,0.0,0.8676559925079346
Neural-ECF[peaks],-0.3,1.5,0.0,0.8676559925079346
MIDAST[KS],-0.3,1.5,0.0,27.544036149978638
Neural-ECF[argmax],-0.3,1.5,0.0,0.980565071105957
Neural-ECF[peaks],-0.3,1.5,0.0,0.980565071105957
MIDAST[KS],-0.3,1.5,0.0,26.17054796218872
Neural-ECF[argmax],-0.3,1.5,0.0,0.8780291080474854
Neural-ECF[peaks],-0.3,1.5,0.0,0.8780291080474854
MIDAST[KS],-0.3,1.5,2.0,27.505613088607788
Neural-ECF[argmax],-0.3,1.5,0.0,0.9150562286376953
Neural-ECF[peaks],-0.3,1.5,0.0,0.9150562286376953
MIDAST[KS],-0.3,1.5,1.0,28.703290939331055
Neural-ECF[argmax],-0.3,1.5,0.0,0.8866822719573975
Neural-ECF[peaks],-0.3,1.5,0.0,0.8866822719573975
MIDAST[KS],-0.3,1.5,0.0,26.888137102127075
Neural-ECF[argmax],-0.3,1.5,0.0,1.0019218921661377
Neural-ECF[peaks],-0.3,1.5,0.0,1.0019218921661377
MIDAST[KS],-0.3,1.5,0.0,29.986884117126465
Neural-ECF[argmax],-0.3,1.5,5.0,1.0897290706634521
Neural-ECF[peaks],-0.3,1.5,5.0,1.0897290706634521
MIDAST[KS],-0.3,1.5,0.0,32.98774194717407
Neural-ECF[argmax],-0.3,1.5,0.0,1.1836678981781006
Neural-ECF[peaks],-0.3,1.5,0.0,1.1836678981781006
MIDAST[KS],-0.3,1.5,0.0,32.941072940826416
Neural-ECF[argmax],-0.3,1.5,0.0,1.0990099906921387
Neural-ECF[peaks],-0.3,1.5,0.0,1.0990099906921387
MIDAST[KS],-0.3,1.5,0.0,32.44341993331909
Neural-ECF[argmax],-0.3,1.5,0.0,1.2283189296722412
Neural-ECF[peaks],-0.3,1.5,0.0,1.2283189296722412
MIDAST[KS],-0.3,1.5,0.0,32.523839235305786
Neural-ECF[argmax],-0.3,1.5,0.0,0.9788012504577637
Neural-ECF[peaks],-0.3,1.5,0.0,0.9788012504577637
MIDAST[KS],-0.3,1.5,1.0,34.46397686004639
Neural-ECF[argmax],-0.3,1.5,0.0,0.9974591732025146
Neural-ECF[peaks],-0.3,1.5,0.0,0.9974591732025146
MIDAST[KS],-0.3,1.5,2.0,32.824647188186646
Neural-ECF[argmax],-0.3,1.5,5.0,1.0171189308166504
Neural-ECF[peaks],-0.3,1.5,5.0,1.0171189308166504
MIDAST[KS],-0.3,1.5,0.0,33.47529888153076
Neural-ECF[argmax],-0.3,1.5,5.0,0.9841389656066895
Neural-ECF[peaks],-0.3,1.5,5.0,0.9841389656066895
MIDAST[KS],-0.3,1.5,6.0,34.91607189178467
Neural-ECF[argmax],-0.3,1.5,5.0,1.2443060874938965
Neural-ECF[peaks],-0.3,1.5,5.0,1.2443060874938965
MIDAST[KS],-0.3,1.5,1.0,34.449780225753784
Neural-ECF[argmax],-0.3,1.5,0.0,1.1236140727996826
Neural-ECF[peaks],-0.3,1.5,0.0,1.1236140727996826
MIDAST[KS],-0.3,1.5,1.0,34.34982132911682
Neural-ECF[argmax],-0.3,1.5,0.0,1.042064905166626
Neural-ECF[peaks],-0.3,1.5,0.0,1.042064905166626
MIDAST[KS],-0.3,1.5,1.0,34.43173003196716
Neural-ECF[argmax],-0.3,1.5,0.0,1.038640022277832
Neural-ECF[peaks],-0.3,1.5,0.0,1.038640022277832
MIDAST[KS],-0.3,1.5,5.0,34.536622762680054
Neural-ECF[argmax],-0.3,1.5,0.0,1.0454421043395996
Neural-ECF[peaks],-0.3,1.5,0.0,1.0454421043395996
MIDAST[KS],-0.3,1.5,0.0,36.30556011199951
Neural-ECF[argmax],-0.3,1.5,25.0,1.0148711204528809
Neural-ECF[peaks],-0.3,1.5,25.0,1.0148711204528809
MIDAST[KS],-0.3,1.5,0.0,33.87873816490173
Neural-ECF[argmax],-0.3,1.5,5.0,1.2247118949890137
Neural-ECF[peaks],-0.3,1.5,5.0,1.2247118949890137
MIDAST[KS],-0.3,1.5,1.0,35.331087827682495
Neural-ECF[argmax],-0.3,1.5,0.0,1.026237964630127
Neural-ECF[peaks],-0.3,1.5,0.0,1.026237964630127
MIDAST[KS],-0.3,1.5,0.0,33.73026204109192
Neural-ECF[argmax],-0.3,1.5,0.0,1.0814690589904785
Neural-ECF[peaks],-0.3,1.5,0.0,1.0814690589904785
MIDAST[KS],-0.3,1.5,5.0,33.777546882629395
Neural-ECF[argmax],-0.3,1.5,0.0,1.0502510070800781
Neural-ECF[peaks],-0.3,1.5,0.0,1.0502510070800781
MIDAST[KS],-0.3,1.5,0.0,33.83077812194824
Neural-ECF[argmax],-0.3,1.5,5.0,1.050572156906128
Neural-ECF[peaks],-0.3,1.5,5.0,1.050572156906128
MIDAST[KS],-0.3,1.5,1.0,32.688838958740234
Neural-ECF[argmax],-0.3,1.5,25.0,1.0233919620513916
Neural-ECF[peaks],-0.3,1.5,25.0,1.0233919620513916
MIDAST[KS],-0.3,1.5,2.0,32.507981061935425
Neural-ECF[argmax],-0.3,1.5,0.0,1.0897448062896729
Neural-ECF[peaks],-0.3,1.5,0.0,1.0897448062896729
MIDAST[KS],-0.3,1.5,1.0,34.183100938797
Neural-ECF[argmax],-0.3,1.5,0.0,1.0561442375183105
Neural-ECF[peaks],-0.3,1.5,0.0,1.0561442375183105
MIDAST[KS],-0.3,1.5,0.0,34.62692475318909
Neural-ECF[argmax],-0.3,1.5,5.0,1.1395766735076904
Neural-ECF[peaks],-0.3,1.5,5.0,1.1395766735076904
MIDAST[KS],-0.3,1.5,0.0,35.63447904586792
Neural-ECF[argmax],-0.3,1.5,0.0,1.0883519649505615
Neural-ECF[peaks],-0.3,1.5,0.0,1.0883519649505615
MIDAST[KS],-0.3,1.5,0.0,36.12108898162842
Neural-ECF[argmax],-0.3,1.5,0.0,1.1053621768951416
Neural-ECF[peaks],-0.3,1.5,0.0,1.1053621768951416
MIDAST[KS],-0.3,1.5,2.0,35.72759199142456
Neural-ECF[argmax],-0.3,1.5,0.0,1.1137540340423584
Neural-ECF[peaks],-0.3,1.5,0.0,1.1137540340423584
MIDAST[KS],-0.3,1.5,0.0,36.22546100616455
Neural-ECF[argmax],-0.3,1.5,0.0,1.1413860321044922
Neural-ECF[peaks],-0.3,1.5,0.0,1.1413860321044922
MIDAST[KS],-0.3,1.5,0.0,36.131545305252075
Neural-ECF[argmax],-0.3,1.5,5.0,1.1149039268493652
Neural-ECF[peaks],-0.3,1.5,5.0,1.1149039268493652
MIDAST[KS],-0.3,1.5,0.0,36.345407009124756
Neural-ECF[argmax],-0.3,1.5,0.0,1.1330838203430176
Neural-ECF[peaks],-0.3,1.5,0.0,1.1330838203430176
MIDAST[KS],-0.3,1.5,1.0,35.91107702255249
Neural-ECF[argmax],-0.3,1.5,0.0,1.1302781105041504
Neural-ECF[peaks],-0.3,1.5,0.0,1.1302781105041504
MIDAST[KS],-0.3,1.5,0.0,36.237772941589355
Neural-ECF[argmax],-0.3,1.5,0.0,1.1896998882293701
Neural-ECF[peaks],-0.3,1.5,0.0,1.1896998882293701
MIDAST[KS],-0.3,1.5,2.0,37.147534132003784
Neural-ECF[argmax],-0.3,1.5,0.0,1.1806929111480713
Neural-ECF[peaks],-0.3,1.5,0.0,1.1806929111480713
MIDAST[KS],-0.3,1.5,0.0,37.96217608451843
Neural-ECF[argmax],-0.3,1.5,0.0,1.190148115158081
Neural-ECF[peaks],-0.3,1.5,0.0,1.190148115158081
MIDAST[KS],-0.3,1.5,1.0,38.391838788986206
Neural-ECF[argmax],-0.3,1.5,0.0,1.216956377029419
Neural-ECF[peaks],-0.3,1.5,0.0,1.216956377029419
MIDAST[KS],-0.3,1.5,0.0,37.14412713050842
Neural-ECF[argmax],-0.3,1.5,0.0,1.169065237045288
Neural-ECF[peaks],-0.3,1.5,0.0,1.169065237045288
MIDAST[KS],-0.3,1.5,2.0,35.71787190437317
Neural-ECF[argmax],-0.3,1.5,0.0,1.2025249004364014
Neural-ECF[peaks],-0.3,1.5,0.0,1.2025249004364014
MIDAST[KS],-0.3,1.5,0.0,39.1486759185791
Neural-ECF[argmax],-0.3,1.5,0.0,1.3299508094787598
Neural-ECF[peaks],-0.3,1.5,0.0,1.3299508094787598
MIDAST[KS],-0.3,1.5,0.0,51.864816188812256
Neural-ECF[argmax],-0.3,1.5,0.0,1.748049259185791
Neural-ECF[peaks],-0.3,1.5,0.0,1.748049259185791
MIDAST[KS],-0.3,1.5,5.0,62.390156984329224
Neural-ECF[argmax],-0.3,1.5,0.0,1.6142849922180176
Neural-ECF[peaks],-0.3,1.5,0.0,1.6142849922180176
MIDAST[KS],-0.3,1.5,0.0,58.87424826622009
Neural-ECF[argmax],-0.3,1.5,0.0,1.4654021263122559
Neural-ECF[peaks],-0.3,1.5,0.0,1.4654021263122559
MIDAST[KS],-0.3,1.5,0.0,48.47343897819519
Neural-ECF[argmax],-0.3,1.5,0.0,1.5842978954315186
Neural-ECF[peaks],-0.3,1.5,0.0,1.5842978954315186
MIDAST[KS],-0.3,1.5,0.0,48.6165509223938
Neural-ECF[argmax],-0.3,1.5,5.0,1.3443479537963867
Neural-ECF[peaks],-0.3,1.5,5.0,1.3443479537963867
MIDAST[KS],-0.3,1.5,0.0,44.72651791572571
Neural-ECF[argmax],-0.3,1.5,15.0,1.3080759048461914
Neural-ECF[peaks],-0.3,1.5,15.0,1.3080759048461914
MIDAST[KS],-0.3,1.5,2.0,42.435973167419434
Neural-ECF[argmax],-0.3,1.5,0.0,1.316931962966919
Neural-ECF[peaks],-0.3,1.5,0.0,1.316931962966919
MIDAST[KS],-0.3,1.5,0.0,41.839797019958496
Neural-ECF[argmax],-0.3,1.5,0.0,1.2863729000091553
Neural-ECF[peaks],-0.3,1.5,0.0,1.2863729000091553
MIDAST[KS],-0.3,1.5,1.0,41.2306911945343
Neural-ECF[argmax],-0.3,1.5,5.0,1.2863821983337402
Neural-ECF[peaks],-0.3,1.5,5.0,1.2863821983337402
MIDAST[KS],-0.3,1.5,0.0,41.40819811820984
Neural-ECF[argmax],-0.3,1.5,0.0,1.2883121967315674
Neural-ECF[peaks],-0.3,1.5,0.0,1.2883121967315674
MIDAST[KS],-0.3,1.5,0.0,41.68894100189209
Neural-ECF[argmax],-0.3,1.5,0.0,1.286323070526123
Neural-ECF[peaks],-0.3,1.5,0.0,1.286323070526123
MIDAST[KS],-0.3,1.5,0.0,50.03341507911682
Neural-ECF[argmax],-0.3,1.5,0.0,1.4389238357543945
Neural-ECF[peaks],-0.3,1.5,0.0,1.4389238357543945
MIDAST[KS],-0.3,1.5,0.0,47.79264998435974
Neural-ECF[argmax],-0.3,1.5,0.0,1.5015649795532227
Neural-ECF[peaks],-0.3,1.5,0.0,1.5015649795532227
MIDAST[KS],-0.3,1.5,0.0,56.42605900764465
Neural-ECF[argmax],-0.3,1.5,20.0,1.6544489860534668
Neural-ECF[peaks],-0.3,1.5,20.0,1.6544489860534668
MIDAST[KS],-0.3,1.5,2.0,50.7632622718811
Neural-ECF[argmax],-0.3,1.5,0.0,1.4669909477233887
Neural-ECF[peaks],-0.3,1.5,0.0,1.4669909477233887
MIDAST[KS],-0.3,1.5,0.0,52.03888392448425
Neural-ECF[argmax],-0.3,1.5,0.0,1.5338249206542969
Neural-ECF[peaks],-0.3,1.5,0.0,1.5338249206542969
MIDAST[KS],-0.3,1.5,0.0,51.71545195579529
Neural-ECF[argmax],-0.3,1.5,5.0,1.607945203781128
Neural-ECF[peaks],-0.3,1.5,5.0,1.607945203781128
MIDAST[KS],-0.3,1.5,3.0,51.52387285232544
Neural-ECF[argmax],-0.3,1.5,0.0,1.5130581855773926
Neural-ECF[peaks],-0.3,1.5,0.0,1.5130581855773926
MIDAST[KS],-0.3,1.5,0.0,48.83055281639099
Neural-ECF[argmax],-0.3,1.5,0.0,1.4975671768188477
Neural-ECF[peaks],-0.3,1.5,0.0,1.4975671768188477
MIDAST[KS],-0.3,1.5,0.0,50.120487213134766
Neural-ECF[argmax],-0.3,1.5,0.0,1.4943678379058838
Neural-ECF[peaks],-0.3,1.5,0.0,1.4943678379058838
MIDAST[KS],-0.3,1.5,2.0,50.89690637588501
Neural-ECF[argmax],-0.3,1.5,45.0,1.5702049732208252
Neural-ECF[peaks],-0.3,1.5,45.0,1.5702049732208252
MIDAST[KS],-0.3,1.5,0.0,48.44131779670715
Neural-ECF[argmax],-0.3,1.5,0.0,1.5635430812835693
Neural-ECF[peaks],-0.3,1.5,0.0,1.5635430812835693
MIDAST[KS],-0.3,1.5,0.0,50.05978298187256
Neural-ECF[argmax],-0.3,1.5,0.0,1.571645975112915
Neural-ECF[peaks],-0.3,1.5,0.0,1.571645975112915
MIDAST[KS],-0.3,1.5,1.0,49.08730411529541
Neural-ECF[argmax],-0.3,1.5,0.0,1.3892900943756104
Neural-ECF[peaks],-0.3,1.5,0.0,1.3892900943756104
MIDAST[KS],-0.3,1.5,0.0,48.85781407356262
Neural-ECF[argmax],-0.3,1.5,0.0,1.5139999389648438
Neural-ECF[peaks],-0.3,1.5,0.0,1.5139999389648438
MIDAST[KS],-0.3,1.5,0.0,47.53077030181885
Neural-ECF[argmax],-0.3,1.5,0.0,1.410187005996704
Neural-ECF[peaks],-0.3,1.5,0.0,1.410187005996704
MIDAST[KS],-0.3,1.5,0.0,45.933924198150635
Neural-ECF[argmax],-0.3,1.5,0.0,1.4060428142547607
Neural-ECF[peaks],-0.3,1.5,0.0,1.4060428142547607
MIDAST[KS],-0.3,1.5,0.0,44.95930290222168
Neural-ECF[argmax],-0.3,1.5,0.0,1.3433353900909424
Neural-ECF[peaks],-0.3,1.5,0.0,1.3433353900909424
MIDAST[KS],-0.3,1.5,1.0,42.85865497589111
Neural-ECF[argmax],-0.3,1.5,0.0,1.268157958984375
Neural-ECF[peaks],-0.3,1.5,0.0,1.268157958984375
MIDAST[KS],-0.3,1.5,0.0,52.975701093673706
Neural-ECF[argmax],-0.3,1.5,0.0,1.7975800037384033
Neural-ECF[peaks],-0.3,1.5,0.0,1.7975800037384033
MIDAST[KS],-0.3,1.5,0.0,46.26770091056824
Neural-ECF[argmax],-0.3,1.5,0.0,1.3254542350769043
Neural-ECF[peaks],-0.3,1.5,0.0,1.3254542350769043
MIDAST[KS],-0.3,1.5,1.0,43.06623411178589
Neural-ECF[argmax],-0.3,1.5,0.0,1.4147131443023682
Neural-ECF[peaks],-0.3,1.5,0.0,1.4147131443023682
MIDAST[KS],-0.3,1.5,0.0,43.03389883041382
Neural-ECF[argmax],-0.3,1.5,0.0,1.2517211437225342
Neural-ECF[peaks],-0.3,1.5,0.0,1.2517211437225342
MIDAST[KS],-0.3,1.5,0.0,40.64248991012573
Neural-ECF[argmax],-0.3,1.5,5.0,1.2731828689575195
Neural-ECF[peaks],-0.3,1.5,5.0,1.2731828689575195
MIDAST[KS],-0.3,1.5,0.0,40.77966594696045
Neural-ECF[argmax],-0.3,1.5,0.0,1.256505012512207
Neural-ECF[peaks],-0.3,1.5,0.0,1.256505012512207
MIDAST[KS],-0.3,1.5,0.0,39.40898823738098
