Method,rho2,alpha2,MAE,time_s
Neural-ECF[argmax],-0.9,1.7,10,0.7602248191833496
Neural-ECF[peaks],-0.9,1.7,10,0.7602248191833496
MIDAST[KS],-0.9,1.7,0,0.35851502418518066
Neural-ECF[argmax],-0.9,1.7,5,0.7102921009063721
Neural-ECF[peaks],-0.9,1.7,5,0.7102921009063721
MIDAST[KS],-0.9,1.7,0,0.4145059585571289
Neural-ECF[argmax],-0.9,1.7,5,0.7038700580596924
Neural-ECF[peaks],-0.9,1.7,5,0.7038700580596924
MIDAST[KS],-0.9,1.7,0,0.3899509906768799
Neural-ECF[argmax],-0.9,1.7,5,0.7667968273162842
Neural-ECF[peaks],-0.9,1.7,5,0.7667968273162842
MIDAST[KS],-0.9,1.7,0,0.3976399898529053
Neural-ECF[argmax],-0.9,1.7,5,0.7293400764465332
Neural-ECF[peaks],-0.9,1.7,5,0.7293400764465332
MIDAST[KS],-0.9,1.7,10,0.3965280055999756
Neural-ECF[argmax],-0.9,1.7,5,0.7037136554718018
Neural-ECF[peaks],-0.9,1.7,5,0.7037136554718018
MIDAST[KS],-0.9,1.7,0,0.41368889808654785
Neural-ECF[argmax],-0.9,1.7,10,0.7058281898498535
Neural-ECF[peaks],-0.9,1.7,10,0.7058281898498535
MIDAST[KS],-0.9,1.7,20,0.43036317825317383
Neural-ECF[argmax],-0.9,1.7,5,0.6890411376953125
Neural-ECF[peaks],-0.9,1.7,5,0.6890411376953125
MIDAST[KS],-0.9,1.7,30,0.42110204696655273
Neural-ECF[argmax],-0.9,1.7,0,0.6885292530059814
Neural-ECF[peaks],-0.9,1.7,0,0.6885292530059814
MIDAST[KS],-0.9,1.7,0,0.4098818302154541
Neural-ECF[argmax],-0.9,1.7,5,0.6843228340148926
Neural-ECF[peaks],-0.9,1.7,5,0.6843228340148926
MIDAST[KS],-0.9,1.7,0,0.29343700408935547
Neural-ECF[argmax],-0.9,1.7,5,0.7881598472595215
Neural-ECF[peaks],-0.9,1.7,5,0.7881598472595215
MIDAST[KS],-0.9,1.7,0,0.453963041305542
Neural-ECF[argmax],-0.9,1.7,10,0.7730648517608643
Neural-ECF[peaks],-0.9,1.7,10,0.7730648517608643
MIDAST[KS],-0.9,1.7,0,0.40537309646606445
Neural-ECF[argmax],-0.9,1.7,5,0.7445039749145508
Neural-ECF[peaks],-0.9,1.7,5,0.7445039749145508
MIDAST[KS],-0.9,1.7,0,0.40006589889526367
Neural-ECF[argmax],-0.9,1.7,0,0.7326338291168213
Neural-ECF[peaks],-0.9,1.7,0,0.7326338291168213
MIDAST[KS],-0.9,1.7,0,0.3794240951538086
Neural-ECF[argmax],-0.9,1.7,5,0.8018696308135986
Neural-ECF[peaks],-0.9,1.7,5,0.8018696308135986
MIDAST[KS],-0.9,1.7,0,0.34842681884765625
Neural-ECF[argmax],-0.9,1.7,5,0.7473139762878418
Neural-ECF[peaks],-0.9,1.7,5,0.7473139762878418
MIDAST[KS],-0.9,1.7,10,0.35523009300231934
Neural-ECF[argmax],-0.9,1.7,0,0.7182819843292236
Neural-ECF[peaks],-0.9,1.7,0,0.7182819843292236
MIDAST[KS],-0.9,1.7,0,0.35356998443603516
Neural-ECF[argmax],-0.9,1.7,5,0.7690110206604004
Neural-ECF[peaks],-0.9,1.7,5,0.7690110206604004
MIDAST[KS],-0.9,1.7,0,0.39705681800842285
Neural-ECF[argmax],-0.9,1.7,10,0.825531005859375
Neural-ECF[peaks],-0.9,1.7,10,0.825531005859375
MIDAST[KS],-0.9,1.7,20,0.5302400588989258
Neural-ECF[argmax],-0.9,1.7,0,0.7711391448974609
Neural-ECF[peaks],-0.9,1.7,0,0.7711391448974609
MIDAST[KS],-0.9,1.7,0,0.3862018585205078
Neural-ECF[argmax],-0.9,1.7,10,0.7720999717712402
Neural-ECF[peaks],-0.9,1.7,10,0.7720999717712402
MIDAST[KS],-0.9,1.7,0,0.4773261547088623
Neural-ECF[argmax],-0.9,1.7,5,0.7542369365692139
Neural-ECF[peaks],-0.9,1.7,5,0.7542369365692139
MIDAST[KS],-0.9,1.7,10,0.3834879398345947
Neural-ECF[argmax],-0.9,1.7,5,0.7932960987091064
Neural-ECF[peaks],-0.9,1.7,5,0.7932960987091064
MIDAST[KS],-0.9,1.7,0,0.36742401123046875
Neural-ECF[argmax],-0.9,1.7,5,0.8613851070404053
Neural-ECF[peaks],-0.9,1.7,5,0.8613851070404053
MIDAST[KS],-0.9,1.7,0,0.36408090591430664
Neural-ECF[argmax],-0.9,1.7,5,0.8005139827728271
Neural-ECF[peaks],-0.9,1.7,5,0.8005139827728271
MIDAST[KS],-0.9,1.7,0,0.4329719543457031
Neural-ECF[argmax],-0.9,1.7,5,0.7233371734619141
Neural-ECF[peaks],-0.9,1.7,5,0.7233371734619141
MIDAST[KS],-0.9,1.7,430,0.40460205078125
Neural-ECF[argmax],-0.9,1.7,0,0.7727742195129395
Neural-ECF[peaks],-0.9,1.7,0,0.7727742195129395
MIDAST[KS],-0.9,1.7,10,0.36833930015563965
Neural-ECF[argmax],-0.9,1.7,5,0.9505569934844971
Neural-ECF[peaks],-0.9,1.7,5,0.9505569934844971
MIDAST[KS],-0.9,1.7,10,0.6230759620666504
Neural-ECF[argmax],-0.9,1.7,5,0.7808229923248291
Neural-ECF[peaks],-0.9,1.7,5,0.7808229923248291
MIDAST[KS],-0.9,1.7,10,0.402418851852417
Neural-ECF[argmax],-0.9,1.7,10,0.7435858249664307
Neural-ECF[peaks],-0.9,1.7,10,0.7435858249664307
MIDAST[KS],-0.9,1.7,390,0.3828880786895752
Neural-ECF[argmax],-0.9,1.7,0,0.7141578197479248
Neural-ECF[peaks],-0.9,1.7,0,0.7141578197479248
MIDAST[KS],-0.9,1.7,10,0.3601861000061035
Neural-ECF[argmax],-0.9,1.7,0,0.7414886951446533
Neural-ECF[peaks],-0.9,1.7,0,0.7414886951446533
MIDAST[KS],-0.9,1.7,0,0.3587510585784912
Neural-ECF[argmax],-0.9,1.7,5,0.7361032962799072
Neural-ECF[peaks],-0.9,1.7,5,0.7361032962799072
MIDAST[KS],-0.9,1.7,0,0.37239789962768555
Neural-ECF[argmax],-0.9,1.7,10,0.770395040512085
Neural-ECF[peaks],-0.9,1.7,10,0.770395040512085
MIDAST[KS],-0.9,1.7,0,0.3466830253601074
Neural-ECF[argmax],-0.9,1.7,25,0.7844059467315674
Neural-ECF[peaks],-0.9,1.7,25,0.7844059467315674
MIDAST[KS],-0.9,1.7,140,0.36097002029418945
Neural-ECF[argmax],-0.9,1.7,5,0.7100639343261719
Neural-ECF[peaks],-0.9,1.7,5,0.7100639343261719
MIDAST[KS],-0.9,1.7,0,0.4131929874420166
Neural-ECF[argmax],-0.9,1.7,10,0.7999799251556396
Neural-ECF[peaks],-0.9,1.7,10,0.7999799251556396
MIDAST[KS],-0.9,1.7,0,0.40306615829467773
Neural-ECF[argmax],-0.9,1.7,5,0.7283840179443359
Neural-ECF[peaks],-0.9,1.7,5,0.7283840179443359
MIDAST[KS],-0.9,1.7,10,0.36916303634643555
Neural-ECF[argmax],-0.9,1.7,10,0.7673883438110352
Neural-ECF[peaks],-0.9,1.7,10,0.7673883438110352
MIDAST[KS],-0.9,1.7,0,0.3709578514099121
Neural-ECF[argmax],-0.9,1.7,0,0.7529091835021973
Neural-ECF[peaks],-0.9,1.7,0,0.7529091835021973
MIDAST[KS],-0.9,1.7,0,0.35948896408081055
Neural-ECF[argmax],-0.9,1.7,5,0.7665767669677734
Neural-ECF[peaks],-0.9,1.7,5,0.7665767669677734
MIDAST[KS],-0.9,1.7,40,0.35512495040893555
Neural-ECF[argmax],-0.9,1.7,5,0.743088960647583
Neural-ECF[peaks],-0.9,1.7,5,0.743088960647583
MIDAST[KS],-0.9,1.7,10,0.3658280372619629
Neural-ECF[argmax],-0.9,1.7,5,0.7206072807312012
Neural-ECF[peaks],-0.9,1.7,5,0.7206072807312012
MIDAST[KS],-0.9,1.7,10,0.4274470806121826
Neural-ECF[argmax],-0.9,1.7,0,0.7406010627746582
Neural-ECF[peaks],-0.9,1.7,0,0.7406010627746582
MIDAST[KS],-0.9,1.7,0,0.357562780380249
Neural-ECF[argmax],-0.9,1.7,5,0.7175498008728027
Neural-ECF[peaks],-0.9,1.7,5,0.7175498008728027
MIDAST[KS],-0.9,1.7,0,0.37151384353637695
Neural-ECF[argmax],-0.9,1.7,0,0.7685778141021729
Neural-ECF[peaks],-0.9,1.7,0,0.7685778141021729
MIDAST[KS],-0.9,1.7,0,0.3821377754211426
Neural-ECF[argmax],-0.9,1.7,5,0.7195770740509033
Neural-ECF[peaks],-0.9,1.7,5,0.7195770740509033
MIDAST[KS],-0.9,1.7,0,0.36972808837890625
Neural-ECF[argmax],-0.9,1.7,0,0.7409980297088623
Neural-ECF[peaks],-0.9,1.7,0,0.7409980297088623
MIDAST[KS],-0.9,1.7,0,0.3846769332885742
Neural-ECF[argmax],-0.9,1.7,0,0.7277059555053711
Neural-ECF[peaks],-0.9,1.7,0,0.7277059555053711
MIDAST[KS],-0.9,1.7,0,0.3427238464355469
Neural-ECF[argmax],-0.9,1.7,5,0.743798017501831
Neural-ECF[peaks],-0.9,1.7,5,0.743798017501831
MIDAST[KS],-0.9,1.7,0,0.4058108329772949
Neural-ECF[argmax],-0.9,1.7,0,0.7673120498657227
Neural-ECF[peaks],-0.9,1.7,0,0.7673120498657227
MIDAST[KS],-0.9,1.7,0,0.38749074935913086
Neural-ECF[argmax],-0.9,1.7,0,0.7342331409454346
Neural-ECF[peaks],-0.9,1.7,0,0.7342331409454346
MIDAST[KS],-0.9,1.7,0,0.41953587532043457
Neural-ECF[argmax],-0.9,1.7,5,0.756018877029419
Neural-ECF[peaks],-0.9,1.7,5,0.756018877029419
MIDAST[KS],-0.9,1.7,0,0.38301992416381836
Neural-ECF[argmax],-0.9,1.7,5,0.7251231670379639
Neural-ECF[peaks],-0.9,1.7,5,0.7251231670379639
MIDAST[KS],-0.9,1.7,0,0.3815579414367676
Neural-ECF[argmax],-0.9,1.7,5,0.7406787872314453
Neural-ECF[peaks],-0.9,1.7,5,0.7406787872314453
MIDAST[KS],-0.9,1.7,20,0.4055349826812744
Neural-ECF[argmax],-0.9,1.7,0,0.7061738967895508
Neural-ECF[peaks],-0.9,1.7,0,0.7061738967895508
MIDAST[KS],-0.9,1.7,0,0.4092731475830078
Neural-ECF[argmax],-0.9,1.7,5,0.7472548484802246
Neural-ECF[peaks],-0.9,1.7,5,0.7472548484802246
MIDAST[KS],-0.9,1.7,0,0.35085391998291016
Neural-ECF[argmax],-0.9,1.7,0,0.7245209217071533
Neural-ECF[peaks],-0.9,1.7,0,0.7245209217071533
MIDAST[KS],-0.9,1.7,20,0.3602921962738037
Neural-ECF[argmax],-0.9,1.7,10,0.7205798625946045
Neural-ECF[peaks],-0.9,1.7,10,0.7205798625946045
MIDAST[KS],-0.9,1.7,10,0.38443899154663086
Neural-ECF[argmax],-0.9,1.7,5,0.7311921119689941
Neural-ECF[peaks],-0.9,1.7,5,0.7311921119689941
MIDAST[KS],-0.9,1.7,0,0.4504129886627197
Neural-ECF[argmax],-0.9,1.7,10,0.7235848903656006
Neural-ECF[peaks],-0.9,1.7,10,0.7235848903656006
MIDAST[KS],-0.9,1.7,0,0.39057397842407227
Neural-ECF[argmax],-0.9,1.7,10,0.7505440711975098
Neural-ECF[peaks],-0.9,1.7,10,0.7505440711975098
MIDAST[KS],-0.9,1.7,0,0.405134916305542
Neural-ECF[argmax],-0.9,1.7,0,0.7263438701629639
Neural-ECF[peaks],-0.9,1.7,0,0.7263438701629639
MIDAST[KS],-0.9,1.7,10,0.3850741386413574
Neural-ECF[argmax],-0.9,1.7,0,0.7344462871551514
Neural-ECF[peaks],-0.9,1.7,0,0.7344462871551514
MIDAST[KS],-0.9,1.7,0,0.39464402198791504
Neural-ECF[argmax],-0.9,1.7,5,0.7656881809234619
Neural-ECF[peaks],-0.9,1.7,5,0.7656881809234619
MIDAST[KS],-0.9,1.7,0,0.40947890281677246
Neural-ECF[argmax],-0.9,1.7,0,0.7528328895568848
Neural-ECF[peaks],-0.9,1.7,0,0.7528328895568848
MIDAST[KS],-0.9,1.7,10,0.38165831565856934
Neural-ECF[argmax],-0.9,1.7,10,0.7351622581481934
Neural-ECF[peaks],-0.9,1.7,10,0.7351622581481934
MIDAST[KS],-0.9,1.7,0,0.3894939422607422
Neural-ECF[argmax],-0.9,1.7,0,0.7730402946472168
Neural-ECF[peaks],-0.9,1.7,0,0.7730402946472168
MIDAST[KS],-0.9,1.7,10,0.3936939239501953
Neural-ECF[argmax],-0.9,1.7,10,0.9982807636260986
Neural-ECF[peaks],-0.9,1.7,10,0.9982807636260986
MIDAST[KS],-0.9,1.7,0,0.585054874420166
Neural-ECF[argmax],-0.9,1.7,10,0.7826509475708008
Neural-ECF[peaks],-0.9,1.7,10,0.7826509475708008
MIDAST[KS],-0.9,1.7,30,0.3831911087036133
Neural-ECF[argmax],-0.9,1.7,0,0.7184288501739502
Neural-ECF[peaks],-0.9,1.7,0,0.7184288501739502
MIDAST[KS],-0.9,1.7,10,0.4167799949645996
Neural-ECF[argmax],-0.9,1.7,5,0.7413971424102783
Neural-ECF[peaks],-0.9,1.7,5,0.7413971424102783
MIDAST[KS],-0.9,1.7,0,0.41472887992858887
Neural-ECF[argmax],-0.9,1.7,0,0.7257671356201172
Neural-ECF[peaks],-0.9,1.7,0,0.7257671356201172
MIDAST[KS],-0.9,1.7,30,0.39223194122314453
Neural-ECF[argmax],-0.9,1.7,20,0.7229099273681641
Neural-ECF[peaks],-0.9,1.7,20,0.7229099273681641
MIDAST[KS],-0.9,1.7,0,0.37590765953063965
Neural-ECF[argmax],-0.9,1.7,10,0.7475912570953369
Neural-ECF[peaks],-0.9,1.7,10,0.7475912570953369
MIDAST[KS],-0.9,1.7,10,0.39745211601257324
Neural-ECF[argmax],-0.9,1.7,0,0.7361412048339844
Neural-ECF[peaks],-0.9,1.7,0,0.7361412048339844
MIDAST[KS],-0.9,1.7,10,0.3659646511077881
Neural-ECF[argmax],-0.9,1.7,10,0.8602240085601807
Neural-ECF[peaks],-0.9,1.7,10,0.8602240085601807
MIDAST[KS],-0.9,1.7,0,0.5312938690185547
Neural-ECF[argmax],-0.9,1.7,0,0.7842209339141846
Neural-ECF[peaks],-0.9,1.7,0,0.7842209339141846
MIDAST[KS],-0.9,1.7,0,0.4497091770172119
Neural-ECF[argmax],-0.9,1.7,10,0.8187289237976074
Neural-ECF[peaks],-0.9,1.7,10,0.8187289237976074
MIDAST[KS],-0.9,1.7,130,0.37740015983581543
Neural-ECF[argmax],-0.9,1.7,0,0.8116297721862793
Neural-ECF[peaks],-0.9,1.7,0,0.8116297721862793
MIDAST[KS],-0.9,1.7,0,0.36992478370666504
Neural-ECF[argmax],-0.9,1.7,0,0.871880292892456
Neural-ECF[peaks],-0.9,1.7,0,0.871880292892456
MIDAST[KS],-0.9,1.7,0,0.46729397773742676
Neural-ECF[argmax],-0.9,1.7,0,0.8355252742767334
Neural-ECF[peaks],-0.9,1.7,0,0.8355252742767334
MIDAST[KS],-0.9,1.7,0,0.4364778995513916
Neural-ECF[argmax],-0.9,1.7,5,0.8044238090515137
Neural-ECF[peaks],-0.9,1.7,5,0.8044238090515137
MIDAST[KS],-0.9,1.7,10,0.39519500732421875
Neural-ECF[argmax],-0.9,1.7,0,0.7769451141357422
Neural-ECF[peaks],-0.9,1.7,0,0.7769451141357422
MIDAST[KS],-0.9,1.7,0,0.41181015968322754
Neural-ECF[argmax],-0.9,1.7,5,0.8529353141784668
Neural-ECF[peaks],-0.9,1.7,5,0.8529353141784668
MIDAST[KS],-0.9,1.7,0,0.4006469249725342
Neural-ECF[argmax],-0.9,1.7,0,0.8029098510742188
Neural-ECF[peaks],-0.9,1.7,0,0.8029098510742188
MIDAST[KS],-0.9,1.7,0,0.39675116539001465
Neural-ECF[argmax],-0.9,1.7,10,0.8453571796417236
Neural-ECF[peaks],-0.9,1.7,10,0.8453571796417236
MIDAST[KS],-0.9,1.7,380,0.44565296173095703
Neural-ECF[argmax],-0.9,1.7,0,0.7792749404907227
Neural-ECF[peaks],-0.9,1.7,0,0.7792749404907227
MIDAST[KS],-0.9,1.7,20,0.4309408664703369
Neural-ECF[argmax],-0.9,1.7,0,0.8029739856719971
Neural-ECF[peaks],-0.9,1.7,0,0.8029739856719971
MIDAST[KS],-0.9,1.7,0,0.41022729873657227
Neural-ECF[argmax],-0.9,1.7,0,0.7821981906890869
Neural-ECF[peaks],-0.9,1.7,0,0.7821981906890869
MIDAST[KS],-0.9,1.7,10,0.37775397300720215
Neural-ECF[argmax],-0.9,1.7,0,0.8202829360961914
Neural-ECF[peaks],-0.9,1.7,0,0.8202829360961914
MIDAST[KS],-0.9,1.7,10,0.4404768943786621
Neural-ECF[argmax],-0.9,1.7,5,0.8426649570465088
Neural-ECF[peaks],-0.9,1.7,5,0.8426649570465088
MIDAST[KS],-0.9,1.7,0,0.42620325088500977
Neural-ECF[argmax],-0.9,1.7,10,0.8139059543609619
Neural-ECF[peaks],-0.9,1.7,10,0.8139059543609619
MIDAST[KS],-0.9,1.7,0,0.45409297943115234
Neural-ECF[argmax],-0.9,1.7,10,0.8111090660095215
Neural-ECF[peaks],-0.9,1.7,10,0.8111090660095215
MIDAST[KS],-0.9,1.7,10,0.4197213649749756
Neural-ECF[argmax],-0.9,1.7,0,0.7644569873809814
Neural-ECF[peaks],-0.9,1.7,0,0.7644569873809814
MIDAST[KS],-0.9,1.7,0,0.38702392578125
Neural-ECF[argmax],-0.9,1.7,5,0.8148391246795654
Neural-ECF[peaks],-0.9,1.7,5,0.8148391246795654
MIDAST[KS],-0.9,1.7,0,0.4583430290222168
Neural-ECF[argmax],-0.9,1.7,0,0.84033203125
Neural-ECF[peaks],-0.9,1.7,0,0.84033203125
MIDAST[KS],-0.9,1.7,0,0.3996608257293701
Neural-ECF[argmax],-0.9,1.7,5,0.7970049381256104
Neural-ECF[peaks],-0.9,1.7,5,0.7970049381256104
MIDAST[KS],-0.9,1.7,0,0.589918851852417
Neural-ECF[argmax],-0.9,1.7,0,1.1219909191131592
Neural-ECF[peaks],-0.9,1.7,0,1.1219909191131592
MIDAST[KS],-0.9,1.7,0,0.5714402198791504
Neural-ECF[argmax],-0.9,1.7,0,0.8875792026519775
Neural-ECF[peaks],-0.9,1.7,0,0.8875792026519775
MIDAST[KS],-0.9,1.7,0,0.2769479751586914
Neural-ECF[argmax],-0.9,1.7,0,0.7328648567199707
Neural-ECF[peaks],-0.9,1.7,0,0.7328648567199707
MIDAST[KS],-0.9,1.7,20,0.4077579975128174
Neural-ECF[argmax],-0.9,1.7,5,0.8198935985565186
Neural-ECF[peaks],-0.9,1.7,5,0.8198935985565186
MIDAST[KS],-0.9,1.7,0,0.42581701278686523
Neural-ECF[argmax],-0.9,1.7,0,0.8425099849700928
Neural-ECF[peaks],-0.9,1.7,0,0.8425099849700928
MIDAST[KS],-0.9,1.7,20,0.4394187927246094
Neural-ECF[argmax],-0.9,1.7,0,0.7960078716278076
Neural-ECF[peaks],-0.9,1.7,0,0.7960078716278076
MIDAST[KS],-0.9,1.7,10,0.4209470748901367
Neural-ECF[argmax],-0.9,1.7,5,0.7943389415740967
Neural-ECF[peaks],-0.9,1.7,5,0.7943389415740967
MIDAST[KS],-0.9,1.7,0,0.33574914932250977
Neural-ECF[argmax],-0.9,1.7,5,0.7438778877258301
Neural-ECF[peaks],-0.9,1.7,5,0.7438778877258301
MIDAST[KS],-0.9,1.7,0,0.3340322971343994
Neural-ECF[argmax],-0.9,1.7,0,0.7601258754730225
Neural-ECF[peaks],-0.9,1.7,0,0.7601258754730225
MIDAST[KS],-0.9,1.7,0,0.37630319595336914
Neural-ECF[argmax],-0.9,1.7,10,0.7489299774169922
Neural-ECF[peaks],-0.9,1.7,10,0.7489299774169922
MIDAST[KS],-0.9,1.7,20,0.4150989055633545
Neural-ECF[argmax],-0.9,1.7,0,0.7415251731872559
Neural-ECF[peaks],-0.9,1.7,0,0.7415251731872559
MIDAST[KS],-0.9,1.7,10,0.4276280403137207
Neural-ECF[argmax],-0.9,1.7,0,0.7715282440185547
Neural-ECF[peaks],-0.9,1.7,0,0.7715282440185547
MIDAST[KS],-0.9,1.7,0,0.4073169231414795
Neural-ECF[argmax],-0.9,1.7,0,0.7862169742584229
Neural-ECF[peaks],-0.9,1.7,0,0.7862169742584229
MIDAST[KS],-0.9,1.7,10,0.4030332565307617
Neural-ECF[argmax],-0.9,1.7,5,0.9544622898101807
Neural-ECF[peaks],-0.9,1.7,5,0.9544622898101807
MIDAST[KS],-0.9,1.7,0,0.652662992477417
Neural-ECF[argmax],-0.9,1.7,5,0.8399131298065186
Neural-ECF[peaks],-0.9,1.7,5,0.8399131298065186
MIDAST[KS],-0.9,1.7,0,0.4078352451324463
Neural-ECF[argmax],-0.9,1.7,5,0.8019731044769287
Neural-ECF[peaks],-0.9,1.7,5,0.8019731044769287
MIDAST[KS],-0.9,1.7,10,0.48253297805786133
Neural-ECF[argmax],-0.9,1.7,10,0.8128540515899658
Neural-ECF[peaks],-0.9,1.7,10,0.8128540515899658
MIDAST[KS],-0.9,1.7,10,0.49645495414733887
Neural-ECF[argmax],-0.9,1.7,5,0.7852401733398438
Neural-ECF[peaks],-0.9,1.7,5,0.7852401733398438
MIDAST[KS],-0.9,1.7,10,0.4361000061035156
Neural-ECF[argmax],-0.9,1.7,0,0.8567049503326416
Neural-ECF[peaks],-0.9,1.7,0,0.8567049503326416
MIDAST[KS],-0.9,1.7,0,0.3695700168609619
Neural-ECF[argmax],-0.9,1.7,0,0.7967038154602051
Neural-ECF[peaks],-0.9,1.7,0,0.7967038154602051
MIDAST[KS],-0.9,1.7,10,0.37659478187561035
Neural-ECF[argmax],-0.9,1.7,0,0.7603409290313721
Neural-ECF[peaks],-0.9,1.7,0,0.7603409290313721
MIDAST[KS],-0.9,1.7,0,0.43262600898742676
Neural-ECF[argmax],-0.9,1.7,5,0.7596111297607422
Neural-ECF[peaks],-0.9,1.7,5,0.7596111297607422
MIDAST[KS],-0.9,1.7,0,0.38155221939086914
Neural-ECF[argmax],-0.9,1.7,0,0.7514662742614746
Neural-ECF[peaks],-0.9,1.7,0,0.7514662742614746
MIDAST[KS],-0.9,1.7,0,0.39855003356933594
Neural-ECF[argmax],-0.9,1.7,5,0.7410197257995605
Neural-ECF[peaks],-0.9,1.7,5,0.7410197257995605
MIDAST[KS],-0.9,1.7,270,0.37165212631225586
Neural-ECF[argmax],-0.9,1.7,5,0.7340688705444336
Neural-ECF[peaks],-0.9,1.7,5,0.7340688705444336
MIDAST[KS],-0.9,1.7,0,0.3666698932647705
Neural-ECF[argmax],-0.9,1.7,5,0.73354172706604
Neural-ECF[peaks],-0.9,1.7,5,0.73354172706604
MIDAST[KS],-0.9,1.7,10,0.39908790588378906
Neural-ECF[argmax],-0.9,1.7,5,0.8017258644104004
Neural-ECF[peaks],-0.9,1.7,5,0.8017258644104004
MIDAST[KS],-0.9,1.7,0,0.36712026596069336
Neural-ECF[argmax],-0.9,1.7,5,0.7665579319000244
Neural-ECF[peaks],-0.9,1.7,5,0.7665579319000244
MIDAST[KS],-0.9,1.7,10,0.3610060214996338
Neural-ECF[argmax],-0.9,1.7,5,0.751209020614624
Neural-ECF[peaks],-0.9,1.7,5,0.751209020614624
MIDAST[KS],-0.9,1.7,10,0.36791396141052246
Neural-ECF[argmax],-0.9,1.7,5,0.7450618743896484
Neural-ECF[peaks],-0.9,1.7,5,0.7450618743896484
MIDAST[KS],-0.9,1.7,0,0.37666916847229004
Neural-ECF[argmax],-0.9,1.7,5,0.7633390426635742
Neural-ECF[peaks],-0.9,1.7,5,0.7633390426635742
MIDAST[KS],-0.9,1.7,10,0.382662296295166
Neural-ECF[argmax],-0.9,1.7,5,0.8462750911712646
Neural-ECF[peaks],-0.9,1.7,5,0.8462750911712646
MIDAST[KS],-0.9,1.7,0,0.37243008613586426
Neural-ECF[argmax],-0.9,1.7,5,0.7644538879394531
Neural-ECF[peaks],-0.9,1.7,5,0.7644538879394531
MIDAST[KS],-0.9,1.7,0,0.38071179389953613
Neural-ECF[argmax],-0.9,1.7,5,0.7307257652282715
Neural-ECF[peaks],-0.9,1.7,5,0.7307257652282715
MIDAST[KS],-0.9,1.7,0,0.37718868255615234
Neural-ECF[argmax],-0.9,1.7,10,0.7195708751678467
Neural-ECF[peaks],-0.9,1.7,10,0.7195708751678467
MIDAST[KS],-0.9,1.7,10,0.3673427104949951
Neural-ECF[argmax],-0.9,1.7,5,0.7477970123291016
Neural-ECF[peaks],-0.9,1.7,5,0.7477970123291016
MIDAST[KS],-0.9,1.7,0,0.3688540458679199
Neural-ECF[argmax],-0.9,1.7,10,0.7384512424468994
Neural-ECF[peaks],-0.9,1.7,10,0.7384512424468994
MIDAST[KS],-0.9,1.7,0,0.3963298797607422
Neural-ECF[argmax],-0.9,1.7,0,0.7150118350982666
Neural-ECF[peaks],-0.9,1.7,0,0.7150118350982666
MIDAST[KS],-0.9,1.7,0,0.3753070831298828
Neural-ECF[argmax],-0.9,1.7,5,0.757681131362915
Neural-ECF[peaks],-0.9,1.7,5,0.757681131362915
MIDAST[KS],-0.9,1.7,0,0.3668222427368164
Neural-ECF[argmax],-0.9,1.7,10,0.7414257526397705
