Method,rho2,alpha2,MAE,time_s
Neural-ECF[peaks],-0.6,1.5,5,0.8313472270965576
MIDAST[KS],-0.6,1.5,0,0.42278289794921875
Neural-ECF[argmax],-0.6,1.5,0,0.8293051719665527
Neural-ECF[peaks],-0.6,1.5,0,0.8293051719665527
MIDAST[KS],-0.6,1.5,10,0.4023709297180176
Neural-ECF[argmax],-0.6,1.5,10,0.7509350776672363
Neural-ECF[peaks],-0.6,1.5,10,0.7509350776672363
MIDAST[KS],-0.6,1.5,10,0.42589688301086426
Neural-ECF[argmax],-0.6,1.5,0,0.816032886505127
Neural-ECF[peaks],-0.6,1.5,0,0.816032886505127
MIDAST[KS],-0.6,1.5,0,0.37915921211242676
Neural-ECF[argmax],-0.6,1.5,0,0.8013260364532471
Neural-ECF[peaks],-0.6,1.5,0,0.8013260364532471
MIDAST[KS],-0.6,1.5,10,0.3834800720214844
Neural-ECF[argmax],-0.6,1.5,5,0.8177459239959717
Neural-ECF[peaks],-0.6,1.5,5,0.8177459239959717
MIDAST[KS],-0.6,1.5,0,0.3884248733520508
Neural-ECF[argmax],-0.6,1.5,10,0.9111738204956055
Neural-ECF[peaks],-0.6,1.5,10,0.9111738204956055
MIDAST[KS],-0.6,1.5,10,0.4223806858062744
Neural-ECF[argmax],-0.6,1.5,5,0.8170371055603027
Neural-ECF[peaks],-0.6,1.5,5,0.8170371055603027
MIDAST[KS],-0.6,1.5,0,0.4083230495452881
Neural-ECF[argmax],-0.6,1.5,5,0.78702712059021
Neural-ECF[peaks],-0.6,1.5,5,0.78702712059021
MIDAST[KS],-0.6,1.5,10,0.42325472831726074
Neural-ECF[argmax],-0.6,1.5,5,0.8330411911010742
Neural-ECF[peaks],-0.6,1.5,5,0.8330411911010742
MIDAST[KS],-0.6,1.5,10,0.4022948741912842
Neural-ECF[argmax],-0.6,1.5,0,0.8275210857391357
Neural-ECF[peaks],-0.6,1.5,0,0.8275210857391357
MIDAST[KS],-0.6,1.5,0,0.39911913871765137
Neural-ECF[argmax],-0.6,1.5,0,1.0563158988952637
Neural-ECF[peaks],-0.6,1.5,0,1.0563158988952637
MIDAST[KS],-0.6,1.5,0,0.5112059116363525
Neural-ECF[argmax],-0.6,1.5,5,1.0243768692016602
Neural-ECF[peaks],-0.6,1.5,5,1.0243768692016602
MIDAST[KS],-0.6,1.5,0,0.4200291633605957
Neural-ECF[argmax],-0.6,1.5,0,0.8204317092895508
Neural-ECF[peaks],-0.6,1.5,0,0.8204317092895508
MIDAST[KS],-0.6,1.5,10,0.5047998428344727
Neural-ECF[argmax],-0.6,1.5,15,0.7986118793487549
Neural-ECF[peaks],-0.6,1.5,15,0.7986118793487549
MIDAST[KS],-0.6,1.5,20,0.42510509490966797
Neural-ECF[argmax],-0.6,1.5,5,0.7820689678192139
Neural-ECF[peaks],-0.6,1.5,5,0.7820689678192139
MIDAST[KS],-0.6,1.5,0,0.4371528625488281
Neural-ECF[argmax],-0.6,1.5,5,0.9877986907958984
Neural-ECF[peaks],-0.6,1.5,5,0.9877986907958984
MIDAST[KS],-0.6,1.5,0,0.4000389575958252
Neural-ECF[argmax],-0.6,1.5,20,0.8530161380767822
Neural-ECF[peaks],-0.6,1.5,20,0.8530161380767822
MIDAST[KS],-0.6,1.5,0,0.4043591022491455
Neural-ECF[argmax],-0.6,1.5,5,0.794713020324707
Neural-ECF[peaks],-0.6,1.5,5,0.794713020324707
MIDAST[KS],-0.6,1.5,0,0.41815710067749023
Neural-ECF[argmax],-0.6,1.5,5,0.8034000396728516
Neural-ECF[peaks],-0.6,1.5,5,0.8034000396728516
MIDAST[KS],-0.6,1.5,0,0.3987009525299072
Neural-ECF[argmax],-0.6,1.5,10,0.7890610694885254
Neural-ECF[peaks],-0.6,1.5,10,0.7890610694885254
MIDAST[KS],-0.6,1.5,0,0.418349027633667
Neural-ECF[argmax],-0.6,1.5,0,0.763477087020874
Neural-ECF[peaks],-0.6,1.5,0,0.763477087020874
MIDAST[KS],-0.6,1.5,0,0.2991671562194824
Neural-ECF[argmax],-0.6,1.5,5,0.7895588874816895
Neural-ECF[peaks],-0.6,1.5,5,0.7895588874816895
MIDAST[KS],-0.6,1.5,10,0.4125077724456787
Neural-ECF[argmax],-0.6,1.5,10,0.8127319812774658
Neural-ECF[peaks],-0.6,1.5,10,0.8127319812774658
MIDAST[KS],-0.6,1.5,0,0.3810696601867676
Neural-ECF[argmax],-0.6,1.5,5,1.0588469505310059
Neural-ECF[peaks],-0.6,1.5,5,1.0588469505310059
MIDAST[KS],-0.6,1.5,0,0.4403252601623535
Neural-ECF[argmax],-0.6,1.5,5,0.9164972305297852
Neural-ECF[peaks],-0.6,1.5,5,0.9164972305297852
MIDAST[KS],-0.6,1.5,240,0.42429208755493164
Neural-ECF[argmax],-0.6,1.5,5,0.8586299419403076
Neural-ECF[peaks],-0.6,1.5,5,0.8586299419403076
MIDAST[KS],-0.6,1.5,0,0.4329798221588135
Neural-ECF[argmax],-0.6,1.5,0,0.8619778156280518
Neural-ECF[peaks],-0.6,1.5,0,0.8619778156280518
MIDAST[KS],-0.6,1.5,0,0.45229220390319824
Neural-ECF[argmax],-0.6,1.5,5,0.8345260620117188
Neural-ECF[peaks],-0.6,1.5,5,0.8345260620117188
MIDAST[KS],-0.6,1.5,0,0.4214189052581787
Neural-ECF[argmax],-0.6,1.5,15,0.9180870056152344
Neural-ECF[peaks],-0.6,1.5,15,0.9180870056152344
MIDAST[KS],-0.6,1.5,420,0.38819313049316406
Neural-ECF[argmax],-0.6,1.5,15,0.7658569812774658
Neural-ECF[peaks],-0.6,1.5,15,0.7658569812774658
MIDAST[KS],-0.6,1.5,90,0.3628361225128174
Neural-ECF[argmax],-0.6,1.5,10,0.7769899368286133
Neural-ECF[peaks],-0.6,1.5,10,0.7769899368286133
MIDAST[KS],-0.6,1.5,0,0.37245702743530273
Neural-ECF[argmax],-0.6,1.5,0,0.7665090560913086
Neural-ECF[peaks],-0.6,1.5,0,0.7665090560913086
MIDAST[KS],-0.6,1.5,0,0.38295698165893555
Neural-ECF[argmax],-0.6,1.5,10,0.8224189281463623
Neural-ECF[peaks],-0.6,1.5,10,0.8224189281463623
MIDAST[KS],-0.6,1.5,0,0.38855504989624023
Neural-ECF[argmax],-0.6,1.5,5,0.7791519165039062
Neural-ECF[peaks],-0.6,1.5,5,0.7791519165039062
MIDAST[KS],-0.6,1.5,10,0.3965151309967041
Neural-ECF[argmax],-0.6,1.5,0,0.7753400802612305
Neural-ECF[peaks],-0.6,1.5,0,0.7753400802612305
MIDAST[KS],-0.6,1.5,0,0.4042527675628662
Neural-ECF[argmax],-0.6,1.5,10,0.8194801807403564
Neural-ECF[peaks],-0.6,1.5,10,0.8194801807403564
MIDAST[KS],-0.6,1.5,20,0.38753700256347656
Neural-ECF[argmax],-0.6,1.5,5,0.7949831485748291
Neural-ECF[peaks],-0.6,1.5,5,0.7949831485748291
MIDAST[KS],-0.6,1.5,0,0.3739800453186035
Neural-ECF[argmax],-0.6,1.5,5,0.7687950134277344
Neural-ECF[peaks],-0.6,1.5,5,0.7687950134277344
MIDAST[KS],-0.6,1.5,0,0.37120819091796875
Neural-ECF[argmax],-0.6,1.5,0,0.745229959487915
Neural-ECF[peaks],-0.6,1.5,0,0.745229959487915
MIDAST[KS],-0.6,1.5,0,0.383497953414917
Neural-ECF[argmax],-0.6,1.5,10,0.7515401840209961
Neural-ECF[peaks],-0.6,1.5,10,0.7515401840209961
MIDAST[KS],-0.6,1.5,0,0.41355299949645996
Neural-ECF[argmax],-0.6,1.5,0,0.7590289115905762
Neural-ECF[peaks],-0.6,1.5,0,0.7590289115905762
MIDAST[KS],-0.6,1.5,10,0.4467320442199707
Neural-ECF[argmax],-0.6,1.5,5,0.7898120880126953
Neural-ECF[peaks],-0.6,1.5,5,0.7898120880126953
MIDAST[KS],-0.6,1.5,0,0.39670515060424805
Neural-ECF[argmax],-0.6,1.5,5,0.7729847431182861
Neural-ECF[peaks],-0.6,1.5,5,0.7729847431182861
MIDAST[KS],-0.6,1.5,0,0.37500786781311035
Neural-ECF[argmax],-0.6,1.5,10,0.767348051071167
Neural-ECF[peaks],-0.6,1.5,10,0.767348051071167
MIDAST[KS],-0.6,1.5,20,0.38127803802490234
Neural-ECF[argmax],-0.6,1.5,0,0.7601220607757568
Neural-ECF[peaks],-0.6,1.5,0,0.7601220607757568
MIDAST[KS],-0.6,1.5,0,0.36743807792663574
Neural-ECF[argmax],-0.6,1.5,5,0.7725048065185547
Neural-ECF[peaks],-0.6,1.5,5,0.7725048065185547
MIDAST[KS],-0.6,1.5,210,0.3783078193664551
Neural-ECF[argmax],-0.6,1.5,0,0.7733759880065918
Neural-ECF[peaks],-0.6,1.5,0,0.7733759880065918
MIDAST[KS],-0.6,1.5,0,0.3750159740447998
Neural-ECF[argmax],-0.6,1.5,0,0.8208138942718506
Neural-ECF[peaks],-0.6,1.5,0,0.8208138942718506
MIDAST[KS],-0.6,1.5,0,0.37906599044799805
Neural-ECF[argmax],-0.6,1.5,5,0.7664928436279297
Neural-ECF[peaks],-0.6,1.5,5,0.7664928436279297
MIDAST[KS],-0.6,1.5,60,0.3708159923553467
Neural-ECF[argmax],-0.6,1.5,5,0.750452995300293
Neural-ECF[peaks],-0.6,1.5,5,0.750452995300293
MIDAST[KS],-0.6,1.5,0,0.40785980224609375
Neural-ECF[argmax],-0.6,1.5,0,0.7435309886932373
Neural-ECF[peaks],-0.6,1.5,0,0.7435309886932373
MIDAST[KS],-0.6,1.5,0,0.39432287216186523
Neural-ECF[argmax],-0.6,1.5,5,0.8089399337768555
Neural-ECF[peaks],-0.6,1.5,5,0.8089399337768555
MIDAST[KS],-0.6,1.5,0,0.4374568462371826
Neural-ECF[argmax],-0.6,1.5,5,0.7738161087036133
Neural-ECF[peaks],-0.6,1.5,5,0.7738161087036133
MIDAST[KS],-0.6,1.5,0,0.3956332206726074
Neural-ECF[argmax],-0.6,1.5,0,0.7333223819732666
Neural-ECF[peaks],-0.6,1.5,0,0.7333223819732666
MIDAST[KS],-0.6,1.5,0,0.4004659652709961
Neural-ECF[argmax],-0.6,1.5,5,0.9450569152832031
Neural-ECF[peaks],-0.6,1.5,5,0.9450569152832031
MIDAST[KS],-0.6,1.5,170,0.42402029037475586
Neural-ECF[argmax],-0.6,1.5,0,0.9612388610839844
Neural-ECF[peaks],-0.6,1.5,0,0.9612388610839844
MIDAST[KS],-0.6,1.5,10,0.4300820827484131
Neural-ECF[argmax],-0.6,1.5,5,0.8832850456237793
Neural-ECF[peaks],-0.6,1.5,5,0.8832850456237793
MIDAST[KS],-0.6,1.5,0,0.527418851852417
Neural-ECF[argmax],-0.6,1.5,50,0.7917308807373047
Neural-ECF[peaks],-0.6,1.5,50,0.7917308807373047
MIDAST[KS],-0.6,1.5,0,0.4434387683868408
Neural-ECF[argmax],-0.6,1.5,5,0.9330408573150635
Neural-ECF[peaks],-0.6,1.5,5,0.9330408573150635
MIDAST[KS],-0.6,1.5,10,0.4469146728515625
Neural-ECF[argmax],-0.6,1.5,5,0.9319760799407959
Neural-ECF[peaks],-0.6,1.5,5,0.9319760799407959
MIDAST[KS],-0.6,1.5,10,0.5539298057556152
Neural-ECF[argmax],-0.6,1.5,10,0.9177451133728027
Neural-ECF[peaks],-0.6,1.5,10,0.9177451133728027
MIDAST[KS],-0.6,1.5,0,0.42943620681762695
Neural-ECF[argmax],-0.6,1.5,5,0.8563392162322998
Neural-ECF[peaks],-0.6,1.5,5,0.8563392162322998
MIDAST[KS],-0.6,1.5,10,0.4901919364929199
Neural-ECF[argmax],-0.6,1.5,0,0.8470792770385742
Neural-ECF[peaks],-0.6,1.5,0,0.8470792770385742
MIDAST[KS],-0.6,1.5,20,0.4231841564178467
Neural-ECF[argmax],-0.6,1.5,10,0.8808062076568604
Neural-ECF[peaks],-0.6,1.5,10,0.8808062076568604
MIDAST[KS],-0.6,1.5,0,0.4107370376586914
Neural-ECF[argmax],-0.6,1.5,0,0.8406400680541992
Neural-ECF[peaks],-0.6,1.5,0,0.8406400680541992
MIDAST[KS],-0.6,1.5,0,0.4032278060913086
Neural-ECF[argmax],-0.6,1.5,10,0.976898193359375
Neural-ECF[peaks],-0.6,1.5,10,0.976898193359375
MIDAST[KS],-0.6,1.5,0,0.479992151260376
Neural-ECF[argmax],-0.6,1.5,5,0.8525078296661377
Neural-ECF[peaks],-0.6,1.5,5,0.8525078296661377
MIDAST[KS],-0.6,1.5,0,0.3906280994415283
Neural-ECF[argmax],-0.6,1.5,5,0.7917938232421875
Neural-ECF[peaks],-0.6,1.5,5,0.7917938232421875
MIDAST[KS],-0.6,1.5,0,0.42475199699401855
Neural-ECF[argmax],-0.6,1.5,10,0.9510900974273682
Neural-ECF[peaks],-0.6,1.5,10,0.9510900974273682
MIDAST[KS],-0.6,1.5,0,0.5044620037078857
Neural-ECF[argmax],-0.6,1.5,5,0.8943557739257812
Neural-ECF[peaks],-0.6,1.5,5,0.8943557739257812
MIDAST[KS],-0.6,1.5,0,0.4354398250579834
Neural-ECF[argmax],-0.6,1.5,10,0.7795100212097168
Neural-ECF[peaks],-0.6,1.5,10,0.7795100212097168
MIDAST[KS],-0.6,1.5,0,0.44333982467651367
Neural-ECF[argmax],-0.6,1.5,0,0.9083218574523926
Neural-ECF[peaks],-0.6,1.5,0,0.9083218574523926
MIDAST[KS],-0.6,1.5,0,0.4943118095397949
Neural-ECF[argmax],-0.6,1.5,5,0.9275450706481934
Neural-ECF[peaks],-0.6,1.5,5,0.9275450706481934
MIDAST[KS],-0.6,1.5,0,0.40479087829589844
Neural-ECF[argmax],-0.6,1.5,5,0.9979310035705566
Neural-ECF[peaks],-0.6,1.5,5,0.9979310035705566
MIDAST[KS],-0.6,1.5,0,0.48130202293395996
Neural-ECF[argmax],-0.6,1.5,10,0.7890417575836182
Neural-ECF[peaks],-0.6,1.5,10,0.7890417575836182
MIDAST[KS],-0.6,1.5,0,0.40551185607910156
Neural-ECF[argmax],-0.6,1.5,0,0.8226602077484131
Neural-ECF[peaks],-0.6,1.5,0,0.8226602077484131
MIDAST[KS],-0.6,1.5,0,0.429959774017334
Neural-ECF[argmax],-0.6,1.5,5,0.9485752582550049
Neural-ECF[peaks],-0.6,1.5,5,0.9485752582550049
MIDAST[KS],-0.6,1.5,390,0.40270495414733887
Neural-ECF[argmax],-0.6,1.5,10,0.7913448810577393
Neural-ECF[peaks],-0.6,1.5,10,0.7913448810577393
MIDAST[KS],-0.6,1.5,320,0.461287260055542
Neural-ECF[argmax],-0.6,1.5,5,0.8211660385131836
Neural-ECF[peaks],-0.6,1.5,5,0.8211660385131836
MIDAST[KS],-0.6,1.5,0,0.49291300773620605
Neural-ECF[argmax],-0.6,1.5,0,0.8080759048461914
Neural-ECF[peaks],-0.6,1.5,0,0.8080759048461914
MIDAST[KS],-0.6,1.5,400,0.4507009983062744
Neural-ECF[argmax],-0.6,1.5,10,0.8674538135528564
Neural-ECF[peaks],-0.6,1.5,10,0.8674538135528564
MIDAST[KS],-0.6,1.5,0,0.4345216751098633
Neural-ECF[argmax],-0.6,1.5,0,0.8283910751342773
Neural-ECF[peaks],-0.6,1.5,0,0.8283910751342773
MIDAST[KS],-0.6,1.5,0,0.3693811893463135
Neural-ECF[argmax],-0.6,1.5,5,0.8689610958099365
Neural-ECF[peaks],-0.6,1.5,5,0.8689610958099365
MIDAST[KS],-0.6,1.5,10,0.3852558135986328
Neural-ECF[argmax],-0.6,1.5,0,0.8720147609710693
Neural-ECF[peaks],-0.6,1.5,0,0.8720147609710693
MIDAST[KS],-0.6,1.5,0,0.3826899528503418
Neural-ECF[argmax],-0.6,1.5,5,0.7180759906768799
Neural-ECF[peaks],-0.6,1.5,5,0.7180759906768799
MIDAST[KS],-0.6,1.5,0,0.48963117599487305
Neural-ECF[argmax],-0.6,1.5,5,0.8992469310760498
Neural-ECF[peaks],-0.6,1.5,5,0.8992469310760498
MIDAST[KS],-0.6,1.5,0,0.42025208473205566
Neural-ECF[argmax],-0.6,1.5,40,0.9341568946838379
Neural-ECF[peaks],-0.6,1.5,40,0.9341568946838379
MIDAST[KS],-0.6,1.5,20,0.43500709533691406
Neural-ECF[argmax],-0.6,1.5,0,0.886289119720459
Neural-ECF[peaks],-0.6,1.5,0,0.886289119720459
MIDAST[KS],-0.6,1.5,0,0.5024480819702148
Neural-ECF[argmax],-0.6,1.5,5,0.8241169452667236
Neural-ECF[peaks],-0.6,1.5,5,0.8241169452667236
MIDAST[KS],-0.6,1.5,200,0.4050600528717041
Neural-ECF[argmax],-0.6,1.5,5,0.7023921012878418
Neural-ECF[peaks],-0.6,1.5,5,0.7023921012878418
MIDAST[KS],-0.6,1.5,0,0.32782721519470215
Neural-ECF[argmax],-0.6,1.5,40,0.8360021114349365
Neural-ECF[peaks],-0.6,1.5,40,0.8360021114349365
MIDAST[KS],-0.6,1.5,0,0.5293576717376709
Neural-ECF[argmax],-0.6,1.5,10,0.7908968925476074
Neural-ECF[peaks],-0.6,1.5,10,0.7908968925476074
MIDAST[KS],-0.6,1.5,0,0.40085387229919434
Neural-ECF[argmax],-0.6,1.5,0,0.840569019317627
Neural-ECF[peaks],-0.6,1.5,0,0.840569019317627
MIDAST[KS],-0.6,1.5,0,0.47170376777648926
Neural-ECF[argmax],-0.6,1.5,0,0.9047386646270752
Neural-ECF[peaks],-0.6,1.5,0,0.9047386646270752
MIDAST[KS],-0.6,1.5,0,0.44186997413635254
Neural-ECF[argmax],-0.6,1.5,5,0.7954919338226318
Neural-ECF[peaks],-0.6,1.5,5,0.7954919338226318
MIDAST[KS],-0.6,1.5,0,0.40439510345458984
Neural-ECF[argmax],-0.6,1.5,10,0.8621089458465576
Neural-ECF[peaks],-0.6,1.5,10,0.8621089458465576
MIDAST[KS],-0.6,1.5,0,0.41966795921325684
Neural-ECF[argmax],-0.6,1.5,0,0.8309051990509033
Neural-ECF[peaks],-0.6,1.5,0,0.8309051990509033
MIDAST[KS],-0.6,1.5,0,0.42431187629699707
Neural-ECF[argmax],-0.6,1.5,20,0.7375707626342773
Neural-ECF[peaks],-0.6,1.5,20,0.7375707626342773
MIDAST[KS],-0.6,1.5,260,0.3558931350708008
Neural-ECF[argmax],-0.6,1.5,5,0.8449010848999023
Neural-ECF[peaks],-0.6,1.5,5,0.8449010848999023
MIDAST[KS],-0.6,1.5,0,0.4104311466217041
Neural-ECF[argmax],-0.6,1.5,5,0.8546700477600098
Neural-ECF[peaks],-0.6,1.5,5,0.8546700477600098
MIDAST[KS],-0.6,1.5,320,0.38114309310913086
Neural-ECF[argmax],-0.6,1.5,5,0.8254938125610352
Neural-ECF[peaks],-0.6,1.5,5,0.8254938125610352
MIDAST[KS],-0.6,1.5,0,0.3556180000305176
Neural-ECF[argmax],-0.6,1.5,10,0.8440771102905273
Neural-ECF[peaks],-0.6,1.5,10,0.8440771102905273
MIDAST[KS],-0.6,1.5,0,0.399306058883667
Neural-ECF[argmax],-0.6,1.5,0,0.8405029773712158
Neural-ECF[peaks],-0.6,1.5,0,0.8405029773712158
MIDAST[KS],-0.6,1.5,0,0.41644716262817383
Neural-ECF[argmax],-0.6,1.5,5,0.8854022026062012
Neural-ECF[peaks],-0.6,1.5,5,0.8854022026062012
MIDAST[KS],-0.6,1.5,0,0.4695470333099365
Neural-ECF[argmax],-0.6,1.5,10,0.8513078689575195
Neural-ECF[peaks],-0.6,1.5,10,0.8513078689575195
MIDAST[KS],-0.6,1.5,10,0.43271684646606445
Neural-ECF[argmax],-0.6,1.5,0,0.9498093128204346
Neural-ECF[peaks],-0.6,1.5,0,0.9498093128204346
MIDAST[KS],-0.6,1.5,0,0.48493099212646484
Neural-ECF[argmax],-0.6,1.5,15,0.8947031497955322
Neural-ECF[peaks],-0.6,1.5,15,0.8947031497955322
MIDAST[KS],-0.6,1.5,0,0.470379114151001
Neural-ECF[argmax],-0.6,1.5,5,0.8556628227233887
Neural-ECF[peaks],-0.6,1.5,5,0.8556628227233887
MIDAST[KS],-0.6,1.5,0,0.40558576583862305
Neural-ECF[argmax],-0.6,1.5,10,0.8223140239715576
Neural-ECF[peaks],-0.6,1.5,10,0.8223140239715576
MIDAST[KS],-0.6,1.5,10,0.4674561023712158
Neural-ECF[argmax],-0.6,1.5,10,0.8399319648742676
Neural-ECF[peaks],-0.6,1.5,10,0.8399319648742676
MIDAST[KS],-0.6,1.5,430,0.4731898307800293
Neural-ECF[argmax],-0.6,1.5,0,0.9008598327636719
Neural-ECF[peaks],-0.6,1.5,0,0.9008598327636719
MIDAST[KS],-0.6,1.5,0,0.416079044342041
Neural-ECF[argmax],-0.6,1.5,10,0.8577759265899658
Neural-ECF[peaks],-0.6,1.5,10,0.8577759265899658
MIDAST[KS],-0.6,1.5,0,0.40365004539489746
Neural-ECF[argmax],-0.6,1.5,5,0.859921932220459
Neural-ECF[peaks],-0.6,1.5,5,0.859921932220459
MIDAST[KS],-0.6,1.5,0,0.47028684616088867
Neural-ECF[argmax],-0.6,1.5,5,0.7929980754852295
Neural-ECF[peaks],-0.6,1.5,5,0.7929980754852295
MIDAST[KS],-0.6,1.5,0,0.43951988220214844
Neural-ECF[argmax],-0.6,1.5,0,0.91737961769104
Neural-ECF[peaks],-0.6,1.5,0,0.91737961769104
MIDAST[KS],-0.6,1.5,10,0.4112558364868164
Neural-ECF[argmax],-0.6,1.5,5,0.8907020092010498
Neural-ECF[peaks],-0.6,1.5,5,0.8907020092010498
MIDAST[KS],-0.6,1.5,0,0.36506175994873047
Neural-ECF[argmax],-0.6,1.5,0,0.8047118186950684
Neural-ECF[peaks],-0.6,1.5,0,0.8047118186950684
MIDAST[KS],-0.6,1.5,0,0.3974759578704834
Neural-ECF[argmax],-0.6,1.5,5,1.0409517288208008
Neural-ECF[peaks],-0.6,1.5,5,1.0409517288208008
MIDAST[KS],-0.6,1.5,360,0.525576114654541
Neural-ECF[argmax],-0.6,1.5,0,0.8643169403076172
Neural-ECF[peaks],-0.6,1.5,0,0.8643169403076172
MIDAST[KS],-0.6,1.5,10,0.47534966468811035
Neural-ECF[argmax],-0.6,1.5,5,0.8835508823394775
Neural-ECF[peaks],-0.6,1.5,5,0.8835508823394775
MIDAST[KS],-0.6,1.5,0,0.4055769443511963
Neural-ECF[argmax],-0.6,1.5,210,0.8210229873657227
Neural-ECF[peaks],-0.6,1.5,210,0.8210229873657227
MIDAST[KS],-0.6,1.5,0,0.38581418991088867
Neural-ECF[argmax],-0.6,1.5,15,0.861112117767334
Neural-ECF[peaks],-0.6,1.5,15,0.861112117767334
MIDAST[KS],-0.6,1.5,0,0.38513922691345215
Neural-ECF[argmax],-0.6,1.5,0,0.804448127746582
Neural-ECF[peaks],-0.6,1.5,0,0.804448127746582
MIDAST[KS],-0.6,1.5,0,0.4086170196533203
Neural-ECF[argmax],-0.6,1.5,0,0.8227558135986328
Neural-ECF[peaks],-0.6,1.5,0,0.8227558135986328
MIDAST[KS],-0.6,1.5,0,0.4645969867706299
Neural-ECF[argmax],-0.6,1.5,0,0.93625807762146
Neural-ECF[peaks],-0.6,1.5,0,0.93625807762146
MIDAST[KS],-0.6,1.5,0,0.389312744140625
Neural-ECF[argmax],-0.6,1.5,5,0.8334109783172607
Neural-ECF[peaks],-0.6,1.5,5,0.8334109783172607
MIDAST[KS],-0.6,1.5,0,0.4266979694366455
Neural-ECF[argmax],-0.6,1.5,0,0.8066360950469971
Neural-ECF[peaks],-0.6,1.5,0,0.8066360950469971
MIDAST[KS],-0.6,1.5,0,0.407015323638916
Neural-ECF[argmax],-0.6,1.5,30,0.8722379207611084
Neural-ECF[peaks],-0.6,1.5,30,0.8722379207611084
MIDAST[KS],-0.6,1.5,0,0.47362279891967773
Neural-ECF[argmax],-0.6,1.5,0,0.8643577098846436
Neural-ECF[peaks],-0.6,1.5,0,0.8643577098846436
MIDAST[KS],-0.6,1.5,0,0.43436288833618164
Neural-ECF[argmax],-0.6,1.5,10,0.9742851257324219
Neural-ECF[peaks],-0.6,1.5,10,0.9742851257324219
MIDAST[KS],-0.6,1.5,20,0.5010261535644531
Neural-ECF[argmax],-0.6,1.5,10,0.9566431045532227
Neural-ECF[peaks],-0.6,1.5,10,0.9566431045532227
MIDAST[KS],-0.6,1.5,0,0.4030900001525879
Neural-ECF[argmax],-0.6,1.5,5,0.8760991096496582
Neural-ECF[peaks],-0.6,1.5,5,0.8760991096496582
MIDAST[KS],-0.6,1.5,170,0.4661998748779297
Neural-ECF[argmax],-0.6,1.5,5,0.8362548351287842
Neural-ECF[peaks],-0.6,1.5,5,0.8362548351287842
MIDAST[KS],-0.6,1.5,10,0.4787750244140625
Neural-ECF[argmax],-0.6,1.5,0,0.8520340919494629
Neural-ECF[peaks],-0.6,1.5,0,0.8520340919494629
MIDAST[KS],-0.6,1.5,0,0.42925214767456055
Neural-ECF[argmax],-0.6,1.5,5,1.0550050735473633
Neural-ECF[peaks],-0.6,1.5,5,1.0550050735473633
MIDAST[KS],-0.6,1.5,0,0.4342970848083496
Neural-ECF[argmax],-0.6,1.5,10,0.7656650543212891
Neural-ECF[peaks],-0.6,1.5,10,0.7656650543212891
MIDAST[KS],-0.6,1.5,0,0.43221497535705566
Neural-ECF[argmax],-0.6,1.5,10,0.8319580554962158
Neural-ECF[peaks],-0.6,1.5,10,0.8319580554962158
MIDAST[KS],-0.6,1.5,0,0.3708488941192627
Neural-ECF[argmax],-0.6,1.5,5,0.8704259395599365
Neural-ECF[peaks],-0.6,1.5,5,0.8704259395599365
MIDAST[KS],-0.6,1.5,0,0.45726490020751953
Neural-ECF[argmax],-0.6,1.5,0,0.8883700370788574
Neural-ECF[peaks],-0.6,1.5,0,0.8883700370788574
MIDAST[KS],-0.6,1.5,0,0.42105817794799805
Neural-ECF[argmax],-0.6,1.5,10,0.9583280086517334
Neural-ECF[peaks],-0.6,1.5,10,0.9583280086517334
MIDAST[KS],-0.6,1.5,0,0.36368799209594727
Neural-ECF[argmax],-0.6,1.5,10,0.887042760848999
Neural-ECF[peaks],-0.6,1.5,10,0.887042760848999
MIDAST[KS],-0.6,1.5,0,0.43953680992126465
Neural-ECF[argmax],-0.6,1.5,0,0.8537921905517578
Neural-ECF[peaks],-0.6,1.5,0,0.8537921905517578
MIDAST[KS],-0.6,1.5,0,0.5039501190185547
Neural-ECF[argmax],-0.6,1.5,10,0.8958449363708496
Neural-ECF[peaks],-0.6,1.5,10,0.8958449363708496
MIDAST[KS],-0.6,1.5,10,0.4474949836730957
Neural-ECF[argmax],-0.6,1.5,5,0.90114426612854
Neural-ECF[peaks],-0.6,1.5,5,0.90114426612854
MIDAST[KS],-0.6,1.5,20,0.4796319007873535
Neural-ECF[argmax],-0.6,1.5,5,0.8210411071777344
Neural-ECF[peaks],-0.6,1.5,5,0.8210411071777344
MIDAST[KS],-0.6,1.5,0,0.41612982749938965
Neural-ECF[argmax],-0.6,1.5,5,0.8216688632965088
Neural-ECF[peaks],-0.6,1.5,5,0.8216688632965088
MIDAST[KS],-0.6,1.5,10,0.3777182102203369
Neural-ECF[argmax],-0.6,1.5,10,0.8509337902069092
Neural-ECF[peaks],-0.6,1.5,10,0.8509337902069092
MIDAST[KS],-0.6,1.5,0,0.35117173194885254
Neural-ECF[argmax],-0.6,1.5,5,0.8341360092163086
Neural-ECF[peaks],-0.6,1.5,5,0.8341360092163086
MIDAST[KS],-0.6,1.5,0,0.46130895614624023
Neural-ECF[argmax],-0.6,1.5,10,0.850325345993042
Neural-ECF[peaks],-0.6,1.5,10,0.850325345993042
MIDAST[KS],-0.6,1.5,10,0.5416297912597656
Neural-ECF[argmax],-0.6,1.5,25,1.172468900680542
Neural-ECF[peaks],-0.6,1.5,25,1.172468900680542
MIDAST[KS],-0.6,1.5,0,0.3950629234313965
